District,Total population
SOKOŁOWSKI,75985.0
TOMASZOWSKI,97713.0
WĘGROWSKI,80684.0
WŁODAWSKI,82062.0
ZAMOJSKI,129169.0
LUBLIN (MIASTO),94543.0
BÓBRECKI,0.0
BRZOZOWSKI,0.0
DOBROMILSKI,0.0
DROHOBYCKI,0.0
GRÓDECKI,0.0
JAROSŁAWSKI,0.0
JAWOROWSKI,0.0
KOLBUSZOWSKI,0.0
KROŚNIEŃSKI,0.0
LESKI,0.0
LWOWSKI,0.0
LWÓW (MIASTO),0.0
ŁAŃCUCKI,0.0
MOŚCISKI,0.0
NIŻAŃSKI,0.0
PRZEMYSKI,0.0
PRZEWORSKI,0.0
RAWSKI (RAWA RUSKA),0.0
RUDECKI,0.0
RZESZOWSKI,0.0
SAMBORSKI,0.0
SANOCKI,0.0
SOKALSKI,0.0
TARNOBRZESKI,0.0
ŻÓŁKIEWSKI,0.0
LUBACZOWSKI,0.0
TURCZAŃSKI,0.0
BRZEZIŃSKI,125029.0
KALISKI,180320.0
KOLSKI,112029.0
KONIŃSKI,195400.0
ŁASKI,149404.0
ŁĘCZYCKI,122175.0
ŁÓDZKI,110381.0
ŁÓDŹ (MIASTO),451974.0
PIOTRKOWSKI,197319.0
RADOMSZCZAŃSKI,169813.0
SIERADZKI,155425.0
TURECKI,102139.0
WIELUŃSKI,181361.0
POŁUDNIOWO-WARSZAWSKI,936713.0
PÓŁNOCNO-WARSZAWSKI,0.0
PRASKO-WARSZAWSKI,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0
BARANOWICKI,119518.0
BRASŁAWSKI,124036.0
LIDZKI,148073.0
NIEŚWIESKI,101361.0
NOWOGRÓDZKI,110556.2643769146
SŁONIMSKI,79209.0
STOŁPECKI,80069.7356230854
WOŁOŻYŃSKI,90786.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),81238.0
BRZESKI (BRZEŚĆ N.BUG.),119401.93199141206
DROHICKI,63083.0
KOBRYŃSKI,72005.0
KOSZYRSKI,64947.0
ŁUNINIECKI,81376.0
PIŃSKI,134359.0
PRUŻAŃSKI,68127.0
STOLIŃSKI,96094.0
IWACEWICKI,48586.0
BRODNICKI,0.0
CHEŁMIŃSKI,0.0
CHOJNICKI,0.0
DZIAŁDOWSKI,0.0
GRUDZIĄDZ (MIASTO),0.0
GRUDZIĄDZKI,0.0
KARTUSKI,0.0
KOŚCIERSKI,0.0
LUBAWSKI,0.0
SĘPOLEŃSKI,0.0
STAROGARDZKI,0.0
ŚWIECKI,0.0
TCZEWSKI,0.0
TORUŃ (MIASTO),0.0
TORUŃSKI,0.0
TUCHOLSKI,0.0
WĄBRZESKI,0.0
MORSKI,0.0
GDYNIA (MIASTO),0.0
BYDGOSKI,0.0
BYDGOSZCZ (MIASTO),0.0
CHODZIESKI,0.0
CZARNKOWSKI,0.0
GNIEŹNIEŃSKI,0.0
GOSTYŃSKI,0.0
INOWROCŁAWSKI,0.0
JAROCIŃSKI,0.0
KĘPIŃSKI,0.0
KOŚCIAŃSKI,0.0
KROTOSZYŃSKI,0.0
LESZCZYŃSKI,0.0
MIĘDZYCHODZKI,0.0
MOGILEŃSKI,0.0
NOWOTOMYSKI,0.0
OBORNICKI,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.0
POZNAŃ (MIASTO),0.0
RAWICKI,0.0
SZAMOTULSKI,0.0
SZUBIŃSKI,0.0
ŚREDZKI,0.0
ŚREMSKI,0.0
WĄGROWIECKI,0.0
WOLSZTYŃSKI,0.0
WRZESIŃSKI,0.0
WYRZYSKI,0.0
ŻNIŃSKI,0.0
POZNAŃSKI,0.0
GNIEZNO (MIASTO),0.0
INOWROCŁAW (MIASTO),0.0
DOLIŃSKI,0.0
HORODEŃSKI,0.0
KAŁUSKI,0.0
KOŁOMYJSKI,0.0
KOSOWSKI (KOSÓW HUCULSKI),0.0
NADWÓRNIAŃSKI,0.0
ROHATYŃSKI,0.0
STANISŁAWOWSKI,0.0
STRYJSKI,0.0
ŚNIATYŃSKI,0.0
TŁUMACKI,0.0
ŻYDACZOWSKI,0.0
BIELSKI (BIELSKO),0.0
BIELSKO (MIASTO),0.0
CIESZYŃSKI,0.0
TARNOGÓRSKI,0.0
KATOWICE (MIASTO),0.0
KATOWICKI,0.0
LUBLINIECKI,0.0
PSZCZYŃSKI,0.0
RYBNICKI,0.0
ŚWIĘTOCHŁOWICKI,0.0
CHORZÓW,0.0
BORSZCZOWSKI,0.0
BRODZKI,0.0
BRZEŻAŃSKI,0.0
BUCZACKI,0.0
CZORTKOWSKI,0.0
KAMIONECKI,0.0
PODHAJECKI,0.0
PRZEMYŚLAŃSKI,0.0
RADZIECHOWSKI,0.0
SKAŁACKI,0.0
TARNOPOLSKI,0.0
TREMBOWELSKI,0.0
ZALESZCZYCKI,0.0
ZBARASKI,0.0
ZBOROWSKI,0.0
ZŁOCZOWSKI,0.0
KOPYCZYNIECKI,0.0
BŁOŃSKI,115594.0
CIECHANOWSKI,68398.0
GOSTYNIŃSKI,78291.0
GRÓJECKI,127058.0
KUTNOWSKI,99403.0
LIPNOWSKI,91911.0
ŁOWICKI,99026.0
MAKOWSKI (MAKÓW MAZOWIECKI),58115.0
MIŃSKI,97985.0
MŁAWSKI,88860.0
NIESZAWSKI,101987.0
PŁOCKI,111749.0
PŁOŃSKI,74466.0
PRZASNYCKI,56500.0
PUŁTUSKI,106511.0
RADZYMIŃSKI,72609.0
RAWSKI (RAWA MAZOWIECKA),83487.0
RYPIŃSKI,75081.0
SIERPECKI,72463.0
SKIERNIEWICKI,64942.0
SOCHACZEWSKI,62806.0
WARSZAWSKI,181585.0
WŁOCŁAWSKI,126059.0
DUBIEŃSKI,177083.0
HOROCHOWSKI,91631.0
KOWELSKI,170020.0
KRZEMIENIECKI,208873.0
LUBOMELSKI,56264.0
ŁUCKI,210123.0
RÓWIEŃSKI,203823.0
WŁODZIMIERSKI,101412.0
KOSTOPOLSKI,117950.0
ZDOŁBUNOWSKI,100390.0
SARNEŃSKI,131990.0
OSZMIAŃSKI,69757.61762435132
ŚWIĘCIAŃSKI,118819.0
WILNO (MIASTO),128954.0
DZIŚNIEŃSKI,139569.0
WILEJSKI,103914.0
WILEŃSKO-TROCKI,159492.38237564868
POSTAWSKI,83466.0
MOŁODECZAŃSKI,74907.0
