District,Total population
LUBLIN (MIASTO),112285.0
BÓBRECKI,0.0
BRZOZOWSKI,0.0
DOBROMILSKI,0.0
DROHOBYCKI,0.0
GRÓDECKI,0.0
JAROSŁAWSKI,0.0
JAWOROWSKI,0.0
KOLBUSZOWSKI,0.0
KROŚNIEŃSKI,0.0
LESKI,0.0
LWOWSKI,0.0
LWÓW (MIASTO),0.0
ŁAŃCUCKI,0.0
MOŚCISKI,0.0
NIŻAŃSKI,0.0
PRZEMYSKI,0.0
PRZEWORSKI,0.0
RAWSKI (RAWA RUSKA),0.0
RUDECKI,0.0
RZESZOWSKI,0.0
SAMBORSKI,0.0
SANOCKI,0.0
SOKALSKI,0.0
TARNOBRZESKI,0.0
ŻÓŁKIEWSKI,0.0
LUBACZOWSKI,0.0
TURCZAŃSKI,0.0
BRZEZIŃSKI,150923.0
KALISKI,195761.0
KOLSKI,119370.0
KONIŃSKI,207495.0
ŁASKI,171885.0
ŁĘCZYCKI,127585.0
ŁÓDZKI,161671.0
ŁÓDŹ (MIASTO),604629.0
PIOTRKOWSKI,222195.0
RADOMSZCZAŃSKI,186412.0
SIERADZKI,168051.0
TURECKI,101734.0
WIELUŃSKI,214299.0
POŁUDNIOWO-WARSZAWSKI,0.0
PÓŁNOCNO-WARSZAWSKI,0.0
PRASKO-WARSZAWSKI,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,1171898.0
BARANOWICKI,161038.0
BRASŁAWSKI,143161.0
LIDZKI,183485.0
NIEŚWIESKI,114464.0
NOWOGRÓDZKI,151251.4402542732
SŁONIMSKI,126510.0
STOŁPECKI,97673.55974572679
WOŁOŻYŃSKI,115522.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),107203.0
BRZESKI (BRZEŚĆ N.BUG.),216685.53053716372
DROHICKI,97040.0
KOBRYŃSKI,113972.0
KOSZYRSKI,94988.0
ŁUNINIECKI,108663.0
PIŃSKI,184305.0
PRUŻAŃSKI,108583.0
STOLIŃSKI,124765.0
IWACEWICKI,83696.0
BRODNICKI,0.0
CHEŁMIŃSKI,0.0
CHOJNICKI,0.0
DZIAŁDOWSKI,0.0
GRUDZIĄDZ (MIASTO),0.0
GRUDZIĄDZKI,0.0
KARTUSKI,0.0
KOŚCIERSKI,0.0
LUBAWSKI,0.0
SĘPOLEŃSKI,0.0
STAROGARDZKI,0.0
ŚWIECKI,0.0
TCZEWSKI,0.0
TORUŃ (MIASTO),0.0
TORUŃSKI,0.0
TUCHOLSKI,0.0
WĄBRZESKI,0.0
MORSKI,0.0
GDYNIA (MIASTO),0.0
BYDGOSKI,0.0
BYDGOSZCZ (MIASTO),0.0
CHODZIESKI,0.0
CZARNKOWSKI,0.0
GNIEŹNIEŃSKI,0.0
GOSTYŃSKI,0.0
INOWROCŁAWSKI,0.0
JAROCIŃSKI,0.0
KĘPIŃSKI,0.0
KOŚCIAŃSKI,0.0
KROTOSZYŃSKI,0.0
LESZCZYŃSKI,0.0
MIĘDZYCHODZKI,0.0
MOGILEŃSKI,0.0
NOWOTOMYSKI,0.0
OBORNICKI,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.0
POZNAŃ (MIASTO),0.0
RAWICKI,0.0
SZAMOTULSKI,0.0
SZUBIŃSKI,0.0
ŚREDZKI,0.0
ŚREMSKI,0.0
WĄGROWIECKI,0.0
WOLSZTYŃSKI,0.0
WRZESIŃSKI,0.0
WYRZYSKI,0.0
ŻNIŃSKI,0.0
POZNAŃSKI,0.0
GNIEZNO (MIASTO),0.0
INOWROCŁAW (MIASTO),0.0
DOLIŃSKI,0.0
HORODEŃSKI,0.0
KAŁUSKI,0.0
KOŁOMYJSKI,0.0
KOSOWSKI (KOSÓW HUCULSKI),0.0
NADWÓRNIAŃSKI,0.0
ROHATYŃSKI,0.0
STANISŁAWOWSKI,0.0
STRYJSKI,0.0
ŚNIATYŃSKI,0.0
TŁUMACKI,0.0
ŻYDACZOWSKI,0.0
BIELSKI (BIELSKO),0.0
BIELSKO (MIASTO),0.0
CIESZYŃSKI,0.0
TARNOGÓRSKI,0.0
KATOWICE (MIASTO),0.0
KATOWICKI,0.0
LUBLINIECKI,0.0
PSZCZYŃSKI,0.0
RYBNICKI,0.0
ŚWIĘTOCHŁOWICKI,0.0
CHORZÓW,0.0
BORSZCZOWSKI,0.0
BRODZKI,0.0
BRZEŻAŃSKI,0.0
BUCZACKI,0.0
CZORTKOWSKI,0.0
KAMIONECKI,0.0
PODHAJECKI,0.0
PRZEMYŚLAŃSKI,0.0
RADZIECHOWSKI,0.0
SKAŁACKI,0.0
TARNOPOLSKI,0.0
TREMBOWELSKI,0.0
ZALESZCZYCKI,0.0
ZBARASKI,0.0
ZBOROWSKI,0.0
ZŁOCZOWSKI,0.0
KOPYCZYNIECKI,0.0
BŁOŃSKI,143824.0
CIECHANOWSKI,78763.0
GOSTYNIŃSKI,81566.0
GRÓJECKI,132357.0
KUTNOWSKI,108002.0
LIPNOWSKI,104500.0
ŁOWICKI,104785.0
MAKOWSKI (MAKÓW MAZOWIECKI),65561.0
MIŃSKI,111133.0
MŁAWSKI,103131.0
NIESZAWSKI,117874.0
PŁOCKI,128144.0
PŁOŃSKI,81424.0
PRZASNYCKI,69118.0
PUŁTUSKI,118297.0
RADZYMIŃSKI,97338.0
RAWSKI (RAWA MAZOWIECKA),93552.0
RYPIŃSKI,86607.0
SIERPECKI,83168.0
SKIERNIEWICKI,71045.0
SOCHACZEWSKI,75181.0
WARSZAWSKI,326072.0
WŁOCŁAWSKI,147786.0
DUBIEŃSKI,226709.0
HOROCHOWSKI,122045.0
KOWELSKI,255095.0
KRZEMIENIECKI,243032.0
LUBOMELSKI,85507.0
ŁUCKI,290805.0
RÓWIEŃSKI,252787.0
WŁODZIMIERSKI,150374.0
KOSTOPOLSKI,159602.0
ZDOŁBUNOWSKI,118334.0
SARNEŃSKI,181284.0
OSZMIAŃSKI,104218.50437609632
ŚWIĘCIAŃSKI,136475.0
WILNO (MIASTO),195071.0
DZIŚNIEŃSKI,159886.0
WILEJSKI,131070.0
WILEŃSKO-TROCKI,214865.49562390367
POSTAWSKI,99907.0
MOŁODECZAŃSKI,91285.0
