District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Kategoria VR,Kategoria VPR,Kategoria VIR,Kategoria VIPR,Kategoria VIIR,Kategoria VIIPR,Kategoria VIIIR,Kategoria VIIIPR,R,PR
TUCHOLSKI,0.08558386312850429,0.0,0.0,0.0,0.270771182449965,0.0,8.953503794271256,0.0,11.718760295770506,2.0707131205769187,19.504132820835174,5.177515953813192,25.663663743513478,2.041207629706223,249.3924098114913,20.10268253901293,315.5888255114602,29.392119243109263
WĄBRZESKI,0.0,0.0,0.0,0.0,0.9415822381578888,0.0,2.824746714473666,0.0,12.240569096052553,0.0,16.948480286842,0.0,32.01379609736822,1.8831644763157775,395.4645400263133,21.65639147763144,460.43371445920764,23.539555953947218
MORSKI,0.0,0.0,0.0,0.0,1.953794223037897,0.0,8.005102856463576,0.0,23.67344183362915,4.884485557594743,33.74629449171781,3.907588446075794,100.63112038935509,11.76075053108978,512.4570877793117,133.35181467378817,680.4668415735152,153.90463920854847
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.04620577696210284,0.0,0.18482310784841136,0.0,0.554469323545234,0.1155144424052571,0.7854982083557482,0.09241155392420568,2.3564946250672447,0.277234661772617,11.874884679260429,3.141992833422993,15.802375721039171,3.627153491525073
BYDGOSKI,0.0,0.0,0.0,0.0,0.0,0.0,13.964087575035926,0.0,19.94869653576561,1.9948696535765609,23.93843584291873,0.0,28.925609976860134,0.0,319.17914457224975,11.969217921459364,405.95597450283014,13.964087575035926
BYDGOSZCZ (MIASTO),0.0,0.0,2.0,0.0,9.0,1.0,48.035912424964074,0.0,79.0513034642344,3.005130346423439,58.061564157081264,2.0,156.07439002313987,4.0,1026.8208554277503,84.03078207854064,1379.0440254971697,94.03591242496407
CHODZIESKI,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,14.0,0.0,23.0,1.0,25.0,1.0,414.0,18.0,484.0,20.0
CZARNKOWSKI,0.0,0.0,0.0,0.0,0.10598916898389549,0.0,9.16588085882285,0.10598916898389549,13.90780504171012,0.10598916898389549,25.921599252404132,2.0,28.239566759355817,3.0,339.35428496147614,21.37785919679064,416.695126042753,26.58983753475843
GNIEŹNIEŃSKI,1.0726478579837844,0.0,0.037490699206889855,0.0,1.026771066546004,0.0,8.333053557077928,0.10043860401433255,24.53081094899356,0.08169325441088762,41.00665479758802,1.0930674438210115,57.604454822627034,0.18884371442232809,681.7139370392587,28.1599415875272,815.3258207892818,29.62398460419576
GOSTYŃSKI,0.9967851980314197,0.0,0.0,0.0,0.009736241609240668,0.0,2.224540986745351,0.0,13.340944530357453,1.0065214396406603,21.579583711814777,0.029208724827722004,24.199329982707297,0.009736241609240668,408.0965453638954,13.558061877444622,470.447466015161,14.603528283522245
INOWROCŁAWSKI,4.951250836393541,0.0,0.0,0.0,0.0,0.0,11.8830020073445,0.0,14.853752509180625,0.0,32.678255520197375,0.0,84.17126421869021,0.9902501672787083,562.4620950143063,29.70750501836125,710.9996201061125,30.697755185639956
JAROCIŃSKI,1.0,0.0,0.0,0.0,1.6865669850294789,0.0,11.059700955088436,0.8432834925147394,27.962685402691612,1.8432834925147394,48.86566985029479,1.8432834925147394,39.492535880235835,3.8432834925147397,530.1268480254037,28.64925238772109,660.1940070987438,37.02238635778005
KĘPIŃSKI,0.0,0.0,0.0,0.0,0.7818059937737525,0.0,3.0,0.0,25.599865931511278,2.0,36.03625394396377,2.7818059937737525,44.07250788792754,3.3454179813212575,552.4337066426781,24.690835962642517,661.9241403998544,32.81805993773752
KOŚCIAŃSKI,0.96455957246521,0.0,0.0,0.0,0.8963175197023007,0.0,8.275205005984615,0.0,13.11248754981139,0.9681807428403915,46.82024370786567,0.010863511125544522,52.985023110223295,0.8963175197023007,590.2785854751673,11.925095967181546,713.33242194122,13.800457740849783
KROTOSZYŃSKI,1.0,0.0,2.0,0.0,0.0,0.0,6.017426049366788,1.0,25.081719576441934,2.082701143681474,35.60736786687235,2.0,57.411542583928295,6.165402287362948,720.5104134635736,36.28197396253846,847.628469540183,47.53007739358288
LESZCZYŃSKI,1.0205997661131232,0.0,1.0,0.0,0.10730365067288085,0.0,5.705621202376654,0.0,23.80862003294227,0.0205997661131231,42.85076988141107,2.0,70.54084905529102,2.107303650672881,659.1631787058236,34.048131920508425,804.1969422946305,38.17603533729443
MIĘDZYCHODZKI,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,28.0,1.0,32.0,2.0,292.0,10.0,369.0,13.0
MOGILEŃSKI,1.9394159706252618,0.0,0.0,0.0,0.0038297045896051444,0.0,7.8373964348238125,0.9354527796154165,17.705964452045425,1.9354527796154164,47.62992250286936,0.9395494570455024,55.89067143835001,2.8063583388462496,683.3137135089966,34.07451760395297,814.3209140123002,40.69133095907556
NOWOTOMYSKI,0.9879776131109931,0.0,0.0,0.0,0.0,0.0,8.96393283933298,0.0,19.91584329177695,1.0,59.71146271466384,0.0,57.57921645888476,8.96393283933298,823.5036273035114,36.73550748844185,970.6620602212809,46.69944032777482
OBORNICKI,0.03518428017882833,0.0,0.07036856035765666,0.0,0.9643793913737613,0.0,10.256330503323092,0.9643793913737613,16.831064842045276,0.9291951111949329,34.83761475653729,0.07036856035765666,37.41409440904911,0.0,319.0657659416503,12.361010686964754,419.4748026845153,14.324953749891106
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1.0,0.0,1.0,0.0,2.531627021196769,0.0,9.774896757548616,1.1567165074852606,26.023942947389745,1.0740153638037868,39.271064768926706,0.3749105137115082,62.359841363977466,4.645896238801056,648.3430674173202,40.75019906914018,790.3044402763594,48.001737692941795
POZNAŃ (MIASTO),2.0,0.0,3.0,0.0,8.0,0.0,91.0,2.0,130.0,5.0,132.0,8.0,361.0,18.0,2003.0,102.0,2730.0,135.0
RAWICKI,1.0180554633902472,0.0,0.0,0.0,0.0,0.0,10.036110926780495,2.0,11.216665560682966,0.018055463390247196,15.343053804414696,1.0,22.379164731195193,0.0,391.64441052761094,21.216665560682966,451.6374610140746,24.234721024073213
SZAMOTULSKI,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,47.0,1.0,26.0,1.0,497.0,14.0,600.0,16.0
SZUBIŃSKI,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,1.0,22.0,0.0,23.0,0.0,323.0,20.0,386.0,21.0
ŚREDZKI,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,1.0,34.0,2.0,36.0,1.0,354.0,24.0,440.0,29.0
ŚREMSKI,0.0,0.0,0.0,0.0,0.9866425880155778,0.0,6.906498116109045,0.0,10.853068468171356,0.9866425880155778,27.62599246443618,2.9599277640467334,32.55920540451407,0.9866425880155778,413.4032443785271,8.8797832921402,492.3346514197733,13.81299623221809
WĄGROWIECKI,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,12.0,1.0,23.0,0.0,18.0,0.0,375.0,15.0,435.0,17.0
WOLSZTYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,2.0,23.0,2.0,26.0,3.0,462.0,22.0,524.0,30.0
WRZESIŃSKI,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,13.0,0.0,15.0,1.0,27.0,0.0,317.0,24.0,378.0,27.0
WYRZYSKI,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,13.0,0.0,55.0,0.0,37.0,2.0,512.0,14.0,625.0,16.0
ŻNIŃSKI,1.003200767460308,0.0,0.0,0.0,0.0034091745371900356,0.0,3.0266481750668746,0.001599315577140672,10.073338855815178,0.001599315577140672,13.168421545419413,2.0013930448062855,28.194463726009882,0.004797946731422016,333.30956429693134,29.065212804771726,388.7790465412402,31.074602427463713
POZNAŃSKI,0.9580927571067338,0.0,1.8921407404354535,0.0,1.8921407404354535,0.0,11.388911603279741,1.8921407404354535,19.95163448279531,0.9460703702177268,47.59205579622251,1.8921407404354535,44.8860909413484,0.036067160667020974,338.45921338334614,20.131970286130414,467.0202804449697,24.89838929788607
GNIEZNO (MIASTO),0.0034807535340906732,0.0,0.0,0.0,0.0034807535340906732,0.0,0.027846028272725386,0.0,0.08353808481817615,0.0,0.13226863429544558,0.0034807535340906732,0.19144144437498703,0.0,2.2798935648293908,0.09398034542044818,2.7219492636589067,0.09746109895453885
INOWROCŁAW (MIASTO),0.0487491636064584,0.0,0.0,0.0,0.0,0.0,0.11699799265550018,0.0,0.14624749081937521,0.0,0.3217444798026255,0.0,0.8287357813097929,0.00974983272129168,5.537904985693674,0.29249498163875043,7.000379893887427,0.3022448143600421
DOLIŃSKI,0.0,0.0,1.8937749934171777,0.9468874967085888,2.8406624901257667,0.0,3.7875499868343554,2.8406624901257667,3.7875499868343554,0.0,20.831524927588955,2.8406624901257667,46.39748733872085,2.8406624901257667,357.9234737558466,30.300399894674843,437.46202347936804,39.769274861760735
HORODEŃSKI,0.9743288813475444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743288813475444,0.0,9.743288813475443,1.9486577626950887,28.255537559078785,0.9743288813475444,393.6288680644079,4.871644406737722,433.57635219965726,7.794631050780355
KAŁUSKI,0.9511372273545763,0.0,0.9511372273545763,0.0,0.0,0.0,1.9022744547091526,0.0,4.755686136772882,0.0,10.462509500900339,0.9511372273545763,30.43639127534644,2.853411682063729,447.9856340840054,32.338665730055595,497.4447699064434,36.1432146394739
KOŁOMYJSKI,0.025671118652455638,0.0,0.0,0.0,2.0,0.0,6.0,0.0,21.025671118652454,2.0,19.256711186524555,0.051342237304911276,46.74446244092121,2.025671118652456,747.3711319355921,62.12835559326228,842.4236478003428,66.20536894921965
KOSOWSKI (KOSÓW HUCULSKI),0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,12.0,5.0,39.0,13.0,479.0,20.0,538.0,39.0
NADWÓRNIAŃSKI,0.03123106111635942,0.0,1.0312310611163593,0.0,0.554643481651438,0.0,10.726392567187032,1.0,34.37472923218755,7.0,57.11675908053714,13.03123106111636,67.6469070704037,8.093693183349078,549.0017959830709,68.14651704584793,720.4836895372705,97.27144129031336
ROHATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,31.0,2.0,18.0,5.0,299.0,23.0,356.0,30.0
STANISŁAWOWSKI,1.017631711529064,0.0,0.017631711529064172,0.0,1.4453565183485622,0.0,14.412103489708178,0.0,26.961033320930937,0.014835203100887427,36.6728246835853,2.0522296541490848,91.31828679515532,4.1072558167263455,993.5623390256386,55.76934796040531,1165.407207256425,61.94366863438163
STRYJSKI,0.0,0.0,0.10622500658282245,0.05311250329141123,2.1900535612991647,0.0,11.243166064590575,1.1593375098742338,9.366030270290299,3.061432102849862,29.782796100909664,3.2207696127240952,36.339697895477485,4.220769612724095,664.3731198537689,29.406069288098568,753.401088752919,41.12149062956227
ŚNIATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,1.0,24.0,2.0,387.0,23.0,426.0,29.0
TŁUMACKI,0.0,0.0,0.0,0.0,0.0,0.0,2.9592294883956356,0.0,3.9456393178608473,0.0,11.836917953582542,1.9728196589304237,22.68742607769987,3.9456393178608473,430.07468564683234,15.78255727144339,471.50389848437123,21.70101624823466
ŻYDACZOWSKI,0.0,0.0,0.0,0.0,0.9692839485750692,0.0,0.9692839485750692,0.0,4.846419742875346,1.9385678971501383,19.385678971501385,1.9385678971501383,23.26281476580166,1.9385678971501383,482.70340639038443,22.29353081722659,532.136887767713,28.109234508677005
BIELSKI (BIELSKO),7.0,0.0,13.0,0.0,14.0,1.0,72.0,6.0,73.0,6.0,52.0,10.0,155.0,14.0,972.0,50.0,1358.0,87.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,0.0,0.0,3.0,0.0,2.0,0.0,27.0,6.0,36.0,1.0,37.0,5.0,102.0,5.0,750.0,36.0,957.0,53.0
TARNOGÓRSKI,1.0,0.0,2.0,0.0,3.0,0.0,17.0,0.0,19.0,1.0,10.0,6.0,38.0,4.0,350.0,31.0,440.0,42.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,18.59261222391926,0.0,8.853624868532982,0.8853624868532982,18.59261222391926,1.7707249737065964,89.42161117218312,10.624349842239578,134.57509800170132,10.624349842239578,97.3898735538628,14.165799789652771,254.09903372689658,19.47797471077256,1614.901176020416,88.53624868532982,2236.425641791431,146.0848103307942
LUBLINIECKI,1.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,16.0,2.0,14.0,2.0,23.0,2.0,264.0,12.0,327.0,20.0
PSZCZYŃSKI,7.0,0.0,3.0,0.0,5.0,0.0,20.0,4.0,35.0,1.0,33.0,1.0,58.0,8.0,690.0,26.0,851.0,40.0
RYBNICKI,11.0,0.0,2.0,0.0,3.0,0.0,32.0,2.0,53.0,4.0,36.0,1.0,62.0,2.0,1294.0,65.0,1493.0,74.0
ŚWIĘTOCHŁOWICKI,14.765436464995844,0.0,2.953087292999169,0.0,4.921812154998615,0.984362430999723,21.655973481993904,0.984362430999723,21.655973481993904,2.953087292999169,21.655973481993904,0.0,51.1868464119856,5.906174585998338,559.1178608078427,42.32758453298809,697.9129635788036,53.15557127398504
CHORZÓW,6.641951311084891,0.0,2.1932878384678482,0.11463751314670172,5.485575621082121,5.24491259529368,33.92241534582297,7.391287726760698,62.768928516304754,1.4225628647612516,34.95415296414328,7.834200210347228,131.7141198611178,8.6158507032291,968.9809631717412,66.13616678168209,1246.661394629765,96.75961839522074
BORSZCZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9372247396475926,0.0,17.717511328414165,0.0,31.49779791718074,1.9686123698237963,392.73816777984734,2.952918554735694,445.89070176508983,4.921530924559491
BRODZKI,0.0,0.0,0.0,0.0,0.0,0.0,4.024223324667646,0.0,8.096893298670583,0.0,23.387573194682332,0.06055831166911424,38.133228285672054,5.012111662333822,382.98631262274694,16.072669974002938,456.62823072643954,21.145339948005873
BRZEŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.859705896272987,0.036458779344213,20.52442951980264,1.9521033747899506,14.72280756444911,0.0,196.41269785741682,9.760516873949753,238.51964083794155,11.749079028083917
BUCZACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.9829672235815299,0.0,5.89780334148918,0.0,25.557147813119776,0.0,40.301656166842726,0.0,358.7830366072584,8.84670501223377,431.52261115229163,8.84670501223377
CZORTKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.022490851262838882,0.005458074844368772,5.22719258738709,0.04038836914638643,9.411943133954628,0.04038836914638643,32.14694701524929,1.0717759993225904,297.5816905078139,14.545315685579103,344.39026409566776,15.703326498038834
KAMIONECKI,0.0,0.0,0.0,0.0,0.9841586823453302,0.0,1.2108690948695933,0.0,7.7071177463605585,1.0597288198534178,21.56719677869551,0.07999165172332684,15.994942126969434,1.144141985791984,250.42007300878112,10.075393369667854,297.8843574380215,12.359255827036582
PODHAJECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.871765043887249,1.9487060175548996,11.692236105329398,0.9743530087774498,11.692236105329398,0.0,213.3833089222615,4.871765043887249,241.63954617680756,7.794824070219598
PRZEMYŚLAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,22.0,0.0,37.0,4.0,182.0,8.0,248.0,13.0
RADZIECHOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.9757766753323545,0.0,7.903106701329418,0.0,31.61242680531767,4.939441688330886,10.86677171432795,0.9878883376661772,162.01368737725306,5.927330025997064,214.37176927356046,11.854660051994127
SKAŁACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99075155982494,0.0,22.788901871789925,2.8486127339737406,178.51306466235442,9.49537577991247,220.29271809396928,12.34398851388621
TARNOPOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,2.9532537132208674,0.0,12.044455904971015,0.0,23.335934957622623,1.0505439192891117,45.77916871433614,4.92208952203478,498.7884906842524,14.11248073610816,582.9013039744032,20.085114177432054
TREMBOWELSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0412882119347637,0.9945419251556312,5.244987997795324,0.9945419251556312,18.45016657609836,1.0527706331989943,40.865685000694334,1.4399146759966637,191.99845904312883,12.510378896599747,257.60058682965166,16.992148056106668
ZALESZCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9650697056979823,0.9650697056979823,16.4061849968657,0.9650697056979823,20.26646381965763,0.9650697056979823,169.8522682028449,7.720557645583859,207.48998672506622,10.615766762677806
ZBARASKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,1.0,30.0,14.0,226.0,0.0,281.0,15.0
ZBOROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,11.0,0.0,26.0,2.0,202.0,7.0,246.0,10.0
ZŁOCZOWSKI,0.0,0.0,0.0,0.0,0.015841317654669788,0.0,2.0158413176546697,0.0,5.110889223582689,0.015841317654669788,27.316826353093397,0.0,34.20593712951071,1.01584131765467,278.5642964723007,8.142571858892028,347.22963181379686,9.174254494201367
KOPYCZYNIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.914706775099362,0.0,16.82468279036244,0.957353387549681,18.849324605865377,6.783924993150447,136.3243609932742,3.146897763657975,173.9130751646014,10.888176144358104
BŁOŃSKI,4.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,17.0,1.0,20.0,3.0,44.0,7.0,604.0,32.0,710.0,43.0
CIECHANOWSKI,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,10.0,1.0,20.0,0.0,340.0,28.0,382.0,29.0
GOSTYNIŃSKI,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,19.0,1.0,14.0,2.0,22.0,4.0,335.0,14.0,394.0,21.0
GRÓJECKI,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,14.0,1.0,30.0,2.0,38.0,1.0,526.0,32.0,620.0,36.0
KUTNOWSKI,3.0,0.0,1.0,0.0,5.0,0.0,8.0,1.0,9.0,0.0,23.0,1.0,39.0,3.0,517.0,12.0,605.0,17.0
LIPNOWSKI,0.9950298393644311,0.0,0.0,0.0,0.0,0.0,2.9850895180932935,0.0,5.970179036186587,0.0,18.905566947924193,2.9850895180932935,23.880716144746348,2.9850895180932935,319.4045784359824,16.91550726919533,372.1411599222972,22.885686305381917
ŁOWICKI,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,37.0,1.0,26.0,0.0,306.0,14.0,377.0,17.0
MAKOWSKI (MAKÓW MAZOWIECKI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,10.0,0.0,219.0,7.0,237.0,8.0
MIŃSKI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,23.0,3.0,29.0,0.0,406.0,18.0,463.0,22.0
MŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,11.0,0.0,21.0,0.0,387.0,24.0,429.0,25.0
NIESZAWSKI,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,22.0,1.0,18.0,11.0,299.0,83.0,352.0,95.0
PŁOCKI,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,13.0,1.0,23.0,3.0,64.0,7.0,533.0,25.0,642.0,36.0
PŁOŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,13.0,6.0,40.0,5.0,344.0,21.0,409.0,32.0
PRZASNYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,14.0,0.0,188.0,13.0,216.0,15.0
PUŁTUSKI,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,9.0,1.0,13.0,0.0,19.0,0.0,452.0,7.0,498.0,8.0
RADZYMIŃSKI,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,13.0,0.0,10.0,1.0,25.0,3.0,364.0,20.0,423.0,24.0
RAWSKI (RAWA MAZOWIECKA),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,23.0,2.0,33.0,2.0,357.0,31.0,417.0,35.0
RYPIŃSKI,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,15.0,0.0,38.0,0.0,706.0,41.0,768.0,42.0
SIERPECKI,0.00497016063556886,0.0,1.0,0.0,0.0,0.0,2.0149104819067065,0.0,2.029820963813413,0.0,14.094433052075809,0.014910481906706581,31.119283855253652,0.014910481906706581,323.5954215640176,32.08449273080467,373.8588400777028,32.11431369461808
SKIERNIEWICKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,19.0,2.0,45.0,3.0,334.0,31.0,403.0,36.0
SOCHACZEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,15.0,2.0,23.0,2.0,228.0,13.0,276.0,17.0
WARSZAWSKI,3.0,0.0,2.0,0.0,13.0,0.0,31.0,3.0,29.0,1.0,29.0,4.0,44.0,6.0,876.0,114.0,1027.0,128.0
WŁOCŁAWSKI,2.0,0.0,1.0,0.0,4.0,0.0,21.0,0.0,22.0,6.0,37.0,1.0,70.0,11.0,708.0,86.0,865.0,104.0
DUBIEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,28.0,1.0,51.0,4.0,73.0,12.0,794.0,83.0,949.0,101.0
HOROCHOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,21.0,2.0,31.0,2.0,359.0,39.0,413.0,44.0
KOWELSKI,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,2.0,19.0,2.0,71.0,9.0,725.0,67.0,834.0,80.0
KRZEMIENIECKI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,20.0,5.0,101.0,10.0,619.0,92.0,750.0,108.0
LUBOMELSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,32.0,1.0,320.0,18.0,364.0,20.0
ŁUCKI,0.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,8.0,0.0,17.0,3.0,73.0,6.0,1014.0,81.0,1126.0,92.0
RÓWIEŃSKI,2.0,0.0,1.0,0.0,4.0,0.0,11.0,2.0,18.0,1.0,24.0,4.0,90.0,9.0,1510.0,190.0,1660.0,206.0
WŁODZIMIERSKI,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,10.0,0.0,16.0,0.0,41.0,5.0,516.0,50.0,588.0,56.0
KOSTOPOLSKI,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,9.0,1.0,9.0,1.0,62.0,5.0,431.0,54.0,518.0,63.0
ZDOŁBUNOWSKI,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,8.0,1.0,28.0,3.0,55.0,6.0,572.0,80.0,669.0,91.0
SARNEŃSKI,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,16.0,0.0,32.0,4.0,56.0,9.0,590.0,43.0,706.0,56.0
OSZMIAŃSKI,0.0,0.0,0.0,0.0,0.9962385230766673,0.0,0.0,0.0,0.9962385230766673,1.9924770461533345,12.951100799996674,0.9962385230766673,60.7705499076767,2.988715569230002,305.8452265845369,28.89091716922335,381.55935433836356,34.868348307683355
ŚWIĘCIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,2.0,25.0,16.0,63.0,10.0,357.0,24.0,465.0,52.0
WILNO (MIASTO),0.0,0.0,0.0,1.0,3.0,0.0,19.0,4.0,54.0,5.0,47.0,1.0,215.0,35.0,2100.0,87.0,2438.0,133.0
DZIŚNIEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,4.0,32.0,1.0,59.0,3.0,316.0,15.0,422.0,23.0
WILEJSKI,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,1.0,23.0,2.0,60.0,3.0,344.0,27.0,446.0,33.0
WILEŃSKO-TROCKI,0.0,0.0,1.0,0.0,1.0037614769233327,0.0,11.0,1.0,19.003761476923334,3.0075229538466655,36.048899200003326,4.003761476923333,85.22945009232329,8.011284430769997,267.1547734154631,29.109082830776646,420.4406456616364,45.131651692316645
POSTAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,4.0,18.0,3.0,56.0,7.0,169.0,10.0,267.0,24.0
MOŁODECZAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,20.0,5.0,49.0,8.0,292.0,23.0,365.0,38.0
