District,Indirect Occupation - Total,Indirect Occupation - A. Agriculture,Indirect Occupation - Excluding Agriculture - Total,Indirect Occupation  - Horticulture,Indirect Occupation - B. Mining and industry,Indirect Occupation - C. Trade and insurance,Indirect Occupation - D. Transport and communication,"Indirect Occupation - E. Public service, liberal professions","Indirect Occupation - Schooling, Education, and Culture",Indirect Occupation - Public Hygiene and Sanitation,Indirect Occupation - G. Domestic service,Indirect Occupation - N. Not further specified
PRZEMYSKI,162544.0,92805.0,69739.0,776.0,22275.0,12651.0,7710.0,4215.0,1927.0,1576.0,3642.0,14967.0
PRZEWORSKI,61388.0,47312.0,14076.0,175.0,6747.0,2373.0,1509.0,709.0,463.0,174.0,523.0,1403.0
RAWSKI (RAWA RUSKA),122072.0,98313.0,23759.0,539.0,8809.0,5883.0,2470.0,1478.0,752.0,337.0,740.0,2751.0
RUDECKI,79170.0,68167.0,11003.0,319.0,3924.0,3356.0,554.0,901.0,454.0,144.0,470.0,881.0
RZESZOWSKI,185106.0,135003.0,50103.0,461.0,16057.0,11285.0,6011.0,3163.0,1610.0,870.0,2744.0,7902.0
SAMBORSKI,133814.0,101289.0,32525.0,276.0,10395.0,5974.0,4354.0,2687.0,1112.0,539.0,1615.0,5573.0
SANOCKI,114195.0,84893.0,29302.0,399.0,11432.0,5750.0,2970.0,1998.0,866.0,503.0,1390.0,3994.0
SOKALSKI,109111.0,81974.0,27137.0,871.0,11513.0,6287.0,1320.0,1792.0,963.0,366.0,905.0,3120.0
TARNOBRZESKI,73297.0,55424.0,17873.0,514.0,6313.0,3898.0,2490.0,1065.0,611.0,321.0,672.0,1989.0
ŻÓŁKIEWSKI,95507.0,76173.0,19334.0,553.0,8508.0,3749.0,1001.0,1606.0,607.0,283.0,823.0,2204.0
LUBACZOWSKI,87266.0,72057.0,15209.0,648.0,6220.0,3640.0,851.0,889.0,633.0,273.0,468.0,1587.0
TURCZAŃSKI,114457.0,100692.0,13765.0,239.0,6094.0,2598.0,925.0,1341.0,425.0,180.0,587.0,1376.0
BRZEZIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALISKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁASKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁĘCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSZCZAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERADZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIELUŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRASŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEŚWIESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOWOGRÓDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SŁONIMSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOŁPECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOŁOŻYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DROHICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOBRYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSZYRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁUNINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODNICKI,56287.0,35730.0,20557.0,1050.0,7767.0,2453.0,2959.0,1306.0,650.0,425.0,848.0,3099.0
CHEŁMIŃSKI,52765.0,31337.0,21428.0,620.0,9207.0,2192.0,2447.0,1198.0,729.0,433.0,790.0,3812.0
CHOJNICKI,76935.0,41281.0,35654.0,2295.0,13319.0,3158.0,6342.0,2868.0,814.0,899.0,975.0,4984.0
DZIAŁDOWSKI,42716.0,26572.0,16144.0,770.0,5764.0,1713.0,3660.0,1174.0,449.0,295.0,553.0,1766.0
GRUDZIĄDZ (MIASTO),54014.0,636.0,53378.0,307.0,23182.0,7063.0,5568.0,4153.0,1148.0,1245.0,1475.0,9237.0
GRUDZIĄDZKI,42801.0,30492.0,12309.0,572.0,5821.0,1035.0,1389.0,641.0,355.0,220.0,578.0,1698.0
KARTUSKI,68674.0,51031.0,17643.0,933.0,7194.0,1845.0,3113.0,1109.0,486.0,253.0,507.0,2203.0
KOŚCIERSKI,51716.0,33733.0,17983.0,941.0,7266.0,2089.0,2476.0,1096.0,639.0,282.0,552.0,2642.0
LUBAWSKI,53621.0,35838.0,17783.0,709.0,7492.0,2149.0,1766.0,1539.0,571.0,323.0,664.0,2570.0
SĘPOLEŃSKI,29563.0,19131.0,10432.0,375.0,4459.0,1325.0,771.0,1103.0,285.0,216.0,436.0,1462.0
STAROGARDZKI,71829.0,37574.0,34255.0,1865.0,14991.0,3055.0,3425.0,1668.0,680.0,1162.0,888.0,6521.0
ŚWIECKI,87998.0,53330.0,34668.0,1832.0,14728.0,3488.0,4622.0,1617.0,786.0,1125.0,1086.0,5384.0
TCZEWSKI,67399.0,26152.0,41247.0,744.0,13049.0,3494.0,13056.0,2746.0,754.0,641.0,1366.0,5397.0
TORUŃ (MIASTO),53993.0,528.0,53465.0,765.0,17840.0,6939.0,6929.0,5277.0,1274.0,1400.0,1923.0,11118.0
TORUŃSKI,60214.0,32271.0,27943.0,1419.0,11369.0,2123.0,6033.0,992.0,531.0,348.0,810.0,4318.0
TUCHOLSKI,41249.0,27074.0,14175.0,1476.0,5615.0,1721.0,1647.0,574.0,387.0,214.0,451.0,2090.0
WĄBRZESKI,49852.0,31617.0,18235.0,563.0,8228.0,2376.0,2255.0,1080.0,527.0,382.0,681.0,2143.0
MORSKI,85295.0,40719.0,44576.0,4767.0,16622.0,3913.0,8881.0,2790.0,848.0,753.0,1087.0,4915.0
GDYNIA (MIASTO),33217.0,921.0,32296.0,425.0,14112.0,4156.0,6409.0,2307.0,478.0,646.0,1048.0,2715.0
BYDGOSKI,58139.0,34477.0,23662.0,1763.0,11629.0,1698.0,3528.0,978.0,444.0,344.0,690.0,2588.0
BYDGOSZCZ (MIASTO),117200.0,2235.0,114965.0,921.0,44839.0,16626.0,23278.0,5716.0,2693.0,3134.0,3658.0,14100.0
CHODZIESKI,44508.0,24879.0,19629.0,1040.0,10138.0,2125.0,1638.0,1427.0,383.0,402.0,522.0,1954.0
CZARNKOWSKI,43256.0,25731.0,17525.0,1244.0,7371.0,1622.0,1850.0,1584.0,407.0,262.0,473.0,2712.0
GNIEŹNIEŃSKI,57256.0,39718.0,17538.0,1293.0,6799.0,1291.0,2135.0,660.0,518.0,615.0,638.0,3589.0
GOSTYŃSKI,55929.0,35142.0,20787.0,499.0,10603.0,2225.0,1780.0,1033.0,383.0,509.0,816.0,2939.0
INOWROCŁAWSKI,48599.0,33562.0,15037.0,845.0,8023.0,772.0,1830.0,449.0,321.0,176.0,610.0,2011.0
JAROCIŃSKI,87546.0,50341.0,37205.0,985.0,13831.0,3300.0,7499.0,1840.0,779.0,713.0,1206.0,7052.0
KĘPIŃSKI,86849.0,57625.0,29224.0,995.0,12565.0,3370.0,3632.0,2099.0,784.0,483.0,963.0,4333.0
KOŚCIAŃSKI,78899.0,48139.0,30760.0,973.0,15250.0,3211.0,2307.0,1581.0,700.0,881.0,1059.0,4798.0
KROTOSZYŃSKI,75456.0,43312.0,32144.0,961.0,15001.0,3881.0,2717.0,1977.0,767.0,645.0,1028.0,5167.0
LESZCZYŃSKI,61211.0,29426.0,31785.0,1150.0,11066.0,3845.0,5867.0,2143.0,895.0,773.0,1195.0,4851.0
MIĘDZYCHODZKI,31032.0,17322.0,13710.0,1673.0,5376.0,1240.0,1252.0,1119.0,280.0,275.0,461.0,2034.0
MOGILEŃSKI,89186.0,51402.0,37784.0,1328.0,19797.0,3782.0,3433.0,1961.0,734.0,629.0,1399.0,4721.0
NOWOTOMYSKI,87331.0,50154.0,37177.0,969.0,16858.0,4281.0,5426.0,2173.0,598.0,717.0,1085.0,5070.0
OBORNICKI,50388.0,29132.0,21256.0,1587.0,9283.0,1957.0,2492.0,1007.0,559.0,541.0,776.0,3054.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),104126.0,56162.0,47964.0,1254.0,18774.0,4420.0,11412.0,2612.0,987.0,836.0,1306.0,6363.0
POZNAŃ (MIASTO),246470.0,2049.0,244421.0,1115.0,89079.0,42810.0,33676.0,16842.0,7783.0,7608.0,11009.0,34499.0
RAWICKI,49882.0,27110.0,22772.0,595.0,10040.0,2491.0,1560.0,1873.0,794.0,472.0,805.0,4142.0
SZAMOTULSKI,67742.0,37764.0,29978.0,1638.0,13567.0,2790.0,2505.0,1919.0,536.0,559.0,970.0,5494.0
SZUBIŃSKI,47825.0,30335.0,17490.0,654.0,9283.0,1637.0,1514.0,785.0,376.0,346.0,583.0,2312.0
ŚREDZKI,49902.0,31896.0,18006.0,806.0,8152.0,2049.0,1970.0,803.0,377.0,372.0,794.0,2683.0
ŚREMSKI,57304.0,32638.0,24666.0,1406.0,10606.0,2611.0,2689.0,1162.0,495.0,976.0,873.0,3848.0
WĄGROWIECKI,54259.0,34376.0,19883.0,853.0,8416.0,2236.0,2644.0,922.0,524.0,443.0,781.0,3064.0
WOLSZTYŃSKI,47892.0,31342.0,16550.0,1014.0,6515.0,2044.0,1695.0,1283.0,450.0,328.0,544.0,2677.0
WRZESIŃSKI,43698.0,24807.0,18891.0,534.0,8311.0,1924.0,2432.0,992.0,433.0,342.0,735.0,3188.0
WYRZYSKI,66873.0,40358.0,26515.0,933.0,12236.0,2884.0,3423.0,1872.0,687.0,576.0,955.0,2949.0
ŻNIŃSKI,41521.0,25610.0,15911.0,834.0,7928.0,1635.0,1357.0,903.0,353.0,304.0,643.0,1954.0
POZNAŃSKI,91182.0,43196.0,47986.0,1920.0,24744.0,3883.0,6517.0,1589.0,784.0,943.0,1180.0,6426.0
GNIEZNO (MIASTO),30675.0,443.0,30232.0,380.0,11704.0,3784.0,5307.0,1760.0,491.0,844.0,862.0,5100.0
INOWROCŁAW (MIASTO),34364.0,1226.0,33138.0,244.0,15617.0,4172.0,4548.0,1628.0,583.0,1127.0,988.0,4231.0
DOLIŃSKI,118373.0,80007.0,38366.0,1471.0,23956.0,4518.0,1636.0,1721.0,583.0,435.0,1242.0,2804.0
HORODEŃSKI,92894.0,78699.0,14195.0,149.0,6443.0,3209.0,530.0,1156.0,509.0,252.0,540.0,1407.0
KAŁUSKI,102252.0,84099.0,18153.0,306.0,9418.0,3103.0,787.0,1139.0,515.0,312.0,822.0,1751.0
KOŁOMYJSKI,176000.0,129239.0,46761.0,681.0,18117.0,9191.0,4274.0,3196.0,1654.0,857.0,1923.0,6868.0
KOSOWSKI (KOSÓW HUCULSKI),93952.0,74300.0,19652.0,475.0,10367.0,3527.0,995.0,1370.0,366.0,327.0,570.0,1655.0
NADWÓRNIAŃSKI,140702.0,103477.0,37225.0,1324.0,21389.0,5127.0,2345.0,1933.0,688.0,545.0,1134.0,2740.0
ROHATYŃSKI,127252.0,107080.0,20172.0,449.0,7838.0,4988.0,1459.0,1630.0,767.0,337.0,795.0,1909.0
STANISŁAWOWSKI,198359.0,118295.0,80064.0,513.0,25012.0,13928.0,13966.0,5475.0,2268.0,1875.0,3620.0,13407.0
STRYJSKI,152631.0,99988.0,52643.0,814.0,21056.0,8342.0,7751.0,3043.0,1385.0,871.0,2336.0,7045.0
ŚNIATYŃSKI,78025.0,63839.0,14186.0,61.0,5290.0,3139.0,1430.0,1470.0,448.0,302.0,467.0,1579.0
TŁUMACKI,116028.0,98176.0,17852.0,419.0,7727.0,3716.0,1348.0,1403.0,558.0,238.0,659.0,1784.0
ŻYDACZOWSKI,83817.0,68235.0,15582.0,433.0,7168.0,2872.0,954.0,1160.0,454.0,289.0,592.0,1660.0
BIELSKI (BIELSKO),62584.0,17865.0,44719.0,423.0,28294.0,2534.0,7070.0,960.0,627.0,576.0,1323.0,2912.0
BIELSKO (MIASTO),22332.0,133.0,22199.0,37.0,9260.0,4195.0,970.0,1265.0,863.0,759.0,1991.0,2859.0
CIESZYŃSKI,81087.0,31634.0,49453.0,1585.0,26034.0,3977.0,3734.0,3034.0,1328.0,1168.0,2077.0,6516.0
TARNOGÓRSKI,64592.0,3223.0,61369.0,595.0,30909.0,2679.0,9968.0,3295.0,688.0,601.0,1053.0,11581.0
KATOWICE (MIASTO),126058.0,713.0,125345.0,167.0,62407.0,15807.0,13153.0,8352.0,2637.0,2492.0,4976.0,15354.0
KATOWICKI,215145.0,1831.0,213314.0,313.0,140367.0,9477.0,13007.0,6053.0,2478.0,2053.0,2617.0,36949.0
LUBLINIECKI,45232.0,19587.0,25645.0,1244.0,11715.0,1274.0,3780.0,1456.0,462.0,828.0,600.0,4286.0
PSZCZYŃSKI,162015.0,39994.0,122021.0,1694.0,75475.0,5032.0,13994.0,3363.0,1637.0,935.0,1885.0,18006.0
RYBNICKI,212829.0,40401.0,172428.0,812.0,118830.0,6856.0,11994.0,4675.0,2143.0,2363.0,2085.0,22670.0
ŚWIĘTOCHŁOWICKI,201176.0,1528.0,199648.0,134.0,140294.0,7157.0,8400.0,5547.0,1669.0,1726.0,2121.0,32600.0
CHORZÓW,101977.0,580.0,101397.0,94.0,63581.0,7809.0,3929.0,4185.0,1553.0,1542.0,2234.0,16470.0
BORSZCZOWSKI,103277.0,85371.0,17906.0,567.0,7073.0,4730.0,984.0,1603.0,546.0,296.0,587.0,1520.0
BRODZKI,91248.0,68285.0,22963.0,689.0,9273.0,4773.0,1733.0,1463.0,781.0,433.0,791.0,3027.0
BRZEŻAŃSKI,103824.0,83092.0,20732.0,623.0,8245.0,4029.0,1244.0,1728.0,709.0,346.0,837.0,2971.0
BUCZACKI,139062.0,111143.0,27919.0,494.0,12881.0,5862.0,1328.0,1994.0,772.0,434.0,1111.0,3043.0
