District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Kategoria VaR,Kategoria VaPR,Kategoria VbR,Kategoria VbPR
ZAWIERCIAŃSKI,30.371779400565615,0.0,569.1407357236426,16.506401848133486,2795.5242169998874,186.85246892087108,1327.7749646638576,304.3780500795815,26.41024295701358,27.730755104864258,398.79466865090507,120.82686152833712
CZĘSTOCHOWA (MIASTO),0.7935893366351491,0.02559965602048868,12.646230074121407,0.5631924324507509,55.1672587241531,4.121544619298677,38.78347887104035,14.873400147903922,0.15359793612293207,0.02559965602048868,5.171130516138713,1.5359793612293207
SOSNOWIEC,0.9621520502731934,0.0,18.029892768162885,0.5229087229745616,88.55982132297176,5.919326744072038,42.062777676073736,9.642436851650917,0.8366539567592985,0.8784866545972635,12.633474747065408,3.827691852173791
RADOM (MIASTO),0.040506214438442316,0.013502071479480772,4.212646301598001,0.17552692923325003,15.486875986964446,1.0261574324405387,19.56450157376764,2.8759412251294045,0.040506214438442316,0.0,0.16202485775376926,0.06751035739740385
BIALSKI (BIAŁA KRAKOWSKA),9.0,0.0,279.0227052055021,3.0,781.1160740839828,32.52963659321813,629.4439118841539,38.79445488982719,2.044136382768177,3.132409148304532,42.882727655363546,1.566204574152266
BOCHEŃSKI,0.0,0.0,23.0,0.0,475.0,15.0,998.0,71.0,0.0,0.0,6.0,0.0
BRZESKI (BRZESKO),0.0,0.0,35.0,2.0,387.0,4.0,530.0,47.0,4.0,0.0,10.0,1.0
CHRZANOWSKI,4.0,0.0,152.0,4.0,1371.0,32.0,778.0,51.0,0.0,0.0,41.0,1.0
DĄBROWSKI,0.0,0.0,4.0,0.0,242.0,7.0,529.0,20.0,0.0,0.0,0.0,0.0
GORLICKI,0.2810840457110494,0.0,45.17853846839667,0.0,560.2821809587994,4.281084045711049,641.584507153496,7.0,3.0,0.0,5.281084045711049,0.0
JASIELSKI,6.006480098313749,0.0,64.6441410808012,0.010800163856248969,670.2325838672316,13.484298655728722,604.1825113122734,40.5999216397561,1.0,0.0,5.0,0.0
KRAKOWSKI,1.8189873772481944,0.0,35.28481065872292,0.0,671.7291220125883,17.46582328147472,592.0436788149714,34.68544319761688,10.409493688624098,0.0,194.0,8.0
KRAKÓW (MIASTO),130.0,1.0,1410.0,24.0,2576.0,76.0,1687.0,64.0,83.0,4.0,116.0,31.0
LIMANOWSKI,0.0,0.0,16.0,1.0,299.0,10.0,325.0,33.0,0.0,0.0,1.0,0.0
MIELECKI,0.0,0.0,60.68253449602733,0.0,311.3710376599435,9.947956474758579,577.9762711834735,23.87509553942059,0.0,0.0,4.973978237379289,0.9947956474758579
MYŚLENICKI,2.6622714176226157,0.0,26.602742110501946,2.592202891023917,545.3682938719666,46.38274394286973,626.7224079157461,43.23808884724433,1.5905063113759028,0.0,0.0,0.0
NOWOSĄDECKI,5.556408347700225,2.0,147.04605077581215,73.0,1136.4274969967835,167.55640834770023,1229.7636368388548,225.0,0.0,0.0,0.556408347700225,0.0
NOWOTARSKI,11.506241798348476,0.0,251.03745079009087,13.885923147109835,807.1338705984314,50.467066525640035,845.577694413295,64.44209933224613,0.0,0.0,0.0,0.0
ROPCZYCKI,2.993519901686251,0.0,88.35585891919881,4.989199836143752,507.7674161327684,14.515701344271282,736.8174886877267,50.40007836024391,0.0,0.0,0.0,0.0
TARNOWSKI,13.162507606588726,0.0,120.77541075579119,1.0,1107.2903220444173,14.162507606588726,965.651856007649,68.0,0.0,0.0,20.162507606588726,3.0
WADOWICKI,3.283125641428736,0.0,206.6760486430703,9.245469872500287,1163.7961528638846,59.39646661785572,779.9201842908548,136.9991457555317,7.955863617231823,5.867590851695469,42.11727234463646,4.433795425847734
ŻYWIECKI,5.729373765351978,0.0,226.37624259211188,2.276404089365961,877.8564865691467,27.75826303894167,327.2921226809788,31.84076797753376,0.0,0.0,4.0,0.0
BIALSKI (BIAŁA PODLASKA),5.004305237953827,0.0,76.31677724403971,3.004305237953827,640.4646778764918,39.612684566874904,336.7549897544761,87.26634729540933,56.05108539771798,6.004305237953827,42.066075329458215,13.750374190037704
BIŁGORAJSKI,0.0,0.0,53.0,5.0,809.0,40.0,364.0,78.0,18.0,3.0,1.0,0.0
CHEŁMSKI,11.0,0.0,145.0,5.0,1244.0,157.0,445.0,98.0,62.0,13.0,63.0,29.0
GARWOLIŃSKI,8.0,0.0,119.0,5.0,1296.0,74.0,838.0,173.0,3.0,1.0,0.0,0.0
HRUBIESZOWSKI,4.03048489964139,0.0,80.650344525683,2.0508081660689843,999.2512461696031,81.43695022819327,128.55472988171093,43.30484899641391,19.0,4.0,89.04064653285519,37.020323266427596
JANOWSKI,5.0,0.0,96.0,5.0,984.0,73.0,345.0,247.0,92.0,0.0,65.0,0.0
KRASNOSTAWSKI,7.0,0.0,144.0,11.0,838.0,64.0,208.0,78.0,6.0,0.0,36.0,0.0
LUBARTOWSKI,1.0,0.0,51.0,0.0,761.0,33.0,265.0,37.0,2.0,0.0,5.0,0.0
LUBELSKI,41.263477550646286,0.9824637512058639,560.9868019385483,24.561593780146598,2011.1032987184035,144.422171427262,1637.7670732601753,298.6689803665826,42.24594130185215,21.614202526529006,233.82637278699562,63.860143828381155
ŁUKOWSKI,3.0,0.0,69.0,3.0,817.0,54.0,305.0,94.0,54.0,11.0,39.0,19.0
PUŁAWSKI,7.0,0.0,104.0,10.0,1084.0,73.0,881.0,240.0,0.0,0.0,0.0,0.0
RADZYŃSKI,0.9956947620461732,0.0,39.82779048184693,0.9956947620461732,351.48025100229916,25.888063813200503,429.14444244190065,69.69863334323213,19.913895240923466,0.9956947620461732,14.935421430692598,0.0
SIEDLECKI,13.0,0.0,169.50434879210636,12.0,1039.6978353245172,66.34565259654653,585.7510906696589,101.89239169679321,16.89239169679321,3.0,39.69130519309307,17.172826298273268
SOKOŁOWSKI,2.0,0.0,22.0,3.0,372.0,21.0,278.0,51.0,1.0,0.0,13.0,1.0
TOMASZOWSKI,2.9695151003586098,0.0,63.349655474317004,4.949191833931016,803.7487538303969,42.56304977180674,151.44527011828907,29.695151003586094,0.0,0.0,3.9593534671448127,1.9796767335724064
WĘGROWSKI,1.0,0.0,30.0,1.0,456.0,29.0,277.0,63.0,2.0,1.0,12.0,3.0
WŁODAWSKI,1.0,0.0,91.0,3.0,776.0,55.0,285.0,135.0,1.0,1.0,49.0,18.0
ZAMOJSKI,8.0,0.0,183.0,5.0,1061.0,83.0,441.0,112.0,18.0,6.0,17.0,7.0
LUBLIN (MIASTO),0.7365224493537171,0.017536248794136122,10.013198061451726,0.43840621985340306,35.89670128159664,2.57782857273801,29.232926739824915,5.331019633417381,0.7540586981478532,0.3857974734709947,4.173627213004397,1.139856171618848
BÓBRECKI,0.0,0.0,30.0,0.0,206.0,3.0,648.0,26.0,0.0,0.0,1.0,1.0
BRZOZOWSKI,0.0,0.0,9.0,0.0,402.0,6.0,601.0,32.0,0.0,0.0,2.0,0.0
DOBROMILSKI,0.0,0.0,32.448852533312184,1.0,747.5828464282882,13.112213133328046,222.86289317117254,13.33663939998414,4.018864219033269,0.15888759047543521,5.747763495229787,0.15888759047543521
DROHOBYCKI,17.0,0.0,224.05811406581677,17.05663174195957,1183.0565305968307,132.84947612939354,824.8464103365503,143.66169187209977,14.982110968584934,4.566317419595696,49.0,7.0
GRÓDECKI,0.0,0.0,9.36492058026944,3.0,226.07557381466717,16.02712381485919,493.1735295552471,88.3622849862656,3.0723301729578427,0.0,4.512350273533497,0.20217769111429387
JAROSŁAWSKI,3.8975075261550467,0.0,87.10559848574103,6.87197526172718,631.638542459265,17.744132231521107,745.2566372637535,58.23262382964675,4.871884407693808,0.0,5.23124404438475,0.9743768815387617
JAWOROWSKI,0.0,0.0,10.022296097021554,0.021136759373300246,292.16272612452417,0.08454703749320099,419.19890330394696,12.607306576630679,0.0,0.0,22.85717005232293,9.462171973629097
KOLBUSZOWSKI,0.0,0.0,39.31746550397267,1.0,536.6289623400564,14.052043525241421,539.0237288165266,29.124904460579412,3.0,0.0,0.026021762620710553,0.0052043525241421106
KROŚNIEŃSKI,0.7818179332103481,0.0,61.945451064944876,13.390908966605174,612.7090541151315,59.86363449907761,485.89996855110905,46.25454346568279,0.0,0.0,0.39090896660517405,0.0
LESKI,0.0,0.0,54.0,0.0,452.0,2.0,545.0,1.0,0.0,0.0,12.0,0.0
LWOWSKI,1.0,0.0,13.0,4.0,653.0,25.0,391.0,44.0,4.0,4.0,32.0,8.0
LWÓW (MIASTO),172.0,2.0,1705.0,56.0,3696.0,139.0,2613.0,53.0,133.0,13.0,208.0,60.0
ŁAŃCUCKI,1.219460019181956,0.027432502397744512,51.56879798674213,5.109730009590978,661.0664560894236,19.79554256953459,361.6240964530332,44.768110067136845,0.0,0.0,3.0822975071932337,0.0
MOŚCISKI,0.0,0.0,21.0,0.0,202.0,3.0,560.0,13.0,0.0,0.0,0.0,0.0
NIŻAŃSKI,1.0,0.0,13.0,0.0,313.0,10.0,436.0,11.0,0.0,0.0,3.0,0.0
PRZEMYSKI,11.0,1.0,311.0,11.0,1025.0,33.0,925.0,57.0,3.0,4.0,72.0,11.0
PRZEWORSKI,1.0,0.0,34.0,1.0,292.0,5.0,237.0,16.0,7.0,0.0,6.0,2.0
RAWSKI (RAWA RUSKA),3.0,0.0,67.0,2.0,769.0,17.0,487.0,86.0,6.0,7.0,19.0,1.0
RUDECKI,0.0,0.0,17.837257110844853,0.0,321.07062799520736,2.9728761851408088,363.68185331555895,10.900546012182966,7.927669827042157,0.0,2.9728761851408088,0.0
RZESZOWSKI,8.998722047607696,0.9725674976022555,214.48575094831298,4.499361023803848,1636.224489795445,37.3408229313878,743.4759349958578,36.97734646718037,0.0,0.0,3.526793526201592,0.0
SAMBORSKI,0.0,0.0,60.05605185582367,0.9433682580404303,756.0081915679964,16.429065351016565,657.5000985004533,51.17393256913055,39.202501621099636,9.759188506177177,3.580565183501598,0.3255059257728725
SANOCKI,2.0,0.0,94.0,7.0,639.0,22.0,628.0,38.0,0.0,0.0,17.0,1.0
SOKALSKI,0.9955784857847608,0.0,37.831982459820914,0.0,355.4215194251596,2.9867354573542824,854.2063408033248,39.82313943139043,0.9955784857847608,0.0,1.9911569715695216,0.0
TARNOBRZESKI,0.0,0.0,32.0,0.0,364.0,9.0,588.0,28.0,0.0,0.0,0.0,0.0
ŻÓŁKIEWSKI,2.786554130121454,0.0,42.72716332852896,0.9288513767071513,573.1012994283124,6.501959636950059,404.0503488676108,26.936689924507387,0.0,0.0,2.786554130121454,0.0
LUBACZOWSKI,0.1024924738449535,0.0,53.669927726123134,2.1068879788995196,438.0525296063364,8.171320730985695,467.68907656149344,29.897238595273997,0.12811559230619188,0.0,14.426359444618013,0.36127345371784825
TURCZAŃSKI,1.0,0.0,52.43698154504739,0.0,600.3524314068845,11.609245386261847,370.7905979918237,39.82773615878554,9.796523191282153,1.5156064837516923,33.67167132126862,0.5156064837516923
BRZEZIŃSKI,7.0,0.0,140.0,9.0,1655.0,94.0,706.0,194.0,2.0,4.0,5.0,0.0
KALISKI,31.0,0.0,277.0,27.0,1533.0,108.0,1765.0,305.0,207.0,26.0,248.0,88.0
KOLSKI,3.0,0.0,100.0,3.0,946.0,44.0,673.0,155.0,2.0,0.0,7.0,4.0
KONIŃSKI,6.0,0.0,176.0,14.0,1324.0,111.0,563.0,165.0,4.0,1.0,86.0,22.0
ŁASKI,2.0,0.0,133.0,1.0,1235.0,69.0,861.0,157.0,1.0,2.0,4.0,1.0
ŁĘCZYCKI,4.0,0.0,217.0,3.0,967.0,58.0,633.0,173.0,39.0,4.0,135.0,9.0
ŁÓDZKI,1.0,0.0,90.0,6.0,786.0,28.0,512.0,152.0,26.0,1.0,240.0,49.0
ŁÓDŹ (MIASTO),152.0,0.0,3027.0,70.0,7419.0,461.0,4378.0,1210.0,115.0,46.0,2539.0,885.0
PIOTRKOWSKI,8.0,0.0,153.0,12.0,1403.0,116.0,906.0,171.0,63.0,16.0,111.0,24.0
RADOMSZCZAŃSKI,7.0,0.0,115.0,10.0,1231.0,69.0,253.0,146.0,63.0,1.0,27.0,18.0
SIERADZKI,5.0,0.0,92.0,2.0,851.0,42.0,1495.0,297.0,26.0,7.0,218.0,27.0
TURECKI,0.0,0.0,61.0,0.0,637.0,52.0,446.0,115.0,1.0,1.0,0.0,0.0
WIELUŃSKI,0.0,0.0,102.0,4.0,1242.0,67.0,1591.0,310.0,0.0,0.0,103.0,0.0
POŁUDNIOWO-WARSZAWSKI,355.32528628699697,11.935110383920245,2055.9080144187187,55.24251091985942,5012.064354938851,208.69393014169114,2951.7232995203894,363.509361978828,223.69806891004802,74.33868753413181,170.50157691314635,42.62539422828659
PÓŁNOCNO-WARSZAWSKI,307.8457223321121,10.340307371999925,1781.1918041653585,47.860851264685365,4342.3382215329975,180.80766033325582,2557.305731772324,314.93621881576917,193.80690388662717,64.40534305988525,147.71867674285608,36.92966918571402
PRASKO-WARSZAWSKI,292.01282793436815,9.808492301058433,1689.582859516608,45.399307222041884,4119.0062811701955,171.508493949936,2425.780267370337,298.7386512265225,183.83916998555233,61.09289490373538,140.12131858654902,35.030329646637256
ŚRÓDMIEJSKO-WARSZAWSKI,86.81616344652295,2.916089943021404,502.3173218993156,13.497330593413356,1224.5911423579598,50.989915575117124,721.1907013369507,88.81576797888047,54.6558572177726,18.163074502247603,41.65842775744863,10.414606939362157
BARANOWICKI,6.2526459368382525,0.0,128.1062651637638,8.410837873432914,907.8012279748717,91.89969577198129,376.2242140019619,120.6979249911927,19.038198328703498,9.387137830572156,1.2585065449332509,0.9988278783810004
BRASŁAWSKI,3.058425470373866,0.0,97.87367525415027,4.881795658523412,761.2149835103246,54.87773545633684,302.6848648357401,70.81795658523413,24.52718263409365,8.470110564448639,4.823370188149546,0.0
LIDZKI,2.68399575933395,0.0,105.6405415725059,7.377645022066892,588.2635087027195,42.06964229482075,395.42123223161263,89.339380919796,4.43511984775987,0.0,14.008992707407359,0.5837080294753066
NIEŚWIESKI,3.240940753991231,0.0,85.07469479226981,0.0,588.2307468494084,36.46058348240135,242.2603213608445,34.840113105405734,0.0,0.0,0.0,0.8102351884978077
NOWOGRÓDZKI,1.047234113166994,0.0,54.44790486039655,2.7894135296478106,410.1245732878144,36.439183816176616,321.74414266600377,62.84840376199651,30.88651190447571,11.157034327099288,0.9910519414490021,0.0
SŁONIMSKI,0.6630955660551958,0.0,100.79052604038976,4.641668962386371,542.4121730331502,54.37383641652606,105.43219500277614,43.76430735964293,24.534535944042247,1.3261911321103916,0.6630955660551958,0.0
STOŁPECKI,2.3862390742424395,0.0,62.16434911420188,1.5371123386217065,427.8254564749129,23.46315462277635,302.78894284037307,61.35459223078979,4.595265846054632,1.1296367102181641,0.08734594756255092,0.19093693312119184
WOŁOŻYŃSKI,3.074914884151064,0.0,50.388249287228135,1.8460945950946999,370.41909769289475,17.152818252503227,307.7311888690624,64.46042433256,3.4599952850474853,0.0,0.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),2.3120697605646,0.21133327468331675,77.50051728047356,6.430502046480843,409.19417840164454,32.69087310965595,216.03730034242182,49.841208546256354,4.201472971762566,1.4793329227832173,12.64967081827837,4.692096239311966
BRZESKI (BRZEŚĆ N.BUG.),4.0,1.0,94.351083482007,11.0,513.3572357966918,65.15359902337806,538.3494771339643,95.14262766456534,0.1426276645653412,1.0,0.3071980467561195,0.07679951168902988
DROHICKI,3.0,0.0,40.0,2.0,350.0,24.0,126.0,23.0,1.0,0.0,0.0,0.0
KOBRYŃSKI,3.7853450449117347,0.19633626122793368,58.45560855542577,4.159698873507271,450.13149322624616,36.76185697981569,231.4325722794004,41.651944816653696,1.0,0.19633626122793368,0.0,0.0
KOSZYRSKI,3.2146549550882657,0.8036637387720664,75.54439144457425,8.840301126492731,409.8685067737539,52.23814302018432,431.56742772059965,76.3480551833463,0.0,0.8036637387720664,0.0,0.0
ŁUNINIECKI,2.0,0.0,80.0,9.0,773.0,41.0,357.0,72.0,3.0,1.0,3.0,0.0
PIŃSKI,6.0,0.0,157.0,13.0,739.0,62.0,364.0,130.0,0.0,1.0,6.0,0.0
PRUŻAŃSKI,1.0,0.0,47.0,5.0,412.0,31.0,97.0,17.0,0.0,0.0,1.0,0.0
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,1.0,0.0,47.0,5.0,412.0,31.0,97.0,17.0,0.0,0.0,1.0,0.0
BRODNICKI,9.175253285526335,0.0,273.4035968396607,11.117783699716114,422.9842133566057,39.005099614774316,92.95142273309166,28.094573650524268,3.0976789950808157,0.0,10.24661688685876,1.0785224664774087
CHEŁMIŃSKI,4.849254732562758,0.0,180.26653799088507,4.861287082845012,295.80153059875767,22.380570724024544,55.48424905347141,24.30041923908393,0.0030080875705633396,0.0030080875705633396,5.807674946307169,1.9378970404827653
CHOJNICKI,18.734769402249814,0.0,142.98770907419376,4.931424261976948,400.4237344905724,21.699941202727707,157.77208738267976,22.679832700466413,11.831764883226572,0.0,31.561648056207193,0.9894054183587696
DZIAŁDOWSKI,1.0,0.0,104.0,1.0,133.0,20.0,13.0,5.0,1.0,0.0,2.0,1.0
GRUDZIĄDZ (MIASTO),24.0,0.0,405.0,17.0,931.0,61.0,137.0,17.0,4.0,10.0,27.0,4.0
GRUDZIĄDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARTUSKI,5.846136965683589,0.0016657498658778037,61.59848699744297,4.8998209274786,407.1553887860605,72.11790290884578,142.0933112613999,50.62265562278965,0.019988998390533644,0.006662999463511215,4.963119422381956,0.03164924745167827
KOŚCIERSKI,2.0663742990901346,0.0,95.6158926424308,4.921933669241103,226.1962552305953,21.00534590077927,131.24063830384284,30.068406588111927,6.719905681998579,2.879959577999391,52.92125996923095,12.479824837997361
LUBAWSKI,0.0,0.0,96.07387667612956,2.8822163002838868,338.18004589997605,19.214775335225912,33.62585683664535,12.489603967896842,0.9607387667612955,0.0,22.0969916355098,1.921477533522591
SĘPOLEŃSKI,5.0,0.0,45.0,0.0,223.0,13.0,51.0,4.0,2.0,0.0,7.0,0.0
STAROGARDZKI,10.57425939800887,2.0,198.52018244785774,24.37058918120086,432.62765474762176,52.27849120969661,71.78167359426861,9.943641134742293,9.157013455113793,2.1200621368958306,83.71636719560097,27.221575710097003
ŚWIECKI,8.43809801113193,0.0,274.2411930966252,12.428167446988237,517.8823044076694,61.803390053708455,161.6490721812192,58.800525405629244,1.3673585019599128,0.9113863344057107,10.096195940604488,3.5550150495472845
TCZEWSKI,19.333565205114326,0.0,238.34052135854404,22.33391301278581,407.3513033963601,31.334956435800265,81.67339094831539,18.001391230685943,9.667130410228648,3.0,29.33704328182918,10.667478217900133
TORUŃ (MIASTO),68.0,1.0,503.0,29.0,823.0,80.0,126.0,33.0,10.0,4.0,48.0,4.0
TORUŃSKI,0.17781805557231234,0.0,6.614831667290019,0.17781805557231234,10.846901389911054,0.8179630556326368,2.027125833524361,0.8890902778615617,0.0,0.0,0.21338166668677483,0.07112722222892494
TUCHOLSKI,3.9722621433603953,0.0,79.95034481662408,5.096868328631836,350.06960261915344,27.48495679841384,55.93419304854827,11.5855042315367,0.25381897990193053,0.08558386312850429,27.468429982775383,9.077676503387758
WĄBRZESKI,2.824746714473666,0.0,120.52252648420976,0.0,437.8357407434183,35.780125049999775,25.422720430263,9.415822381578888,0.9415822381578888,0.0,21.65639147763144,0.0
MORSKI,9.792348321806564,0.9699781984280516,221.0571890459292,25.309367740562845,477.7507943213162,148.8752040876388,37.45838017249552,23.5238142004446,16.566405174247663,7.821246228201042,72.02187286705089,26.312252639110653
GDYNIA (MIASTO),0.21511346541930818,0.028356051706070598,5.807110862177166,0.6688102927164378,10.894530011982347,3.2012776227320865,0.8858782202347689,0.5847193686477374,0.4136058273618024,0.17209077233544656,1.8930066713250309,0.6560981134376697
BYDGOSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSZCZ (MIASTO),146.0,0.0,718.0,15.0,1426.0,87.0,856.0,16.0,32.0,11.0,362.0,0.0
CHODZIESKI,0.0,0.0,174.0,8.0,447.0,52.0,59.0,9.0,5.0,3.0,17.0,0.0
CZARNKOWSKI,1.1059891689838954,0.0,94.59891689838955,1.423956675935582,398.8933101700267,32.11978337967791,96.14265695400304,26.3317617176457,12.16588085882285,0.0,34.423956675935585,2.1059891689838954
GNIEŹNIEŃSKI,0.26549934906989014,0.0,21.06993891459961,0.3147395240372135,206.93039428665435,8.12994297773954,57.537641262346085,10.714165493925716,1.1201904458780314,0.14996279682755942,4.8830257955872165,1.47745828888546
GOSTYŃSKI,3.606837449109805,0.0,71.2541674106784,2.1851234222927762,418.6674977567356,18.344390462707523,196.17791054786548,45.037674858990734,1.327050818663887,0.0,11.390866478938186,0.03894496643696267
INOWROCŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAROCIŃSKI,5.529850477544218,0.0,199.85074161076645,4.0,582.3432534849525,53.865669850294786,152.73879781884128,34.39552032783901,8.68656698502948,1.0,27.52985047754422,3.0
KĘPIŃSKI,3.0,0.0,167.5082255579364,10.0,646.9603943438182,44.81805993773752,112.14434543341147,38.199731863022556,20.199731863022556,0.0,108.36320978208134,8.12722397509501
KOŚCIAŃSKI,3.8618594602360212,0.0,86.93009595994295,0.986286594716299,657.3022554466995,27.56027448326953,230.8551295540757,45.88240063669531,1.936361485680783,0.0,23.017126988379943,0.9071810308278452
KROTOSZYŃSKI,4.408095048015362,0.0,226.8657360133637,7.8520237620038404,777.5294018066661,67.62606584672176,137.7473569882928,31.97625960529352,7.786748667689155,1.0,34.79117777084162,6.082701143681474
LESZCZYŃSKI,16.082399064452492,1.0,175.32288725008053,4.020599766113123,534.8190167175787,33.29102429375863,133.5023397504835,40.97792038068792,23.041199532226248,6.0,49.754506040394226,14.10730365067288
MIĘDZYCHODZKI,0.0,0.0,72.0,1.0,281.0,5.0,43.0,5.0,1.0,0.0,17.0,0.0
MOGILEŃSKI,4.80649182526649,0.0,229.87403881148143,6.677263898077083,690.0201463793727,44.56690904273528,120.48900551698571,12.49726896929494,3.0071085411596536,0.0,33.538207905256186,10.619691732431912
NOWOTOMYSKI,15.951910452443972,0.0,339.94202995376736,1.9759552262219862,1003.2773438408327,41.615283619551775,121.25461201288158,25.807641809775888,14.855731357331917,1.0,43.71146271466384,3.975955226221986
OBORNICKI,1.034747951731418,0.0,90.38624294661766,3.5760433240644183,404.55809279867213,18.865376465329284,124.1921852337729,20.618213847182666,10.291514783501919,0.28147424143062666,5.053783091575208,1.3162221931620446
OSTROWSKI (OSTRÓW WIELKOPOLSKI),18.47014952245578,0.0,198.89672253816389,15.0,866.141698773654,97.8428221773458,270.3429492416887,93.09670206187948,30.031000008266496,3.0,96.27992830355971,2.7900748812235165
