District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Kategoria VR,Kategoria VPR,Kategoria VIR,Kategoria VIPR,Kategoria VIIR,Kategoria VIIPR,Kategoria VIIR.1,Kategoria VIIPR.1
OBORNICKI,0.105552840536485,0.0,0.07036856035765666,0.0,0.105552840536485,0.0,9.995636715525896,0.0,9.960452435347067,0.0,34.7320619160008,0.07036856035765666,28.022967083651338,1.0699322319102462,435.04561006721076,25.98227883327929
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1.0,0.0,0.0,0.0,6.749821027423017,0.0,13.804389289938866,0.0,30.4874822315004,0.9172988563185261,28.26555403463695,0.4701495224557818,61.55953102771248,3.6268660299410422,947.4638658232714,89.56489393735062
POZNAŃ (MIASTO),4.0,0.0,9.0,0.0,14.0,0.0,79.0,4.0,145.0,4.0,165.0,7.0,381.0,24.0,1742.0,188.0
RAWICKI,1.0180554633902472,0.0,0.0,0.0,1.0,0.0,10.090277316951235,0.0,14.361109267804943,0.0,14.162499170512225,0.0,74.17360512036606,1.0,557.1319080391477,55.55971936509766
SZAMOTULSKI,1.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,19.0,0.0,40.0,0.0,85.0,1.0,441.0,14.0
SZUBIŃSKI,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,23.0,0.0,38.0,1.0,380.0,15.0
ŚREDZKI,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,9.0,0.0,23.0,0.0,81.0,3.0,364.0,27.0
ŚREMSKI,0.0,0.0,0.0,0.0,0.0,0.0,7.893140704124622,0.0,32.55920540451407,0.0,14.799638820233668,0.9866425880155778,78.93140704124622,8.8797832921402,481.481582951602,47.358844224747735
WĄGROWIECKI,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,0.0,31.0,0.0,49.0,0.0,413.0,13.0
WOLSZTYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,94.0,2.0,503.0,27.0
WRZESIŃSKI,1.0,0.0,0.0,0.0,2.0,0.0,4.117869558227155,0.0,8.707217349362931,1.1178695582271554,22.23573911645431,9.0,69.42199967844914,6.0,308.86669429606815,20.414434698725863
WYRZYSKI,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,20.0,0.0,52.0,1.0,38.0,2.0,545.0,26.0
ŻNIŃSKI,0.999791592923118,0.0,0.0,0.0,0.0,0.0,2.9977754631922138,0.0,9.99631661365404,0.0,18.015440459541814,0.001599315577140672,49.01857573362132,5.993951610807287,260.25928001313025,23.003203215117416
POZNAŃSKI,2.8502334975421872,0.0,1.8921407404354535,0.0,2.8502334975421872,0.0,28.406155880309814,0.0,27.604354152760173,0.0,44.80193423312535,1.9041631273244606,81.01710081295712,4.730351851088634,501.12690332036397,25.98872831077188
GNIEZNO (MIASTO),3.0,0.0,1.0,0.0,1.0,0.0,13.000328722233967,0.0,21.0019723334038,0.0003287222339664389,25.000657444467933,0.0,67.01512122276246,0.0,446.06377211338946,27.003944666807598
INOWROCŁAW (MIASTO),4.0,0.0,1.0,0.0,3.0,0.0,13.0,0.0,26.0,1.0,32.0,1.0,119.0,4.0,600.0,37.0
DOLIŃSKI,0.0,0.0,1.8937749934171777,0.0,2.8406624901257667,0.0,7.575099973668711,0.0,12.309537457211656,0.0,12.309537457211656,0.0,62.49457478276686,0.0,510.3723607259294,13.256424953920243
HORODEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9229866440426333,0.0,7.794631050780355,0.0,23.383893152341066,0.9743288813475444,397.5261835897981,9.743288813475443
KAŁUSKI,0.0,0.0,0.9511372273545763,0.0,0.9511372273545763,0.0,3.804548909418305,0.0,3.804548909418305,0.9511372273545763,2.853411682063729,0.0,44.703449685665085,4.755686136772882,506.9561421799892,21.876156229155253
KOŁOMYJSKI,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,20.077013355957366,0.0,34.20536894921965,0.0,41.61610684765893,3.025671118652456,1249.4738164102018,55.256711186524555
KOSOWSKI (KOSÓW HUCULSKI),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,1.0,93.0,3.0,560.0,39.0
NADWÓRNIAŃSKI,0.0,0.0,0.03123106111635942,0.0,5.031231061116359,0.0,14.34349817107119,0.0,18.89814165272263,1.6951615060706733,26.866910591606267,7.554643481651438,68.43502521192066,5.156155305581797,736.3039659557842,42.81118403870502
ROHATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,36.0,0.0,27.0,2.0,310.0,8.0
STANISŁAWOWSKI,1.0,0.0,0.031221882063852385,0.0,2.0176317115290643,0.0,17.865543090045293,0.0,38.44311880988959,4.43524228978348,31.50583568284931,4.452774119899006,121.4842880695746,3.1017487281801093,1238.6032429316283,65.75496279080339
STRYJSKI,0.0,0.0,0.10622500658282245,0.0,2.159337509874234,0.0,11.486332129181152,1.0,24.844042799913,3.0,47.51979593126148,1.0,100.6726351713805,4.0,924.9958380261793,52.296463971728514
ŚNIATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,41.0,2.0,565.0,38.0
TŁUMACKI,0.0,0.0,0.9864098294652118,0.0,0.0,0.0,0.9864098294652118,0.0,7.891278635721695,5.918458976791271,8.877688465186907,0.0,35.51075386074763,0.9864098294652118,494.19132456207115,31.56511454288678
ŻYDACZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.9385678971501383,0.0,4.846419742875346,0.0,26.17066661152687,0.0,36.832790045852626,0.0,579.6318012478914,17.447111074351245
BIELSKI (BIELSKO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSZCZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYBNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘTOCHŁOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921530924559491,0.0,11.811674218942777,0.0,18.701817513326066,0.9843061849118981,566.9603625092533,29.529185547356946
BRODZKI,0.0,0.0,0.0,0.0,1.0,0.0,2.1332282856720512,0.0,23.109004961004405,1.0121116623338229,39.16956327267352,3.0363349870014686,91.23012158434264,2.0242233246676458,546.3012158434263,21.16956327267352
BRZEŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.462949806980053,1.9338739851178441,4.122959425645179,2.9190403673488725,12.898309917363903,0.0,232.2797341905202,14.522284278055936
BUCZACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.744508353722948,0.0,13.761541130141419,0.0,51.11429562623955,1.9659344471630598,392.2039222090304,24.574180589538248
CZORTKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,2.005458074844369,0.0,10.774956552719248,0.0,15.218177809310427,0.0,35.74265903261035,0.05521744276941092,394.9524980358622,18.095306402737894
KAMIONECKI,0.0,0.0,0.0,0.0,1.0553073056381788,0.0,4.158923627690345,0.0,12.86346459904195,0.0,14.07177800747331,1.9683173646906604,16.782936600448153,0.15114027501617538,320.6170888635116,20.70136194408268
PODHAJECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.871765043887249,0.0,13.640942122884297,0.9743530087774498,17.538354157994096,0.0,269.8957834313536,0.9743530087774498
PRZEMYŚLAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,44.0,3.0,64.0,0.0,559.0,10.0
RADZIECHOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,10.86677171432795,0.0,8.890995038995595,0.9878883376661772,13.83043672732648,2.963665012998532,18.769878415657367,1.9757766753323545,187.69878415657368,13.83043672732648
SKAŁACKI,0.0,0.0,0.0,0.0,0.0,0.0,3.7981503119649878,0.0,15.192601247859951,0.0,9.49537577991247,0.0,25.637514605763666,0.0,289.6089612873303,10.444913357903717
TARNOPOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,5.906507426441735,0.0,18.347719420705687,0.0661260148821558,27.695953353159076,0.0991890223232337,79.18325144929048,3.9376716176278235,574.7945196870598,34.95057176585962
TREMBOWELSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.179949146345335,0.0,4.967476911425627,0.0,17.8718243104818,0.0,39.50430515992219,1.0568703075278079,433.01722718992784,31.231448955716402
ZALESZCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.580836468375788,0.0,19.301394113959645,0.0,37.63771852222131,0.0,467.09373755782343,0.9650697056979823
ZBARASKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0,19.0,0.0,302.0,3.0
ZBOROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,23.0,0.0,27.0,0.0,380.0,1.0
ZŁOCZOWSKI,0.0,0.0,0.0,0.0,1.01584131765467,0.0,3.063365270618679,0.0,22.190095811856036,0.0,24.190095811856036,0.031682635309339575,57.22177844716538,0.0,447.2929970844155,1.3168263530933957
KOPYCZYNIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.10993504040357285,0.0,8.09856726201174,0.0,6.9763113138567,0.0,41.9082571873604,0.0,328.13857827236586,13.70526878680536
BŁOŃSKI,2.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,15.0,0.0,38.0,3.0,54.0,5.0,395.0,33.0
CIECHANOWSKI,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,74.0,0.0,414.0,23.0
GOSTYNIŃSKI,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,16.0,0.0,28.0,3.0,106.0,5.0,469.0,49.0
GRÓJECKI,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,16.0,0.0,55.0,0.0,202.0,1.0,677.0,10.0
KUTNOWSKI,2.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,14.0,0.0,17.0,1.0,150.0,4.0,435.0,22.0
LIPNOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,5.970179036186587,0.0,12.935387911737605,0.0,63.68190971932359,0.9950298393644311,57.711730683137006,3.9801193574577245,210.9463259452594,125.37375975991831
ŁOWICKI,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,9.0,0.0,50.0,0.0,154.0,1.0,436.0,19.0
MAKOWSKI (MAKÓW MAZOWIECKI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,21.0,1.0,319.0,16.0
MIŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,20.0,1.0,48.0,0.0,596.0,18.0
MŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,14.0,0.0,91.0,3.0,512.0,46.0
NIESZAWSKI,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,13.0,0.0,119.0,8.0,196.0,74.0
PŁOCKI,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,7.0,1.0,27.0,2.0,147.0,2.0,801.0,67.0
PŁOŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,31.0,0.0,76.0,0.0,368.0,21.0
PRZASNYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,27.0,0.0,223.0,10.0
PUŁTUSKI,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,19.0,1.0,24.0,1.0,63.0,2.0,571.0,6.0
RADZYMIŃSKI,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,21.0,0.0,10.0,2.0,25.0,0.0,378.0,25.0
RAWSKI (RAWA MAZOWIECKA),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,22.0,0.0,68.0,1.0,467.0,76.0
RYPIŃSKI,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,23.0,1.0,84.0,0.0,559.0,67.0
SIERPECKI,0.0,0.0,0.0,0.0,1.0,0.0,0.029820963813413162,0.0,7.064612088262395,0.0,13.318090280676406,0.00497016063556886,93.288269316863,0.01988064254227544,498.0536740547406,41.62624024008168
SKIERNIEWICKI,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,19.0,0.0,82.0,9.0,548.0,58.0
SOCHACZEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,14.0,0.0,8.0,0.0,556.0,1.0
WARSZAWSKI,2.0,0.0,1.0,0.0,5.0,0.0,36.0,0.0,39.0,1.0,31.0,5.0,74.0,3.0,1146.0,81.0
WŁOCŁAWSKI,3.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,27.0,2.0,36.0,4.0,106.0,4.0,1098.0,92.0
DUBIEŃSKI,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,33.0,0.0,163.0,2.0,214.0,8.0,350.0,98.0
HOROCHOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,48.0,1.0,78.0,5.0,281.0,47.0
KOWELSKI,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,16.0,0.0,52.0,0.0,68.0,5.0,438.0,68.0
KRZEMIENIECKI,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,35.0,0.0,159.0,5.0,368.0,47.0
LUBOMELSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,23.0,0.0,33.0,2.0,140.0,30.0
ŁUCKI,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,18.0,0.0,38.0,0.0,76.0,8.0,629.0,94.0
RÓWIEŃSKI,2.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0,33.0,2.0,163.0,8.0,313.0,17.0,694.0,279.0
WŁODZIMIERSKI,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,13.0,0.0,60.0,1.0,87.0,1.0,290.0,33.0
KOSTOPOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDOŁBUNOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,32.0,2.0,203.0,59.0
SARNEŃSKI,0.0,0.0,1.0,0.0,5.0,0.0,13.0,0.0,17.0,1.0,62.0,1.0,98.0,7.0,479.0,49.0
OSZMIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,1.8226242836315294,0.0,1.8226242836315294,0.0,12.758369985420705,0.9113121418157647,44.65429494897247,2.733936425447294,251.52215114115106,54.67872850894588
ŚWIĘCIAŃSKI,0.0,0.0,0.0,0.0,0.06579551142114973,0.06579551142114973,1.6594851416250562,0.0,6.2211640548411165,1.6740824977213693,7.69066874923862,0.2631820456845989,62.043448726340344,3.954921954329399,505.61606192621605,218.64620763336143
WILNO (MIASTO),0.0,0.0,0.0,0.0,4.0,0.0,34.0,0.0,49.0,2.0,81.0,17.0,364.0,55.0,2779.0,244.0
DZIŚNIEŃSKI,0.0,0.0,0.0,0.0,0.23385694438999055,0.0,5.747857862306021,1.1766298118504537,12.665000446561994,0.0,18.902607467349497,1.1766298118504537,57.175536290828475,5.747857862306021,301.6648040991058,57.92117766340145
WILEJSKI,0.0,0.0,0.0,0.0,1.4257471832202477,0.0,2.2398064997422207,0.0,13.16154805795641,0.34776975555414935,33.094938352936325,2.0513242604560675,58.551196566530834,2.2515712573651636,326.1713951552412,113.17479612952317
WILEŃSKO-TROCKI,0.0,0.0,0.0,0.0,1.11770463791473,0.9342044885788503,13.544494857772728,0.0,16.422154656277765,2.9861136150724303,71.43964804803838,3.7402587764799633,136.92921490568935,4.481141018152606,578.679012218658,93.01757312576589
POSTAWSKI,0.0,0.0,0.0,0.0,0.7079453793604732,0.0,8.583111692819642,0.0,21.14478598491148,0.17553428098793056,20.17353918406911,0.0,67.20253674056619,8.934180254795503,236.87838418945512,67.13348098502388
MOŁODECZAŃSKI,0.0,0.0,0.0,0.0,0.7330484852393636,0.0,0.8532435611736725,0.0,5.616722842455504,0.0,18.13740260975189,1.1345207677736813,29.778732123128325,0.6222653506787015,158.02821262051265,45.979568084607294
