District,Total,1. All types of professional purchasing (total),a. Professional purchasing (agricultural products),b. Professional purchasing (livestock),c. Professional purchasing (plant and animal products),2. Food and colonial goods (exclusively),3. Food products along with non-food items (excluding wine and spirits),"4. Meat, fats, and meat products (exclusively)",5. Catering establishments with and without alcohol,"6. Wine, spirits, and beer (possibly with food and colonial goods)",7. Tobacco monopoly products,8. Textiles,"9. Textiles with clothing, haberdashery, garments, and footwear",10. Ready-made clothing and haberdashery,"11. Garments, garment parts, furs, and fur products",12. Footwear,13. Footwear with leather and shoemaking accessories,14. All types of leather and leather products (excluding footwear),"15. Machinery, tools, and technical goods (excluding agricultural)",16. Building materials and fuels,17. Furniture and all wooden products,"18. Iron, ironware, enameled and aluminum goods (possibly with other goods)","19. Kitchenware, porcelain, faience, glassware, window panes, and mirrors","20. Soap, candles, paints, gasoline, kerosene, mineral oils, lubricants (soap shops)","21. Musical, optical, surgical instruments, photographic equipment and accessories","22. Watchmaking, jewelry, and silver-plated products","23. Electrical equipment, radio equipment, and all lighting accessories",24. Pharmacies,"25. Pharmaceutical warehouses, perfumeries, and cosmetic shops","26. Rubber goods, oilcloth, linoleum, galoshes, tarpaulins, tires, inner tubes, etc.","27. Bookstores, stationery, and paper products (possibly with other goods)","28. Agricultural machinery, tools, and goods",29. Agricultural-commercial syndicates and cooperatives,"30. Banks, exchange offices, and other short- and long-term credit institutions","31. Forwarding, transport, and communication enterprises","32. Other service enterprises (reading rooms, clinics, laundries, bathhouses, garages, dance halls, etc.)","33. Hotels, boarding houses, furnished rooms, lodging houses","34. Theaters, cinemas, and other performances",35. Insurance companies,"36. Offices: commission, trade brokerage, advertising, legal advice, agency, technical, etc.",37. Other enterprises not listed above,38. Cards with no industry/branch specified,ZP. Industrial activities
WOŁKOWYSKI,1182.0,98.0,68.0,2.0,13.0,303.0,122.0,119.0,107.0,21.0,15.0,48.0,26.0,24.0,23.0,15.0,12.0,12.0,2.0,14.0,2.0,25.0,22.0,9.0,0.0,6.0,2.0,11.0,18.0,1.0,17.0,0.0,5.0,6.0,12.0,19.0,7.0,0.0,0.0,3.0,2.0,54.0,10.0
WYSOKOMAZOWIECKI,833.0,67.0,31.0,3.0,24.0,187.0,125.0,103.0,77.0,20.0,14.0,47.0,17.0,29.0,17.0,7.0,14.0,6.0,2.0,12.0,5.0,12.0,11.0,7.0,0.0,0.0,0.0,6.0,3.0,0.0,7.0,5.0,4.0,3.0,7.0,9.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0
BIAŁYSTOK (MIASTO),2275.0,83.0,14.0,2.0,25.0,662.0,94.0,276.0,168.0,32.0,48.0,96.0,22.0,151.0,42.0,43.0,17.0,27.0,10.0,56.0,25.0,43.0,34.0,43.0,6.0,16.0,7.0,8.0,27.0,10.0,53.0,2.0,3.0,11.0,28.0,43.0,10.0,5.0,5.0,30.0,32.0,7.0,44.0
BĘDZIŃSKI,3236.0,58.0,8.0,11.0,18.0,901.0,487.0,311.0,245.0,47.0,54.0,195.0,41.0,216.0,89.0,76.0,42.0,18.0,13.0,40.0,32.0,58.0,23.0,33.0,4.0,11.0,5.0,14.0,18.0,0.0,51.0,30.0,1.0,12.0,13.0,36.0,4.0,8.0,2.0,12.0,19.0,17.0,20.0
CZĘSTOCHOWSKI,907.0,26.0,7.0,19.0,0.0,267.0,268.0,72.0,54.0,26.0,3.0,26.0,17.0,23.0,27.0,20.0,4.0,7.0,0.0,11.0,0.0,10.0,2.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,5.0,0.0,1.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0
IŁŻECKI,1291.0,70.0,37.0,4.0,22.0,215.0,318.0,165.0,78.0,16.0,53.0,62.0,18.0,74.0,41.0,45.0,7.0,16.0,0.0,12.0,5.0,23.0,18.0,2.0,0.0,1.0,2.0,9.0,3.0,0.0,9.0,1.0,1.0,0.0,6.0,4.0,3.0,1.0,0.0,2.0,6.0,5.0,1.0
JĘDRZEJOWSKI,1069.8374900136275,123.1311122120932,60.58945284292181,18.19913947396007,43.33455431625292,69.720565055015,350.62067547731453,70.71690210625626,35.47793473750417,11.183208316043265,38.19913947396007,57.326588737294514,12.159311579168056,45.42217568479535,49.31862315833611,23.17524273708486,13.063724631667222,25.17524273708486,2.007965578958403,36.2947264214609,9.031862315833612,14.119483684376043,7.135414842292848,9.063724631667222,0.0,3.007965578958403,0.007965578958402796,7.05575905270882,3.031862315833611,0.0,15.079655789584027,4.0238967368752085,3.0159311579168055,2.007965578958403,3.0876213685424307,4.0238967368752085,3.0159311579168055,1.0,0.0,5.0079655789584026,5.015931157916806,9.11151810541764,1.0159311579168055
KIELECKI,2291.0,62.0,21.0,9.0,20.0,587.0,401.0,164.0,208.0,40.0,37.0,98.0,18.0,140.0,75.0,54.0,14.0,41.0,8.0,63.0,16.0,37.0,15.0,36.0,4.0,7.0,4.0,12.0,11.0,1.0,34.0,7.0,4.0,11.0,3.0,26.0,8.0,4.0,1.0,13.0,17.0,10.0,4.0
KONECKI,2022.0,75.0,15.0,7.0,32.0,542.0,336.0,199.0,109.0,29.0,25.0,95.0,43.0,155.0,77.0,43.0,26.0,20.0,4.0,39.0,14.0,37.0,30.0,26.0,0.0,1.0,3.0,9.0,8.0,0.0,21.0,0.0,2.0,8.0,6.0,3.0,0.0,3.0,0.0,3.0,5.0,26.0,2.0
KOZIENICKI,1284.0,80.0,37.0,12.0,29.0,238.0,219.0,214.0,106.0,22.0,44.0,58.0,25.0,62.0,36.0,45.0,6.0,18.0,2.0,19.0,7.0,18.0,12.0,4.0,0.0,0.0,1.0,7.0,4.0,0.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,18.0,0.0
MIECHOWSKI,1225.1625099863725,140.8688877879068,73.4105471570782,24.80086052603993,41.66544568374708,214.279434944985,326.37932452268547,89.28309789374374,59.522065262495836,22.816791683956737,24.80086052603993,40.673411262705486,19.840688420831945,52.57782431520465,39.68137684166389,21.82475726291514,7.936275368332778,21.82475726291514,0.9920344210415972,36.7052735785391,3.968137684166389,14.880516315623959,16.864585157707154,7.936275368332778,0.0,0.9920344210415972,0.9920344210415972,6.94424094729118,3.968137684166389,0.0,9.920344210415973,2.9761032631247915,1.9840688420831945,0.9920344210415972,10.91237863145757,2.9761032631247915,1.9840688420831945,0.0,0.0,0.9920344210415972,1.9840688420831945,13.88848189458236,1.9840688420831945
OLKUSKI,1546.0,140.0,57.0,27.0,47.0,145.0,427.0,147.0,98.0,24.0,25.0,85.0,9.0,75.0,48.0,64.0,12.0,38.0,0.0,38.0,10.0,35.0,11.0,18.0,0.0,1.0,0.0,10.0,5.0,0.0,11.0,6.0,6.0,5.0,17.0,4.0,1.0,4.0,0.0,3.0,3.0,21.0,4.0
OPATOWSKI,1945.0,91.0,44.0,11.0,34.0,473.0,307.0,171.0,131.0,29.0,54.0,110.0,21.0,151.0,65.0,46.0,8.0,26.0,2.0,63.0,15.0,41.0,20.0,23.0,0.0,2.0,4.0,9.0,6.0,0.0,21.0,3.0,5.0,8.0,9.0,1.0,2.0,2.0,0.0,3.0,2.0,21.0,5.0
OPOCZYŃSKI,1037.0,80.0,35.0,10.0,23.0,195.0,253.0,145.0,51.0,17.0,25.0,40.0,9.0,56.0,15.0,32.0,2.0,17.0,0.0,18.0,9.0,14.0,13.0,16.0,0.0,0.0,0.0,6.0,4.0,0.0,5.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
PIŃCZOWSKI,1167.0,98.0,53.0,6.0,37.0,139.0,336.0,85.0,60.0,17.0,55.0,65.0,30.0,51.0,40.0,17.0,14.0,25.0,0.0,50.0,3.0,20.0,11.0,2.0,0.0,2.0,0.0,9.0,3.0,0.0,6.0,1.0,3.0,3.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0
RADOMSKI,1991.7393176829282,48.338398497505445,30.581435784136094,4.932489642602596,6.905485499643635,561.3173213281755,210.1240587748706,185.4616105618576,160.79916234884462,31.567933712656615,44.39240678342336,89.77131149536724,20.716456498930903,133.1772203502701,59.18987571123115,23.675950284492462,8.878481356684674,36.50042335525921,7.891983428164154,79.90633221016206,13.81097099928727,30.581435784136094,25.6489461415335,35.513925426738695,4.932489642602596,9.864979285205193,4.932489642602596,9.864979285205193,13.81097099928727,1.9729958570410384,46.3654026404644,5.9189875711231155,2.9594937855615577,9.864979285205193,4.932489642602596,24.66244821301298,5.9189875711231155,1.9729958570410384,0.0,6.905485499643635,6.905485499643635,22.68945235597194,11.837975142246231
SANDOMIERSKI,1388.0,110.0,42.0,8.0,59.0,301.0,213.0,114.0,65.0,18.0,47.0,86.0,23.0,101.0,42.0,54.0,22.0,25.0,1.0,38.0,4.0,25.0,26.0,8.0,0.0,3.0,2.0,7.0,5.0,0.0,15.0,5.0,4.0,2.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0
STOPNICKI,1436.0,136.0,40.0,17.0,75.0,297.0,331.0,117.0,63.0,16.0,21.0,83.0,20.0,65.0,50.0,16.0,20.0,18.0,2.0,55.0,4.0,34.0,14.0,11.0,0.0,1.0,1.0,7.0,3.0,0.0,7.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,1.0,1.0,22.0,0.0
WŁOSZCZOWSKI,769.0,47.0,24.0,10.0,7.0,160.0,171.0,57.0,33.0,14.0,18.0,41.0,11.0,54.0,36.0,29.0,14.0,20.0,0.0,10.0,2.0,11.0,4.0,6.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,11.0,0.0
ZAWIERCIAŃSKI,1291.0,30.0,5.0,5.0,10.0,307.0,213.0,115.0,107.0,26.0,28.0,56.0,37.0,77.0,30.0,44.0,11.0,20.0,3.0,31.0,7.0,20.0,16.0,19.0,0.0,5.0,2.0,8.0,11.0,0.0,28.0,5.0,0.0,6.0,2.0,13.0,2.0,2.0,0.0,2.0,3.0,5.0,4.0
CZĘSTOCHOWA (MIASTO),2165.0,47.0,10.0,6.0,14.0,541.0,205.0,171.0,127.0,30.0,46.0,108.0,34.0,186.0,67.0,46.0,19.0,19.0,8.0,115.0,18.0,41.0,36.0,48.0,6.0,12.0,5.0,11.0,24.0,0.0,55.0,10.0,0.0,13.0,25.0,26.0,4.0,5.0,3.0,17.0,12.0,25.0,26.0
SOSNOWIEC,2467.0,50.0,9.0,0.0,17.0,638.0,226.0,202.0,179.0,30.0,55.0,153.0,169.0,220.0,59.0,49.0,36.0,22.0,11.0,34.0,8.0,29.0,17.0,31.0,1.0,14.0,4.0,11.0,13.0,1.0,48.0,21.0,0.0,10.0,13.0,40.0,5.0,3.0,2.0,33.0,17.0,13.0,21.0
RADOM (MIASTO),27.26068231707168,0.6616015024945578,0.4185642158639039,0.06751035739740385,0.09451450035636541,7.68267867182456,2.8759412251294045,2.538389438142385,2.200837651155366,0.4320662873433847,0.6075932165766348,1.2286885046327503,0.2835435010690962,1.8227796497299042,0.8101242887688463,0.3240497155075385,0.12151864331532694,0.49957664474078856,0.10801657183584618,1.0936677898379425,0.18902900071273082,0.4185642158639039,0.35105385846650006,0.48607457326130776,0.06751035739740385,0.1350207147948077,0.06751035739740385,0.1350207147948077,0.18902900071273082,0.027004142958961544,0.6345973595355963,0.08101242887688463,0.040506214438442316,0.1350207147948077,0.06751035739740385,0.3375517869870193,0.08101242887688463,0.027004142958961544,0.0,0.09451450035636541,0.09451450035636541,0.31054764402805773,0.16202485775376926
BIALSKI (BIAŁA KRAKOWSKA),1938.407419670802,152.23581871750898,36.17654553107271,58.48550021044995,36.8751592535295,441.64188859249265,147.93443243996575,153.62547776058852,218.37579626764753,33.44136382768177,121.97856882273393,106.42750105224975,119.71502455436094,76.05927318643626,26.48550021044995,42.264818296609064,7.566204574152266,13.353091062145419,8.610340956920442,54.051704784602215,6.566204574152266,8.132409148304532,13.566204574152266,16.742750105224975,3.0,7.610340956920443,6.044136382768177,8.088272765536354,4.044136382768177,1.0,23.6986137224568,6.132409148304532,0.0,2.5220681913840886,4.088272765536354,13.132409148304532,18.088272765536356,3.044136382768177,0.0,6.610340956920443,4.522068191384089,58.007568401834035,30.78688648799315
BOCHEŃSKI,1116.0,63.0,13.0,15.0,33.0,236.0,162.0,61.0,113.0,27.0,151.0,65.0,19.0,26.0,21.0,8.0,13.0,13.0,2.0,29.0,11.0,14.0,10.0,6.0,0.0,3.0,1.0,7.0,2.0,0.0,12.0,1.0,1.0,0.0,7.0,8.0,2.0,1.0,0.0,3.0,4.0,14.0,1.0
BRZESKI (BRZESKO),851.0,50.0,10.0,10.0,28.0,231.0,120.0,65.0,68.0,24.0,126.0,26.0,8.0,23.0,6.0,9.0,11.0,4.0,0.0,25.0,2.0,9.0,4.0,6.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,10.0,0.0
CHRZANOWSKI,2104.0,101.0,17.0,26.0,31.0,580.0,193.0,179.0,205.0,78.0,57.0,113.0,109.0,79.0,67.0,61.0,25.0,22.0,7.0,36.0,13.0,27.0,20.0,17.0,1.0,15.0,5.0,8.0,5.0,0.0,25.0,2.0,0.0,3.0,15.0,14.0,2.0,6.0,0.0,1.0,6.0,7.0,22.0
DĄBROWSKI,574.0,53.0,9.0,15.0,25.0,129.0,72.0,30.0,24.0,25.0,95.0,31.0,1.0,13.0,4.0,1.0,8.0,9.0,1.0,32.0,0.0,16.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0
GORLICKI,889.7582835411904,40.83794159988673,5.0,11.216260685665741,18.09192450282154,222.35707693679333,140.146126788374,35.994689462753584,119.21095014841933,14.340596868509937,59.67588319977346,48.681193737019875,7.248672365688395,26.654092594243643,17.248672365688396,7.529756411399445,10.843252137133149,15.843252137133149,3.0,16.09192450282154,5.562168091422099,14.686504274266296,7.562168091422099,16.28108404571105,0.0,9.562168091422098,1.0,3.843252137133148,2.0,0.0,5.843252137133148,5.686504274266296,3.2810840457110495,4.0,0.0,2.562168091422099,1.2810840457110495,1.0,0.0,0.0,1.0,18.902764959932036,0.0
JASIELSKI,975.4074502485528,48.631554305692774,8.49725885235622,11.108769464194555,23.61327624049659,248.3072860872428,136.1845796059885,45.50905681923866,78.7069254752924,30.679239453379147,127.60661073287005,50.239907081733676,10.06124874322706,22.085009103710806,26.687879584464145,12.841779759460822,10.499418885127469,19.241069311478736,2.0021600327712497,17.51453911452622,5.234589213164986,17.306638120248294,5.43169004358666,5.420889879730411,1.0,1.0064800983137494,1.0,4.826659530062074,2.0021600327712497,0.0,6.4295300108154105,2.0043200655424998,2.4144097814166616,6.00216003277125,3.008640131084999,2.824499497290824,1.8223394645195743,3.0,0.0,0.0,3.008640131084999,14.86554011994457,2.0043200655424998
KRAKOWSKI,1292.227047083451,46.861928740981625,11.707853010992434,21.077037864994594,12.077037864994596,382.44920720885625,180.58578622294488,125.06252563895353,191.7093452559222,45.046521167982704,92.66282408793947,19.861928740981625,12.892445437993516,22.754374178975137,3.2616302919956763,5.261630291995676,6.892445437993515,2.630815145997838,0.8154075729989191,73.23111359498378,2.815407572998919,14.261630291995676,0.8154075729989191,6.261630291995676,0.0,0.8154075729989191,0.0,5.630815145997838,4.630815145997838,0.0,5.077037864994596,2.4462227189967574,2.815407572998919,0.8154075729989191,5.446222718996758,3.815407572998919,1.0,0.0,0.0,0.8154075729989191,2.630815145997838,20.15407572998919,2.4462227189967574
KRAKÓW (MIASTO),5470.0,117.0,31.0,11.0,36.0,1462.0,96.0,340.0,415.0,50.0,135.0,314.0,54.0,514.0,142.0,69.0,49.0,74.0,65.0,240.0,66.0,139.0,34.0,86.0,34.0,70.0,23.0,33.0,63.0,11.0,148.0,25.0,4.0,35.0,72.0,107.0,29.0,9.0,18.0,111.0,102.0,115.0,154.0
LIMANOWSKI,517.0,24.0,1.0,7.0,7.0,99.0,118.0,39.0,61.0,16.0,46.0,31.0,3.0,21.0,4.0,6.0,9.0,6.0,0.0,5.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0
MIELECKI,822.6960004625345,66.65130838088248,23.87509553942059,15.916730359613727,25.864686834372307,221.83942938711633,83.56283438797206,35.812643309130884,62.672125790979045,13.927139064662011,111.41711251729609,43.771008488937746,19.895912949517157,27.854278129324022,13.927139064662011,7.958365179806863,9.947956474758579,10.942752122234436,0.9947956474758579,21.885504244468873,4.973978237379289,11.937547769710296,9.947956474758579,3.9791825899034317,0.0,1.9895912949517158,0.0,2.984386942427574,0.9947956474758579,0.0,7.958365179806863,2.984386942427574,0.9947956474758579,1.9895912949517158,0.0,0.0,0.0,0.0,0.0,0.0,2.984386942427574,15.916730359613727,2.984386942427574
MYŚLENICKI,988.2209379301114,57.702713447123834,5.010126542613593,12.435890572626496,33.153870126232526,216.47682993732226,137.1081403413715,55.73302454037905,131.57447907642432,26.287213028895636,110.54342961868049,38.035846348684665,7.4154318836426425,18.912492919464032,13.687257252837467,36.8923083688224,8.543513669218537,18.54898039006242,0.543582203804094,7.358784173046344,14.159336847076407,16.533318592019388,5.056510641425185,6.610287922428428,0.0,0.543582203804094,0.0,5.164133738017227,2.805143961214214,0.0,4.71791101902047,6.553777281003243,0.18459242700108092,0.18459242700108092,4.553777281003243,2.9795413110161464,5.384846652045196,2.3589897768030132,0.0,1.2615617574101203,7.446154184411201,16.3588527076319,13.271756834609269
NOWOSĄDECKI,1905.550299065616,83.47429216950788,8.0,17.346125215503374,32.120491824702476,400.0921015516243,227.9409092097137,120.8050671264072,193.1511923419106,54.57175860630427,140.94858433901575,115.14351721260854,25.4512667816018,99.23330852010292,50.4512667816018,31.007675129302026,17.669225043100674,29.669225043100674,5.0,45.120491824702476,11.11281669540045,27.338450086201348,15.11281669540045,26.556408347700224,4.0,15.11281669540045,4.0,10.669225043100674,8.0,2.0,23.669225043100674,11.33845008620135,0.556408347700225,3.0,10.0,18.11281669540045,46.55640834770023,4.0,0.0,1.0,6.0,17.684575301704726,10.0
NOWOTARSKI,1522.1651526496494,38.364515743287924,6.30654375675931,3.0729031486575846,11.379446905416895,346.4282006488937,137.09354722986376,82.74396264870482,187.6262660136603,49.985068837871026,124.18884712171482,47.37198132435241,21.839262540555858,64.99253441893552,27.685990662176206,13.919631270277929,5.61308751351862,15.065437567593099,0.15327187837965495,19.53271878379655,9.831796959491374,18.766359391898273,9.22617502703724,23.22617502703724,7.0,7.153271878379655,3.0,9.766359391898275,5.61308751351862,0.0,12.766359391898275,4.0,0.0,3.0,8.0,9.766359391898275,172.29907817569483,2.153271878379655,0.0,9.459815635138964,7.459815635138964,17.072903148657584,7.30654375675931
ROPCZYCKI,1055.5925497514475,85.36844569430724,20.502741147643782,29.891230535805448,33.38672375950341,260.6927139127572,154.8154203940115,69.49094318076135,56.29307452470761,20.320760546620857,143.39338926712998,49.76009291826633,7.938751256772941,18.914990896289194,24.312120415535862,11.15822024053918,21.50058111487253,6.758930688521265,0.9978399672287503,28.485460885473785,3.765410786835014,16.693361879751706,10.56830995641334,5.57911012026959,0.0,2.993519901686251,0.0,4.173340469937926,0.9978399672287503,0.0,9.57046998918459,1.9956799344575007,2.5855902185833384,0.9978399672287503,3.9913598689150014,3.175500502709176,2.1776605354804257,0.0,0.0,0.0,3.9913598689150014,22.13445988005543,1.9956799344575007
TARNOWSKI,1593.6914173931937,72.6877662306054,12.0,7.4376140988308865,36.78758367247598,401.5508215115824,131.91296400191226,55.20024341083922,129.6378575096701,30.087644525185787,150.3755324612108,107.17528905037157,17.300060852709805,103.11259888565344,39.300060852709805,24.46256845929853,20.487522819766177,21.487522819766177,9.0,59.78758367247598,12.325015213177451,23.975045639532354,18.32501521317745,21.162507606588726,6.0,12.325015213177451,5.0,8.487522819766177,3.0,2.0,25.487522819766177,10.975045639532354,1.1625076065887257,7.0,7.0,8.325015213177451,3.1625076065887257,1.0,1.0,6.0,11.0,25.41265973836324,12.0
WADOWICKI,1750.3940872298535,122.6481771262703,25.44539708857182,24.691298958305904,57.923582534870874,346.06460289338213,220.71755509137205,92.05725987159113,248.3859043619129,30.643890227697106,101.72233679429138,105.41386776384007,115.01663116350626,60.98335384125319,36.935184197594964,29.601009562324528,9.677680665136792,27.866335134299874,3.700630352901822,34.058008313620434,30.20807817140435,15.422447400806792,12.92156590442585,14.745020373353142,0.0,6.700630352901822,0.9558636172318229,6.466583783574968,4.199748856520881,0.0,12.856242826654526,5.867590851695469,1.0,1.4779318086159114,1.9117272344636458,10.422447400806792,9.576296881797614,3.2668349270540875,0.0,3.322572972546351,6.410845738082704,17.169230766921814,9.835056131651378
ŻYWIECKI,1155.5853554361329,58.186846224827356,4.353534069990134,28.23736924496547,8.590903314955606,254.93927071905293,162.56053867448207,90.77774953978296,183.32820902443274,30.595942909871752,96.90399355463991,34.88887476989148,11.121204419940808,24.297971454935876,19.94443738494574,31.060602209970405,4.70706813998027,17.535340699901347,2.176767034995067,19.767670349950674,8.419175874876682,5.883835174975337,8.41413627996054,8.41413627996054,0.0,4.176767034995067,5.0,5.883835174975337,2.707068139980269,0.0,15.883835174975337,5.0,1.0,0.0,10.0,4.883835174975337,8.65150552492601,1.1767670349950674,0.0,0.530301104985202,6.530301104985202,10.237369244965471,8.353534069990134
