District,Indirect Occupation - Total,Indirect Occupation - A. Agriculture,Indirect Occupation - Excluding Agriculture - Total,Indirect Occupation  - Horticulture,Indirect Occupation - B. Mining and industry,Indirect Occupation - C. Trade and insurance,Indirect Occupation - D. Transport and communication,"Indirect Occupation - E. Public service, liberal professions","Indirect Occupation - Schooling, Education, and Culture",Indirect Occupation - Public Hygiene and Sanitation,Indirect Occupation - G. Domestic service,Indirect Occupation - N. Not further specified
ŻYDACZOWSKI,83817.0,68235.0,15582.0,433.0,7168.0,2872.0,954.0,1160.0,454.0,289.0,592.0,1660.0
BIELSKI (BIELSKO),62584.0,17865.0,44719.0,423.0,28294.0,2534.0,7070.0,960.0,627.0,576.0,1323.0,2912.0
BIELSKO (MIASTO),22332.0,133.0,22199.0,37.0,9260.0,4195.0,970.0,1265.0,863.0,759.0,1991.0,2859.0
CIESZYŃSKI,81087.0,31634.0,49453.0,1585.0,26034.0,3977.0,3734.0,3034.0,1328.0,1168.0,2077.0,6516.0
TARNOGÓRSKI,64592.0,3223.0,61369.0,595.0,30909.0,2679.0,9968.0,3295.0,688.0,601.0,1053.0,11581.0
KATOWICE (MIASTO),126058.0,713.0,125345.0,167.0,62407.0,15807.0,13153.0,8352.0,2637.0,2492.0,4976.0,15354.0
KATOWICKI,215145.0,1831.0,213314.0,313.0,140367.0,9477.0,13007.0,6053.0,2478.0,2053.0,2617.0,36949.0
LUBLINIECKI,45232.0,19587.0,25645.0,1244.0,11715.0,1274.0,3780.0,1456.0,462.0,828.0,600.0,4286.0
PSZCZYŃSKI,162015.0,39994.0,122021.0,1694.0,75475.0,5032.0,13994.0,3363.0,1637.0,935.0,1885.0,18006.0
RYBNICKI,212829.0,40401.0,172428.0,812.0,118830.0,6856.0,11994.0,4675.0,2143.0,2363.0,2085.0,22670.0
ŚWIĘTOCHŁOWICKI,201176.0,1528.0,199648.0,134.0,140294.0,7157.0,8400.0,5547.0,1669.0,1726.0,2121.0,32600.0
CHORZÓW,101977.0,580.0,101397.0,94.0,63581.0,7809.0,3929.0,4185.0,1553.0,1542.0,2234.0,16470.0
BORSZCZOWSKI,103277.0,85371.0,17906.0,567.0,7073.0,4730.0,984.0,1603.0,546.0,296.0,587.0,1520.0
BRODZKI,91248.0,68285.0,22963.0,689.0,9273.0,4773.0,1733.0,1463.0,781.0,433.0,791.0,3027.0
BRZEŻAŃSKI,103824.0,83092.0,20732.0,623.0,8245.0,4029.0,1244.0,1728.0,709.0,346.0,837.0,2971.0
BUCZACKI,139062.0,111143.0,27919.0,494.0,12881.0,5862.0,1328.0,1994.0,772.0,434.0,1111.0,3043.0
CZORTKOWSKI,84008.0,61549.0,22459.0,352.0,7387.0,4720.0,2576.0,2705.0,726.0,350.0,896.0,2747.0
KAMIONECKI,82111.0,64620.0,17491.0,569.0,8006.0,3736.0,744.0,1258.0,530.0,215.0,559.0,1874.0
PODHAJECKI,95663.0,84238.0,11425.0,287.0,4890.0,2618.0,400.0,1096.0,386.0,223.0,508.0,1017.0
PRZEMYŚLAŃSKI,89908.0,73639.0,16269.0,511.0,6679.0,3268.0,1423.0,1409.0,555.0,227.0,604.0,1593.0
RADZIECHOWSKI,69313.0,56245.0,13068.0,386.0,5468.0,3475.0,551.0,954.0,479.0,201.0,418.0,1136.0
SKAŁACKI,89215.0,69648.0,19567.0,441.0,7937.0,4807.0,1207.0,2056.0,618.0,306.0,646.0,1549.0
TARNOPOLSKI,142220.0,97209.0,45011.0,485.0,16049.0,9952.0,4135.0,3841.0,1652.0,917.0,1938.0,6042.0
TREMBOWELSKI,84321.0,69961.0,14360.0,426.0,6390.0,2952.0,469.0,1029.0,470.0,283.0,579.0,1762.0
ZALESZCZYCKI,72021.0,59086.0,12935.0,470.0,5069.0,2866.0,503.0,1251.0,481.0,308.0,545.0,1442.0
ZBARASKI,65579.0,56236.0,9343.0,94.0,3675.0,2108.0,418.0,1203.0,334.0,198.0,418.0,895.0
ZBOROWSKI,81413.0,70106.0,11307.0,295.0,4392.0,2961.0,670.0,940.0,379.0,209.0,457.0,1004.0
ZŁOCZOWSKI,118609.0,90143.0,28466.0,468.0,10820.0,5414.0,2390.0,2103.0,847.0,538.0,1098.0,4788.0
KOPYCZYNIECKI,88614.0,72612.0,16002.0,477.0,5883.0,4024.0,1002.0,1774.0,507.0,315.0,624.0,1396.0
BŁOŃSKI,143824.0,60228.0,83596.0,1405.0,50142.0,8949.0,8182.0,3836.0,1742.0,1578.0,2021.0,5741.0
CIECHANOWSKI,78763.0,56484.0,22279.0,626.0,12305.0,3236.0,1340.0,1088.0,630.0,371.0,745.0,1938.0
GOSTYNIŃSKI,81566.0,61245.0,20321.0,968.0,11447.0,2763.0,1124.0,1175.0,621.0,388.0,634.0,1201.0
GRÓJECKI,132357.0,89744.0,42613.0,1480.0,23040.0,7402.0,2561.0,1982.0,1059.0,824.0,1117.0,3148.0
KUTNOWSKI,108002.0,59022.0,48980.0,657.0,26392.0,6573.0,6948.0,1874.0,989.0,773.0,1550.0,3224.0
LIPNOWSKI,104500.0,81342.0,23158.0,1096.0,11851.0,3703.0,1379.0,1327.0,866.0,410.0,993.0,1533.0
ŁOWICKI,104785.0,76093.0,28692.0,576.0,13546.0,4149.0,4020.0,1425.0,861.0,414.0,830.0,2871.0
MAKOWSKI (MAKÓW MAZOWIECKI),65561.0,49601.0,15960.0,556.0,8769.0,2797.0,764.0,906.0,561.0,217.0,347.0,1043.0
MIŃSKI,111133.0,74962.0,36171.0,635.0,19373.0,6383.0,3430.0,1477.0,1019.0,788.0,676.0,2390.0
MŁAWSKI,103131.0,73843.0,29288.0,635.0,14915.0,4790.0,2256.0,1848.0,947.0,454.0,862.0,2581.0
NIESZAWSKI,117874.0,82357.0,35517.0,999.0,19535.0,4544.0,3147.0,1784.0,919.0,1082.0,1141.0,2366.0
PŁOCKI,128144.0,76744.0,51400.0,1376.0,24398.0,7740.0,3972.0,4028.0,1503.0,986.0,1851.0,5546.0
PŁOŃSKI,81424.0,60236.0,21188.0,660.0,11528.0,3319.0,1595.0,1213.0,664.0,354.0,694.0,1161.0
PRZASNYCKI,69118.0,54555.0,14563.0,563.0,7559.0,2275.0,652.0,1429.0,472.0,237.0,350.0,1026.0
PUŁTUSKI,118297.0,74087.0,44210.0,1220.0,24422.0,7522.0,2665.0,1922.0,1282.0,662.0,964.0,3551.0
RADZYMIŃSKI,97338.0,59914.0,37424.0,744.0,20463.0,5586.0,3735.0,2177.0,922.0,659.0,728.0,2410.0
RAWSKI (RAWA MAZOWIECKA),93552.0,71050.0,22502.0,755.0,13070.0,3404.0,1096.0,1140.0,640.0,425.0,648.0,1324.0
RYPIŃSKI,86607.0,66822.0,19785.0,872.0,10871.0,3307.0,744.0,1127.0,653.0,358.0,793.0,1060.0
SIERPECKI,83168.0,59486.0,23682.0,409.0,13483.0,4483.0,1052.0,1198.0,586.0,352.0,664.0,1455.0
SKIERNIEWICKI,71045.0,45502.0,25543.0,466.0,10026.0,3073.0,5434.0,942.0,751.0,513.0,713.0,3625.0
SOCHACZEWSKI,75181.0,54453.0,20728.0,650.0,12263.0,2536.0,1715.0,1215.0,566.0,296.0,588.0,899.0
WARSZAWSKI,326072.0,86258.0,239814.0,4430.0,127537.0,29636.0,26371.0,10275.0,4974.0,6615.0,5192.0,24784.0
WŁOCŁAWSKI,147786.0,64872.0,82914.0,1745.0,49260.0,11735.0,4260.0,4131.0,1749.0,1677.0,3061.0,5296.0
DUBIEŃSKI,226709.0,188254.0,38455.0,1006.0,16684.0,9286.0,2975.0,2821.0,1133.0,772.0,1083.0,2695.0
HOROCHOWSKI,122045.0,102745.0,19300.0,552.0,9267.0,5138.0,668.0,1378.0,524.0,314.0,525.0,934.0
KOWELSKI,255095.0,203664.0,51431.0,1197.0,17487.0,11990.0,8976.0,3205.0,1462.0,1114.0,1353.0,4647.0
KRZEMIENIECKI,243032.0,199700.0,43332.0,994.0,17369.0,10621.0,1992.0,4597.0,1690.0,883.0,1284.0,3902.0
LUBOMELSKI,85507.0,75067.0,10440.0,647.0,3965.0,2887.0,659.0,873.0,338.0,109.0,208.0,754.0
ŁUCKI,290805.0,221534.0,69271.0,1928.0,28885.0,16412.0,4993.0,6259.0,2145.0,1570.0,2149.0,4930.0
RÓWIEŃSKI,252787.0,179303.0,73484.0,1202.0,29970.0,17796.0,4557.0,6806.0,2303.0,2000.0,2261.0,6589.0
WŁODZIMIERSKI,150374.0,115628.0,34746.0,882.0,14481.0,8520.0,2655.0,2098.0,948.0,720.0,1051.0,3391.0
KOSTOPOLSKI,159602.0,137595.0,22007.0,1187.0,10017.0,4819.0,768.0,2323.0,714.0,272.0,559.0,1348.0
ZDOŁBUNOWSKI,118334.0,86488.0,31846.0,609.0,11823.0,6329.0,4493.0,2904.0,1070.0,733.0,783.0,3102.0
SARNEŃSKI,181284.0,145772.0,35512.0,1654.0,16652.0,6166.0,3469.0,2747.0,936.0,449.0,828.0,2611.0
OSZMIAŃSKI,104218.50437609632,88092.39140305431,16126.112973042013,431.37128049219695,7019.496633598197,2937.907404553092,1237.3282456612208,1324.9972356919675,688.400819445977,363.6270609229836,685.4121038767471,1437.5721887996308
ŚWIĘCIAŃSKI,136475.0,111305.0,25170.0,1104.0,8954.0,3843.0,3241.0,2801.0,857.0,481.0,916.0,2973.0
WILNO (MIASTO),195071.0,5168.0,189903.0,1441.0,67719.0,35070.0,19755.0,13716.0,7476.0,7380.0,9444.0,27902.0
DZIŚNIEŃSKI,159886.0,133009.0,26877.0,705.0,10008.0,4951.0,2494.0,4009.0,913.0,590.0,1084.0,2123.0
WILEJSKI,131070.0,114982.0,16088.0,636.0,5339.0,3127.0,928.0,2828.0,603.0,308.0,857.0,1462.0
WILEŃSKO-TROCKI,214865.49562390367,178910.60859694568,35954.887026957986,2391.628719507803,15156.5033664018,3403.092595446908,4143.67175433878,3921.002764308033,939.5991805540228,515.3729390770164,1424.587896123253,4059.427811200369
POSTAWSKI,99907.0,90397.0,9510.0,626.0,3639.0,1598.0,675.0,1010.0,446.0,237.0,515.0,764.0
MOŁODECZAŃSKI,91285.0,75168.0,16117.0,464.0,5546.0,2730.0,2177.0,1895.0,453.0,278.0,753.0,1821.0
