District,Konie,Bydło rogate,Trzoda chlewna,Owce,Kozy
KOŚCIAŃSKI,12985.815106763597,41679.71509487115,39394.89330001814,6263.419599140414,5374.284407649722
KROTOSZYŃSKI,11802.392193791133,36770.87797130633,30796.38050681677,3363.100002243729,2939.4405037252304
LESZCZYŃSKI,8549.147009188768,29225.998204433825,30359.553920497157,2022.7666390609218,3250.354715170308
MIĘDZYCHODZKI,4915.0,15252.0,17265.0,1324.0,2539.0
MOGILEŃSKI,16250.956531814767,43620.099207307365,42455.54518720733,12804.850465792419,4659.353628397325
NOWOTOMYSKI,11784.180260256706,35319.674152255204,46298.12403467658,5680.946940881022,7002.583790556533
OBORNICKI,9729.42661018167,29813.964083508825,43338.26577856049,6651.847036321083,3430.896756191455
OSTROWSKI (OSTRÓW WIELKOPOLSKI),11244.529530338561,38914.33281233213,31101.798100017084,2414.846640649038,4455.731319437065
POZNAŃ (MIASTO),2231.0,935.0,792.0,6.0,556.0
RAWICKI,5974.953416533222,21865.130948832477,21067.17680235001,366.9745305099192,2107.448394430471
SZAMOTULSKI,10355.0,28617.0,34937.0,8090.0,4567.0
SZUBIŃSKI,9454.0,27003.0,30666.0,6217.0,1773.0
ŚREDZKI,10015.0,27530.0,29407.0,4531.0,2038.0
ŚREMSKI,9140.256935376312,26401.569012708846,24761.769031426957,3980.1162000548406,2125.2281345855545
WĄGROWIECKI,11576.0,31506.0,45224.0,5743.0,2772.0
WOLSZTYŃSKI,6788.0,23697.0,26722.0,1754.0,4720.0
WRZESIŃSKI,7580.0,22978.0,24083.0,1640.0,1601.0
WYRZYSKI,12559.0,34541.0,39016.0,17753.0,1992.0
ŻNIŃSKI,8736.34848397533,23908.597189591084,33229.54136817455,3611.160997306754,1787.5125236087056
POZNAŃSKI,12473.507982182917,34099.68357559945,37621.98837409844,3231.17768452729,4130.57733470753
GNIEZNO (MIASTO),296.0,189.0,555.0,3.0,239.0
INOWROCŁAW (MIASTO),502.8149345241786,609.0790672037801,883.0365948903768,108.9230870823606,269.26695374940755
DOLIŃSKI,8833.723570487145,37893.73336202916,10440.63632114969,16705.018113839502,513.6773974191617
HORODEŃSKI,16504.156921146056,21098.117596699725,15929.302881151003,15113.789607463108,550.4958179613626
KAŁUSKI,9312.0,31404.0,12038.0,3616.0,528.0
KOŁOMYJSKI,17347.843078853944,41400.882403300275,23767.697118849,14662.210392536892,1714.5041820386375
KOSOWSKI (KOSÓW HUCULSKI),6362.0,26379.0,12580.0,43419.0,1108.0
NADWÓRNIAŃSKI,10241.0,31323.0,12213.0,15351.0,1750.0
ROHATYŃSKI,18666.0,42043.0,19180.0,926.0,918.0
STANISŁAWOWSKI,14450.90657241458,40553.26055068449,15606.176258167365,895.1567905125675,1179.2221292934719
STRYJSKI,12959.511217832054,47312.06126988529,11769.630758680898,8981.759960485762,452.469269523204
ŚNIATYŃSKI,9492.0,19546.0,13375.0,9780.0,1580.0
TŁUMACKI,13292.858861873194,31702.225509182445,17845.140224855146,3985.0957110394556,729.9432738042567
ŻYDACZOWSKI,10862.7652116808,30382.205368085542,8591.732920169414,119.22192567473351,130.85333305763433
BIELSKI (BIELSKO),2618.0,14993.0,8108.0,272.0,874.0
BIELSKO (MIASTO),187.0,98.0,66.0,0.0,5.0
CIESZYŃSKI,3511.0,22908.0,15725.0,2718.0,1586.0
TARNOGÓRSKI,1192.0,3727.0,2642.0,32.0,3364.0
KATOWICE (MIASTO),1199.0,274.0,1063.0,23.0,2369.0
KATOWICKI,2047.8434320916788,1763.64207381177,2842.013582799087,23.90478714503905,6533.089790490488
LUBLINIECKI,3854.0,14645.0,8311.0,141.0,1206.0
PSZCZYŃSKI,7820.0,35493.0,16646.0,142.0,7408.0
RYBNICKI,7828.0,31165.0,23405.0,215.0,13733.0
ŚWIĘTOCHŁOWICKI,1762.0087514895042,962.7064575177291,2791.651854315214,36.42140994698975,6087.297273302287
CHORZÓW,1105.147816418817,335.6514686705008,1155.3345628856982,6.673802907971196,1990.6129362072252
BORSZCZOWSKI,17190.9075194863,29902.237591438552,25985.68328167411,18019.693327182118,720.5121273555094
BRODZKI,14391.253637426547,30204.213349983387,20280.743111696236,5281.573715077076,181.1142729347117
BRZEŻAŃSKI,18249.628261828806,32106.392441032312,16627.65737822262,2329.930963415379,741.8453978498875
BUCZACKI,18915.238283379378,39939.92422856472,17578.4028593085,2946.9357362974265,1507.8717209740669
CZORTKOWSKI,13204.05445434542,23010.95530864108,16700.27015610747,1789.7186576319516,624.1222327386896
KAMIONECKI,14761.974852710851,28609.30495944276,19831.768491067847,1795.127407976079,52.402357793586766
PODHAJECKI,16520.15526382166,31589.4988975737,13965.401674807188,1478.0935143153913,941.2250064790165
PRZEMYŚLAŃSKI,14527.0,29957.0,14439.0,758.0,286.0
RADZIECHOWSKI,13886.746362573453,24323.786650016616,24693.256888303767,10242.426284922925,90.88572706528831
SKAŁACKI,16634.44891975807,24688.541138991757,17533.687486119354,1363.9916147738465,311.46265219245316
TARNOPOLSKI,23046.36624568747,36863.18226252871,20087.52243366847,1058.2188356021277,390.9676530127549
TREMBOWELSKI,13996.14490141204,25253.896664131626,14106.42974293808,402.13978050724154,307.1680112687987
ZALESZCZYCKI,10644.718853848744,16399.429508925812,12668.470026697414,11871.322449790881,582.9021022415814
ZBARASKI,15546.0,22745.0,12350.0,5039.0,118.0
ZBOROWSKI,14496.0,27759.0,17212.0,1215.0,315.0
ZŁOCZOWSKI,16472.0,34948.0,17385.0,1324.0,237.0
KOPYCZYNIECKI,15744.571862144338,28080.455898304794,19248.158477434295,1140.702618931614,861.7576927895135
BŁOŃSKI,12119.0,30180.0,16252.0,227.0,122.0
CIECHANOWSKI,15458.0,33364.0,14341.0,1792.0,17.0
GOSTYNIŃSKI,12030.0,31589.0,18430.0,1675.0,399.0
GRÓJECKI,20560.0,47665.0,36490.0,2427.0,114.0
KUTNOWSKI,14241.0,34471.0,18594.0,1161.0,188.0
LIPNOWSKI,16970.0,45606.0,30879.0,4256.0,401.0
ŁOWICKI,16832.0,46451.0,20699.0,3416.0,147.0
MAKOWSKI (MAKÓW MAZOWIECKI),12591.0,24955.0,14257.0,2097.0,45.0
MIŃSKI,12004.0,32140.0,23681.0,1502.0,35.0
MŁAWSKI,16585.0,39031.0,16866.0,926.0,159.0
NIESZAWSKI,17764.0,40441.0,30763.0,5229.0,666.0
PŁOCKI,19728.0,44651.0,32355.0,2542.0,70.0
PŁOŃSKI,15752.0,37189.0,25340.0,3417.0,46.0
PRZASNYCKI,12685.0,29390.0,10537.0,2278.0,28.0
PUŁTUSKI,16975.0,39845.0,22926.0,1430.0,55.0
RADZYMIŃSKI,9755.0,24087.0,12639.0,250.0,21.0
RAWSKI (RAWA MAZOWIECKA),13120.0,34783.0,29116.0,6842.0,103.0
RYPIŃSKI,14747.0,35931.0,25120.0,3002.0,137.0
SIERPECKI,14602.0,40293.0,23418.0,2094.0,142.0
SKIERNIEWICKI,8962.0,25521.0,16775.0,2539.0,67.0
SOCHACZEWSKI,11100.0,28869.0,16021.0,178.0,87.0
WARSZAWSKI,16853.0,28809.0,15766.0,424.0,290.0
WŁOCŁAWSKI,16334.0,35609.0,26280.0,7532.0,521.0
DUBIEŃSKI,55135.0,74725.0,60975.0,4577.0,284.0
HOROCHOWSKI,31262.0,38272.0,32435.0,1871.0,52.0
KOWELSKI,47897.0,100228.0,49975.0,43376.0,160.0
KRZEMIENIECKI,53334.0,67016.0,36147.0,15350.0,406.0
LUBOMELSKI,17102.0,35804.0,19978.0,15528.0,7.0
ŁUCKI,55534.0,101967.0,67536.0,18268.0,344.0
RÓWIEŃSKI,50048.0,70333.0,52820.0,8886.0,350.0
WŁODZIMIERSKI,35142.0,48814.0,34713.0,4883.0,96.0
KOSTOPOLSKI,23983.0,73414.0,39380.0,20566.0,88.0
ZDOŁBUNOWSKI,23880.0,31752.0,30391.0,5782.0,232.0
SARNEŃSKI,21878.0,85942.0,42494.0,28930.0,187.0
OSZMIAŃSKI,19799.244407625687,40944.40705992795,30406.195962822963,36526.08921008293,85.67651298459339
ŚWIĘCIAŃSKI,27767.0,53471.0,33423.0,55841.0,360.0
WILNO (MIASTO),650.0,1379.0,659.0,36.0,17.0
DZIŚNIEŃSKI,32847.0,68426.0,55923.0,82220.0,567.0
WILEJSKI,23177.0,52793.0,46243.0,32235.0,248.0
WILEŃSKO-TROCKI,37878.75559237431,83972.59294007205,70069.80403717703,58042.91078991707,422.3234870154066
POSTAWSKI,23868.0,46371.0,35480.0,52590.0,261.0
MOŁODECZAŃSKI,15288.0,34427.0,27998.0,29807.0,124.0
