District,Pszenica (zł za q = 100kg),Żyto (zł za q = 100kg),Jęczmień browarniany (zł za q = 100kg),Jęczmień innych gatunków (zł za q = 100kg),Owies (zł za q = 100kg),Gryka (zł za q = 100kg),Groch (zł za q = 100kg),Ziemniaki jadalne (zł za q = 100kg),Ziemniaki fabryczne (zł za q = 100kg),Siano koniczyny (zł za q = 100kg),Siano łąkowe (zł za q = 100kg),Słoma (zł za q = 100kg)
BRZESKI (BRZEŚĆ N.BUG.),23.454033904859855,16.605037944440646,16.114171678739833,15.481775896476652,14.88092776400601,16.31528077504759,19.79048191855981,4.306292106589802,0.021986203277327695,7.3057157792250385,5.097904997341624,3.621119937576514
DROHICKI,21.73,16.0,15.67,15.61,15.25,14.13,16.83,3.47,2.58,4.88,3.82,2.51
KOBRYŃSKI,21.94,17.7,16.75,16.33,16.89,16.0,19.8,4.16,3.6,6.6,4.18,3.41
KOSZYRSKI,20.8,17.14,16.5,15.75,15.29,17.0,19.5,3.15,3.0,6.88,4.8,2.48
ŁUNINIECKI,21.0,15.17,18.0,15.75,16.25,15.0,16.5,4.45,0.0,5.7,3.78,3.06
PIŃSKI,23.79,17.15,18.0,16.92,16.58,15.64,20.5,4.0,3.12,5.73,3.88,2.63
PRUŻAŃSKI,21.86,16.6,16.0,15.57,15.93,15.63,16.38,3.92,2.76,7.1,4.84,4.59
STOLIŃSKI,20.83,17.18,18.0,15.0,15.71,14.25,22.5,3.93,2.1,6.15,3.56,2.48
IWACEWICKI,19.57,16.0,17.5,16.14,15.56,14.56,17.8,4.47,4.0,6.8,3.43,2.84
BRODNICKI,21.958458501077747,15.883418391684966,18.489565616974403,16.632604785039184,16.462184255886118,0.0,23.358616477164144,4.868760056391394,2.7402180098076596,6.605836016332312,6.501388655118535,4.353383709109125
CHEŁMIŃSKI,20.337618353394518,14.266473874856448,16.854254352879675,15.221546086994318,14.747898110118573,0.0,19.171376743857277,5.234482891756104,4.1919748508938275,6.068381082249319,5.404577911446728,3.232060822738006
CHOJNICKI,19.726758801448995,14.430285843674515,16.629577764104997,15.613915194618686,14.45020714693037,0.0,20.347473595196874,4.5174875472034275,2.8310957167918307,5.5833624734160425,5.514104094130928,4.497897328385149
DZIAŁDOWSKI,19.27,13.89,15.2,14.37,13.36,0.0,21.0,4.29,3.5,6.16,4.92,3.5
GRUDZIĄDZ (MIASTO),20.71,14.88,17.25,15.83,15.75,0.0,22.0,5.07,0.0,6.0,5.57,3.89
GRUDZIĄDZKI,20.265011076466582,14.56027835914161,16.87935495263392,15.489866023199708,15.41158495675271,0.0,21.52729327292442,4.961062586078492,3.914053322349895,5.871079983524842,5.450319251372229,3.806416855985273
KARTUSKI,20.177754088813295,14.26520289069591,16.26420829577369,15.250628090382142,15.391403118908745,0.0,18.77000380354725,5.096056032663078,4.382795888128283,7.695701559454372,6.804126378785878,4.974051007940021
KOŚCIERSKI,19.849292763541072,14.248427209012714,16.53528194871755,15.607498827960681,14.689438955544915,0.0,18.134044417601068,4.716419964373134,3.354567719083635,6.355933355992667,5.892000667920532,8.678107416547464
LUBAWSKI,18.321288282137907,13.190943267632589,14.574407091768853,14.132467259058659,13.536809223666655,0.0,16.812928418322674,4.025495432729829,3.458659560340664,5.341707543192803,4.32332445042583,2.824571974278209
SĘPOLEŃSKI,19.31,14.36,15.75,15.67,15.8,0.0,23.0,4.33,0.0,6.33,5.5,4.33
STAROGARDZKI,21.33443958377009,16.05155706199088,17.821841431434894,16.629225818438844,16.368583456333212,0.0,22.502365976682057,5.493905685587408,3.9200985644373976,7.269001374257917,5.968921632200816,4.265461341090441
ŚWIECKI,21.41782003454917,15.23606226128588,16.119777921234885,15.149090778641575,14.437411096746821,0.0,22.644791517193475,5.251350577652437,3.8789074039873386,6.148145654408492,5.686542321690771,3.5822158683254925
TCZEWSKI,20.11,15.78,17.33,16.5,16.19,0.0,22.0,5.03,3.35,6.14,5.43,3.88
TORUŃ (MIASTO),21.25344281761239,15.297641629746614,17.635621114661777,15.982911478773472,15.62012155870043,0.0,22.170495115574802,5.290686334398533,0.0,7.920913254928089,6.37905609461766,4.131774089720759
TORUŃSKI,21.07140018463994,15.152906464108915,17.483748790541995,15.84322776788212,15.478767697257185,0.0,21.90506922334101,5.2517394688298875,0.15292352779218862,7.798053230851616,6.298886986255892,4.069828760813386
TUCHOLSKI,18.667253081335836,14.071089801831663,15.531029246428634,15.252381905944112,14.589999062592621,0.0,17.511616832531335,4.428520595277698,3.46514385690412,7.056377000998852,6.438912257018695,4.760945515540725
WĄBRZESKI,20.102780784670927,13.888338012828859,15.263048080539377,14.38737659905254,14.30263419761833,0.0,17.984220748815677,4.387773229815762,3.6721707288157663,5.254028888921019,4.312446650763131,3.191963787355243
MORSKI,22.24172260452086,15.788656910955472,20.542312123608653,18.343870997970853,17.16646906738767,0.0,21.88648438425771,6.9867133946172455,4.482283070994562,8.0761918010456,7.2944547904024475,5.599835322719554
GDYNIA (MIASTO),21.67495904202069,15.388718020552973,20.115971268696697,17.933388386043102,16.73648809555565,0.0,21.37321947299024,6.859546202625573,0.025107779672834563,7.855286780426059,7.100937857849933,5.461486199451152
BYDGOSKI,21.015951800429068,14.383010202287004,16.956392055400766,15.161009367181862,14.562548471108894,0.0,20.44741394915975,4.308918451725372,3.52094493856263,6.792531170428189,5.236532840638472,3.720431903920286
BYDGOSZCZ (MIASTO),21.12404819957093,14.456989797712994,17.04360794459923,15.238990632818135,14.637451528891104,0.0,20.55258605084025,4.3310815482746285,0.009055061437369763,6.827468829571809,5.263467159361527,3.7395680960797137
CHODZIESKI,20.29,13.8,16.5,15.11,13.6,0.0,20.0,4.06,3.0,5.67,4.87,3.4
CZARNKOWSKI,21.990059263891787,15.639423708437612,18.280618038929443,16.148131577699576,15.378824791539222,0.0,21.204574714865025,4.412943932716372,2.9,7.2659350139033725,6.383448552673504,3.71506371609605
GNIEŹNIEŃSKI,19.77100365742567,15.013689790182491,17.143335520955056,15.58242317344488,14.715116355721882,0.0,20.684257809092923,4.40552333091025,2.7022561050707683,6.107508972946835,6.041454473145578,3.4967364246074735
GOSTYŃSKI,21.88290789807496,15.341387366644282,16.778480503443753,16.08446794004364,14.840492842002252,0.0,23.67184987560596,4.273915847339479,2.30689863286336,7.341893495336042,5.898057863312893,3.1504816501883166
INOWROCŁAWSKI,20.587300977724343,14.160577392085528,15.982637699878353,14.853752509180625,14.685409980743245,0.0,19.55744080375449,3.8718781540597496,3.218313043655802,6.268283558874224,5.882085993635528,3.6738281206040075
JAROCIŃSKI,18.894289849490082,13.408850860928448,15.002910054185675,13.474488592415508,13.30570585430592,0.0,17.656549770019765,3.3569011246240446,2.7942919975920817,6.094932209512931,5.888642196267877,3.188118386514456
KĘPIŃSKI,19.366557143845696,13.425060689878983,16.44569934510175,13.78790016798382,13.352492794258016,0.0,20.863269991028147,2.9662127335070454,2.113539959960678,5.669366845388084,4.907403941367925,3.0478516160806337
KOŚCIAŃSKI,18.825367011516814,13.478486182774843,14.628843325810553,13.816344568152703,12.350019191844519,0.0,15.571261775322162,2.91470767621993,1.8692658664099344,4.978821528060274,3.913734691777506,2.335224394121725
KROTOSZYŃSKI,20.259711224637584,13.72735241942601,14.52972802760049,14.237143557461435,13.27044071808261,0.0,23.06170879481191,4.091136555517532,3.880095345075319,6.9953831050189725,5.478794603353155,3.2684338274610423
LESZCZYŃSKI,21.792738150551823,15.50401283559585,18.131016699015717,16.25655055171874,14.708261067516144,0.0,22.37362146602374,4.135326873065031,3.625209534016046,7.063683408152762,5.482313973763616,3.666511917520057
MIĘDZYCHODZKI,20.0,14.14,14.67,13.25,12.33,0.0,20.43,4.38,0.0,6.0,5.17,3.0
MOGILEŃSKI,19.583202302477343,13.602216877825667,16.2743683034423,15.184235261155006,13.708304076886892,0.0,17.364637854244187,3.993843542910937,0.00019297015151905286,6.106482315246735,5.585583210205286,2.96163368179978
NOWOTOMYSKI,19.451068330190456,14.092811923819506,16.124567141105146,15.736143349565245,14.700346572125506,0.0,20.347430926051768,3.7049653962267537,2.290704411645573,6.344255261818392,5.65704393832472,3.834439993406721
OBORNICKI,18.919404226063318,13.397026484885656,15.575293587896045,14.438428695027559,13.303755130964376,0.0,19.299110888711542,3.088238392648726,0.0,5.575170667169598,4.4270468046438864,3.1040075524583184
OSTROWSKI (OSTRÓW WIELKOPOLSKI),22.22543996207142,15.860269909264122,17.338804130286928,16.547326456156068,15.14349019415755,0.0,22.05913860741669,4.01086979818613,3.25011108575832,8.06758597946587,6.6278125228971705,3.9605479363336125
POZNAŃ (MIASTO),19.88,14.11,15.8,15.25,14.0,0.0,20.0,3.16,0.0,6.0,5.13,3.1
RAWICKI,20.73013699950007,14.89999867281956,16.6849152122981,15.472818051826634,14.001693159660046,0.0,21.649747959460072,4.412221853560989,3.036652590682202,7.324221588124901,5.35002726718197,3.3829025077334243
SZAMOTULSKI,20.33,14.78,17.08,16.47,14.57,0.0,21.17,3.79,3.0,6.33,5.19,3.2
SZUBIŃSKI,19.0,13.6,16.58,15.3,14.77,0.0,19.71,4.25,2.28,6.18,5.13,3.76
ŚREDZKI,20.05,14.2,15.62,14.77,14.5,0.0,22.5,3.84,3.6,6.43,4.95,2.81
ŚREMSKI,19.732851760311554,14.434581062667904,16.279602702257034,15.292960114241456,13.487404178172948,0.0,19.732851760311554,3.7887075379798185,2.6639349876420604,6.344111840940165,4.933212940077889,2.9599277640467334
WĄGROWIECKI,20.37,14.4,17.07,15.69,14.89,0.0,20.0,3.67,0.0,6.0,4.71,3.5
WOLSZTYŃSKI,18.8,13.95,15.18,13.64,12.8,0.0,21.0,3.77,3.6,6.12,4.96,3.9
WRZESIŃSKI,20.05,14.3,15.69,14.87,14.67,0.0,18.67,3.88,0.0,6.6,3.75,2.85
WYRZYSKI,19.36,14.42,16.25,15.67,13.91,0.0,23.0,3.9,0.0,6.0,4.16,2.64
ŻNIŃSKI,20.058451590213473,14.27859021489645,16.918472699337084,15.129208146852651,13.93901446183946,0.0,20.49601132873179,3.8998684309256992,2.537550924777713,7.3284808094270995,6.16912596011481,3.0597404773634254
POZNAŃSKI,18.88681062973795,13.406240999952619,15.01334470833494,14.491429796255089,13.30463861092267,0.0,19.003976478302768,3.004616973661263,0.009295588354426657,5.702166959487968,4.876297060892218,2.948378154268233
GNIEZNO (MIASTO),18.68,14.25,16.25,14.74,13.95,0.0,19.67,4.2,0.0,5.77,5.74,3.33
INOWROCŁAW (MIASTO),20.99269902227565,14.439422607914471,16.297362300121648,15.146247490819375,14.974590019256755,0.0,19.94255919624551,3.9481218459402507,0.031686956344197964,6.3917164411257765,5.997914006364473,3.746171879395992
