District,Pszenica,Żyto,Jęczmień,Owies,Gryka,Proso,Kukurydza,Mieszanki zbóż na ziarno (jęczmień i owies),Mieszanki zbóż na ziarno (inne),Groch,"Fasola, Bób, Soczewica","Peluszka, wyka, bobik",Łubin,Seradela,Koniczyna,Pozostałe pastawne oraz mieszanki,Ziemniaki,Buraki Cukrowe,Len,Konopie,Rzepak i rzepik ozimy i jary,Chmiel,Cykoria
LUBACZOWSKI,4217.91272660601,11913.497411742746,3217.607581223556,8699.786347959523,1869.801154709071,633.0318488187695,2.668975350138033,55.13452387541933,218.7273817706307,108.51833398817152,17.80964725784443,125.84127903998856,1266.311969357222,313.10086765238196,1406.1980172144208,97.84037521776102,6079.42758891293,52.01254804448015,450.2550466437807,391.1304275942339,1.6655026999804943,37.58675991858159,0.0
TURCZAŃSKI,1376.1667405720755,5974.202704074678,1892.8360418135605,34625.081428075406,27.842750122591383,23.717898252577843,0.5156064837516923,187.61833415060923,28.890162093792306,86.74911122008123,565.3883845339548,47.79533815139046,204.09126882272676,6.702884288771999,2247.0027720101025,14.76531022377877,8714.854621272574,0.0,833.4646393928757,203.434611465264,0.0,0.0,0.0
BRZEZIŃSKI,1698.0,33965.0,680.0,7777.0,36.0,4.0,3.0,179.0,151.0,62.0,9.0,254.0,3630.0,4627.0,1708.0,190.0,12881.0,20.0,15.0,0.0,154.0,2.0,0.0
KALISKI,6940.0,32200.0,1616.0,10476.0,250.0,71.0,6.0,317.0,461.0,405.0,17.0,963.0,3778.0,3431.0,3289.0,903.0,14518.0,2481.0,76.0,6.0,205.0,27.0,2.0
KOLSKI,5303.0,33722.0,2394.0,5284.0,243.0,33.0,4.0,420.0,211.0,405.0,12.0,1402.0,3640.0,3078.0,2465.0,287.0,13149.0,2095.0,30.0,4.0,186.0,0.0,5.0
KONIŃSKI,5955.0,63412.0,4998.0,9426.0,648.0,65.0,13.0,985.0,457.0,724.0,37.0,1588.0,6370.0,5858.0,2340.0,593.0,23699.0,2155.0,76.0,23.0,143.0,12.0,0.0
ŁASKI,1747.0,34793.0,1463.0,6492.0,191.0,147.0,7.0,365.0,357.0,161.0,86.0,640.0,4746.0,3790.0,1275.0,241.0,12592.0,78.0,42.0,5.0,80.0,0.0,0.0
ŁĘCZYCKI,8331.0,31007.0,2563.0,8192.0,72.0,69.0,2.0,379.0,119.0,234.0,25.0,1453.0,3809.0,3494.0,3990.0,341.0,13268.0,3375.0,38.0,10.0,103.0,0.0,0.0
ŁÓDZKI,649.0,23954.0,457.0,5864.0,30.0,6.0,1.0,65.0,35.0,41.0,3.0,384.0,2981.0,3201.0,1047.0,287.0,10784.0,0.0,24.0,3.0,99.0,0.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,3770.0,46053.0,2434.0,11310.0,269.0,224.0,3.0,210.0,280.0,158.0,29.0,511.0,7020.0,5469.0,2204.0,245.0,19442.0,73.0,170.0,36.0,133.0,7.0,0.0
RADOMSZCZAŃSKI,2471.0,44553.0,3894.0,8488.0,193.0,580.0,3.0,123.0,256.0,162.0,44.0,663.0,6227.0,5546.0,1366.0,331.0,21216.0,100.0,217.0,4.0,83.0,29.0,23.0
SIERADZKI,3235.0,41958.0,1169.0,10028.0,211.0,190.0,10.0,213.0,153.0,132.0,99.0,766.0,5701.0,3970.0,1385.0,214.0,16684.0,427.0,186.0,3.0,136.0,0.0,0.0
TURECKI,3673.0,34528.0,1095.0,7438.0,272.0,250.0,5.0,273.0,209.0,363.0,60.0,1027.0,3552.0,3257.0,1369.0,328.0,12214.0,921.0,176.0,3.0,93.0,0.0,0.0
WIELUŃSKI,1916.0,45851.0,1434.0,10737.0,359.0,167.0,6.0,164.0,214.0,80.0,67.0,385.0,5421.0,4050.0,888.0,475.0,18775.0,550.0,191.0,4.0,29.0,0.0,0.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,2801.492567398827,39009.38864034759,8563.108179623467,15615.31002177878,4309.461303433148,9.792004779443644,0.9792004779443645,466.0994275015175,105.75365161799137,1178.9573754450148,33.292816250108395,572.8322795974532,6533.2255888448,3684.7313985046435,3206.8815652677936,517.0178523546244,16584.7184949437,0.0,1521.6775427255425,43.08482102955204,15.667207647109832,0.0,0.0
BRASŁAWSKI,2407.0,38459.0,11627.0,12528.0,146.0,5.0,0.0,883.0,1477.0,4981.0,1200.0,1958.0,95.0,28.0,1399.0,64.0,11524.0,0.0,9217.0,83.0,0.0,0.0,0.0
LIDZKI,846.7483134796768,52874.7280195087,13302.27386476106,16480.118254678793,6391.562209583203,7.4454288155687,0.6768571650517,553.6691610122906,412.2060135164853,4886.231874508222,251.11400823418072,1853.9117750766063,7030.515373392008,4844.943587440069,6893.113368886513,327.5988678850228,16166.056530094804,0.0,2449.546080322102,103.5591462529101,2.7074286602068,0.0,0.0
NIEŚWIESKI,3245.0,31428.0,6401.0,14994.0,1375.0,12.0,0.0,343.0,51.0,317.0,2.0,442.0,3226.0,2484.0,3979.0,158.0,13386.0,0.0,1087.0,17.0,1.0,0.0,0.0
NOWOGRÓDZKI,4374.697860920006,34752.747838852454,9240.59413376513,15769.83040104393,3825.357826660254,3.0,2.012892860456146,379.0830002783162,218.8436790452288,2847.0822567027826,132.19339290684218,970.5858218361059,7007.994436536574,2265.25225391962,5085.963007700082,153.2836429300352,14567.134186579297,0.0,2880.579514797146,157.1603574410531,107.0,0.0,0.0
SŁONIMSKI,2054.0,38270.0,7003.0,11981.0,3579.0,18.0,1.0,52.0,78.0,2562.0,175.0,435.0,5602.0,1621.0,1607.0,69.0,12468.0,0.0,1109.0,142.0,17.0,0.0,0.0
STOŁPECKI,1841.5264810440497,32004.038396575757,5332.131341638386,10247.542953544127,2212.259817173257,0.20799522055635444,0.16818465226868515,83.28092343637864,79.32242200247474,824.2027429759846,3.9179607030873504,242.29609141875184,4810.088264187371,3310.625210537394,2509.6414773473334,188.2246205100626,11779.175683347701,0.0,1664.5444488059375,27.17984068962243,0.3327923528901671,0.0,0.0
WOŁOŻYŃSKI,957.2830906371173,22518.82512422419,6747.166344973016,11126.316623633162,1325.9210527333405,0.0,0.8397220093308047,70.5366487837876,120.08024733430507,1698.7576248762177,12.59583013996207,103.28580714768897,2018.6917104312545,993.3911370383419,1951.51394968479,18.473884205277702,11080.9716351293,0.0,3750.1984936713734,75.57498083977242,0.0,0.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),679.4780545828962,28586.916608105847,7046.223942221736,8861.64124730706,3213.178189974429,4.188571008481251,0.7458093843149336,281.73061193663585,207.85376119194163,2570.6589483602984,131.72065514808506,927.002657735585,3865.938707444575,2475.994367340769,3513.4910137799143,191.76423341198557,8927.896911892081,0.0,1255.1143403495355,59.9370730563613,3.8285706359930014,0.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),3437.17684289469,54318.44696646898,6812.925320874454,10844.28625128846,2616.938717813766,1478.985815945102,6.0,148.45919072209156,106.11104685868423,1442.6312466895242,286.15359902337804,794.9368383882378,6068.390936988716,2472.0489454399935,1615.7904518726161,848.512955206213,24345.273127426633,188.97645093433195,1449.9935746078295,299.20845581744163,78.87610235697487,0.0,0.0
DROHICKI,1947.0,22737.0,3145.0,6471.0,1062.0,951.0,2.0,27.0,11.0,249.0,61.0,64.0,961.0,337.0,361.0,27.0,11020.0,0.0,1275.0,37.0,7.0,0.0,0.0
KOBRYŃSKI,3869.0,34221.0,5030.0,6004.0,3089.0,1686.0,5.0,87.0,77.0,762.0,208.0,1034.0,2369.0,755.0,1162.0,35.0,15218.0,85.0,1501.0,262.0,44.0,0.0,0.0
KOSZYRSKI,937.0,22210.0,3741.0,5503.0,2952.0,1845.0,5.0,5.0,1.0,901.0,202.0,11.0,974.0,392.0,174.0,1.0,9777.0,0.0,1011.0,396.0,5.0,0.0,0.0
ŁUNINIECKI,1739.0,16845.0,2448.0,3922.0,1942.0,1523.0,0.0,7.0,2.0,121.0,6.0,1.0,126.0,125.0,51.0,7.0,7943.0,0.0,895.0,337.0,89.0,0.0,0.0
PIŃSKI,1879.0,43344.0,4048.0,12905.0,3620.0,2455.0,0.0,70.0,32.0,98.0,125.0,46.0,2020.0,1161.0,674.0,38.0,19554.0,0.0,1542.0,377.0,20.0,0.0,0.0
PRUŻAŃSKI,818.0,27479.0,5155.0,7664.0,1929.0,463.0,1.0,144.0,51.0,785.0,103.0,100.0,2984.0,1496.0,490.0,100.0,13854.0,15.0,1315.0,39.0,15.0,0.0,0.0
STOLIŃSKI,2409.0,24473.0,2415.0,5196.0,1655.0,2436.0,5.0,1.0,0.0,111.0,14.0,14.0,335.0,146.0,14.0,1.0,11450.0,0.0,1076.0,484.0,1.0,0.0,0.0
IWACEWICKI,703.0,22106.0,3485.0,6072.0,1629.0,235.0,0.0,61.0,6.0,401.0,100.0,44.0,2186.0,1371.0,246.0,18.0,9780.0,0.0,1209.0,10.0,4.0,0.0,0.0
BRODNICKI,3162.3161393875066,25067.449772285807,4405.746540048854,3349.942490261603,35.785623671074916,0.09946606080620102,0.07004745746177166,2529.6885102928672,1379.0338115794484,876.6999110743812,2.487796463625541,432.2348442368243,682.2465479755992,1161.0074242532705,4703.063702977799,289.73994098257054,10148.110375323868,1178.8532066451485,50.4973374022944,5.825592702430555,122.43854603367298,0.0,0.071834523187157
CHEŁMIŃSKI,7127.8759367338835,10210.841677807915,5058.139460234709,2831.9700990610518,17.05051733144726,0.07217766378869625,7.821771990727553,1939.1389379366763,1209.4257863532362,957.7945002454327,13.24078167707274,591.8466661065333,219.94737531647874,233.7149597674414,4044.4193971730524,314.7314525069152,6049.804565881361,4456.767679891284,17.278250964217808,30.88441363368021,9.96597429414145,0.0,0.10585144780320793
CHOJNICKI,1022.860505544556,27806.10327474183,1539.9925987075596,5621.98497242131,815.4160715699677,0.009513920620060477,0.0,773.2449648256718,574.0944282386321,683.6425259784737,2.9590828912810507,294.95313382397853,3321.1717007475227,2169.451826797427,2244.8338725504964,267.2741377467203,10318.28960991466,99.66241580639962,4.934849273400171,0.0,12.821931415234948,0.0,0.0
DZIAŁDOWSKI,398.0,12199.0,2120.0,1869.0,20.0,0.0,0.0,810.0,762.0,345.0,5.0,98.0,496.0,849.0,1900.0,91.0,5387.0,147.0,13.0,0.0,35.0,0.0,0.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,7060.952193519211,11605.168100767438,4755.574786655122,3969.828582193381,45.01161320702379,3.914053322349895,2.935539991762421,2634.157885941479,675.1741981053568,1446.2427026082862,39.14053322349895,1073.4291236544586,302.36061915152936,317.0383191103415,5741.916223887296,319.9738591021039,6048.190896361175,2654.706665883816,17.613239950574528,1.9570266611749474,35.226479901149055,0.0,6.849593314112316
KARTUSKI,219.60904450150284,23898.907342866536,1318.5927671991944,10200.558567037753,175.4995355631668,0.0,0.9385001901773625,441.0950893833604,488.9585990824059,531.1911076403871,9.385001901773625,257.14905210859735,3078.280623781749,2986.3076051443677,2812.6850699615557,473.0040958493907,11943.353420197116,26.278005324966152,1.877000380354725,0.0,30.0320060856756,0.0,0.0
KOŚCIERSKI,718.7724091865454,23732.555024435624,914.3056676969511,5755.343179193687,148.39521227153446,0.0,0.9835011429600372,918.2391370411211,612.2426941861582,716.0194102313474,42.474553313593475,353.9581274590323,2504.9338678830745,1400.5649035732038,2531.8787596933194,174.08908984192672,8737.528578974232,0.6584092748867232,1.9670022859200744,34.559514935992695,88.11124160870922,0.0,0.0
LUBAWSKI,1788.8955837095323,22721.47183390464,4622.114206888593,4003.3984410943185,48.03693833806478,0.0,0.9607387667612955,2265.422012023135,1467.0480968444983,604.3046842928549,19.214775335225912,433.29318380934427,633.1268472956938,1136.5539610786127,4403.065768067017,198.87292471958818,8914.695016778061,423.6857961417313,45.15472203778089,41.31176697073571,120.09234584516194,0.0,0.0
SĘPOLEŃSKI,1051.0,15377.0,2656.0,4398.0,17.0,0.0,0.0,1625.0,356.0,668.0,2.0,255.0,486.0,386.0,2484.0,70.0,5659.0,212.0,10.0,0.0,13.0,0.0,0.0
STAROGARDZKI,3289.88858465534,19224.515360960744,2641.646518372726,3936.969816667821,42.10611416983744,3.655479429233668,11.478592474480108,1796.9554995636288,723.9209702135197,1177.6056015640843,48.850373884588876,801.3515945437291,1558.5394926000681,1055.40639690413,3444.8261191172987,292.57654566074956,8815.068449003114,1072.1350105171814,6.761204079522027,1.44048506400731,25.367884129733895,0.0,0.0
ŚWIECKI,3741.9737364822436,24959.45303093987,4422.488259455852,3641.292061305163,6.108113476613299,1.2035547330807794,5.696304090211366,2257.1106236319392,1126.1520533156536,779.1864582624544,34.76379467895478,500.13432676132305,950.3438906621375,1149.6463368539714,3919.7526580314525,391.9469553521643,11547.484009860274,1208.1093225358886,77.72890915164405,0.0,8.23381971211348,0.0,0.0
TCZEWSKI,5603.049371041192,7645.238230606808,3436.9290295868577,3468.8952922427234,14.002434653700401,6.667826025571619,1.3335652051143239,1515.7944280179925,473.7193015609515,1760.7707770963314,161.34921655033116,1268.110950647204,294.34991216567414,166.68452079380293,3389.2580732922424,434.6921725625756,4937.691807106745,2760.5196423093594,2.333565205114324,0.0,90.00556492274377,0.0,0.0
TORUŃ (MIASTO),44.99521095578683,96.15924518418929,28.457184745030872,17.1270093372871,0.3099911192269158,0.0077497779806728955,0.015499555961345791,14.80207594308523,8.307761995281345,4.54911967465499,0.05424844586471027,3.1696591940952143,4.184880109563363,5.944079711176111,27.32571715985263,2.5419271776607095,44.84796517415405,38.640393011635055,1.2167151429656446,0.0,0.24799289538153266,0.0,0.0077497779806728955
TORUŃSKI,5856.225370595281,12329.52895057309,3723.6807887082505,2232.6973358730006,39.167855254497255,0.9649709369166465,2.2144507627489927,1911.3054956283338,1077.5519410453735,600.4723158066121,7.2171235029045375,415.58451653421236,528.4104098245683,747.7077577824483,3545.2042949704337,327.60631397637235,5797.632915012294,4969.425342870185,151.9627640404015,1.138035555662799,31.19914248136285,0.0,0.9649709369166465
TUCHOLSKI,1355.8579703234411,16567.528618446475,2667.95005942471,2741.8387862210984,38.35725487962936,24.463625891493873,0.5135031787710257,818.6773162385527,761.5811488508174,993.8585152645879,4.774955011871212,413.6474103316376,1136.7148140739953,895.3394976574502,2284.840336574077,227.06321458045798,6279.278334173749,299.192518401858,20.06581179482194,0.0,11.203001691480694,0.0,0.0
WĄBRZESKI,4950.839408234179,12881.786600238076,3852.012936303923,2316.2923058684064,5.649493428947332,0.9415822381578888,0.0,1877.5149828868302,1498.998923147359,787.162751099995,4.707911190789444,600.7294679447331,212.79758582368285,406.763526884208,3754.0883835355025,358.74283273815564,5953.6244918723305,1929.3020059855141,7.53265790526311,1.8831644763157775,34.83854281184188,0.0,0.0
MORSKI,632.1488922788902,21370.76600742571,1571.4673072721146,8053.173370411095,36.410144410836786,0.9768971115189485,1.9917794159002946,1047.5025961862987,636.2123628497657,412.2584637676964,1.3567490401429234,484.20304193098696,1599.706070982276,1929.1054371097225,2608.8368458279997,294.6295226509918,10228.925148879902,130.01400412064834,3.006661720281641,0.0,15.868982844380948,0.0,0.0
GDYNIA (MIASTO),14.739642850910805,482.52692881523996,35.90188869955391,180.68769081030314,0.6930866544315426,0.02310288848105142,0.04620577696210284,24.350444459028196,14.577922631543446,9.241155392420568,0.02310288848105142,11.204900913309938,34.88536160638764,42.763446578426176,59.00477718060532,6.5150145516565,230.47441548696895,3.0495812794987875,0.06930866544315425,0.0,0.3465433272157713,0.0,0.0
BYDGOSKI,3717.439599439921,23879.587188138223,5448.986458744376,4556.282288768865,17.95382688218905,0.9974348267882804,9.974348267882805,1675.690509004311,1621.829028357744,812.9093838324486,8.976913441094524,431.8892799993254,1203.9038359334545,1200.9115314530895,4321.885104473619,275.2920121935654,9620.258904372964,1590.9085487273073,13.964087575035926,0.9974348267882804,24.93587066970701,0.0,0.0
BYDGOSZCZ (MIASTO),9.5604005600785,61.41281186177606,14.013541255623517,11.717711231134583,0.04617311781095063,0.0025651732117194796,0.025651732117194796,4.3094909956887255,4.170971642255874,2.0906161675513757,0.023086558905475316,1.1107200006745346,3.0961640665454118,3.0884685469102533,11.114895526380506,0.7079878064345764,24.74109562703438,4.09145127269257,0.035912424964072716,0.0025651732117194796,0.064129330292987,0.0,0.0
CHODZIESKI,815.0,18265.0,2424.0,3716.0,7.0,4.0,1.0,1250.0,334.0,235.0,10.0,209.0,2031.0,2076.0,759.0,265.0,7009.0,323.0,15.0,1.0,8.0,0.0,0.0
CZARNKOWSKI,1361.8746113324073,14568.630052258435,1466.8325280393358,2715.5353321237412,24.483848365774538,0.0,0.42395667593558195,716.4251682180517,229.39025208550595,115.46027413046005,92.63593501390338,200.93067861603524,1527.467251511123,980.5547316223501,773.5816193827487,71.33612623421392,6561.231830259242,557.7071686009735,2.695826703742328,0.0,46.67731764598542,0.0,2.0
GNIEŹNIEŃSKI,5459.658126944063,29353.127373260028,6331.149603494841,6229.113921628484,43.09609464607603,173.2177910323622,35.57433815552789,3260.747702592684,1006.9564864109523,717.2122646426582,13.000189159988341,514.341835320414,1326.1110409626178,1899.6117428388661,3169.1536581255896,545.7371961241132,13037.18738190883,3223.169120044753,10.504105407553931,55.615287331967295,48.01130817419753,0.0,1.0701143817265257
GOSTYŃSKI,6482.746855625251,12077.235246065771,3650.670235846634,5877.319531254816,36.40380530138238,7.693670768756277,15.284108107526006,988.4484014288539,539.5857149849296,1191.8541775128606,52.7862169377573,145.9803085335776,381.7842320705683,212.66733762420802,2928.8801261421286,313.6518731495684,6519.777109413468,4367.462298234337,97.79025975596998,13.572209117106066,90.97728197288804,0.14797623799615944,1.34539576955927
INOWROCŁAWSKI,8121.041621852687,17125.386392917982,7768.5125623014665,2752.895465034809,5.94150100367225,0.0,0.0,3221.283794157638,1287.3252174623208,1369.5159813464536,4.951250836393541,363.4218113912859,724.8631224480145,1070.4604308282837,1595.2930194859991,467.3980789555503,7051.5714411916815,9748.022646691605,0.9902501672787083,11.8830020073445,66.34676120767345,0.0,660.4968615748984
JAROCIŃSKI,7406.275806339014,25827.924302536165,3827.499885971263,9979.514514135168,25.80596889520635,0.0,76.02984447603177,1806.6342401270183,869.1641506196871,603.6492403846962,8.432834925147395,248.3581937275057,965.2462379325557,770.1790668561905,4087.8132829771594,367.8134150104331,13469.081511167673,4273.753570019046,23.2164174625737,161.0,149.66416862422452,0.0,0.0
KĘPIŃSKI,2317.7019243389664,29965.434961690382,1414.9939669180076,10080.476049120643,40.58140378830758,3.3454179813212575,16.818059937737523,979.3769795281797,256.9986593151128,50.54514984434381,1.0,194.18126971981886,3543.7291563859458,1805.4988407637259,1589.1238722628768,396.5260173586965,13553.523754338157,1220.3222634410122,12.909029968868762,4.0,41.78180599377375,0.0,0.0
KOŚCIAŃSKI,5507.322059956059,25226.342948080615,4744.667637111425,6011.806361887402,5.2108232768360105,13.775669732589051,14.012426239888875,1664.6019286353012,666.2264180181429,853.7114823947938,4.499693450387411,213.0207009765667,1169.8850157404788,687.9135910856179,1884.0201939622084,326.6277630661971,12729.66036300874,3457.547151085701,184.21043107429315,5.97927946467588,72.14164682279134,0.0,86.81398269224408
KROTOSZYŃSKI,7796.053573090453,16559.012251136846,3353.1344969172674,9541.807889497592,14.83902681578952,11.926157062623462,56.57153420089924,1320.6619903284466,809.3583821684094,1191.0660120085943,26.35634094003364,327.0910268257984,475.7813605457824,303.77769071228795,4201.830323849428,427.35040064067834,8683.69253555005,4814.021172291163,46.0146938185994,12.064293527075147,90.12142572023043,3.8520237620038404,0.0
LESZCZYŃSKI,4238.775864693149,19078.63935731434,2946.777452029415,5417.926955450793,13.189702715125373,30.262739221854183,24.91592368361515,1514.1053898016123,400.4585338015088,571.8713447005242,22.536518253364406,131.51488539515782,1108.3945075976735,787.537365677149,1853.080064196322,250.68087250707237,9802.358499983593,2375.510952015589,115.93341830823566,17.12359859667874,108.85527210025174,0.0,1.853978950181079
MIĘDZYCHODZKI,1441.0,15827.0,1250.0,3017.0,4.0,0.0,18.0,1043.0,281.0,277.0,1.0,68.0,2388.0,1941.0,689.0,109.0,6459.0,603.0,3.0,3.0,147.0,0.0,0.0
MOGILEŃSKI,8751.581607238471,30456.921363217836,10594.59384851221,4701.76735927298,4.035582856583854,12.6701983031809,24.36000696170214,4137.020293757412,1479.230577431721,2273.6451645705224,65.97741661670042,502.9571696200356,789.9736311542252,1319.9496419709903,3782.64787155667,243.89095974500202,12009.809766936622,9171.781763807097,8.780375137198199,2.218201076784618,102.61791733670694,0.0,308.90269725346207
NOWOTOMYSKI,3994.932010390594,28742.279758413442,3561.4425473621836,5682.608718890418,36.78359703599787,3.0,6.951910452443972,2053.9853517214574,585.9244108446267,931.97892605682,35.0,64.91584329177695,2817.722172155726,2390.6719407199575,1810.3022175569963,385.68955982909824,12919.332893869858,4395.004973654313,114.78359703599787,10.0,63.57921645888476,71.0,0.0
OBORNICKI,3258.0709659015274,22322.213262459587,3698.8714914419634,4924.845341813601,13.325390078338515,0.17592140089414166,3.9278861258527016,1989.9165666373606,839.2662638906401,328.93176821826756,5.539986386990769,111.88406379827103,1623.6363465156826,1646.4938267025236,2109.1047825486717,164.05807657353327,9985.450018515574,1501.6714222902042,14.972674619655411,0.316658521609455,60.01703177279156,0.0,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),3072.33629819219,24134.356085656927,1831.9082197293121,7176.300492042528,36.03371931071575,31.248662576093686,41.32508414941598,1311.8104491768866,273.01092651874933,192.25704686847897,168.5830855168612,144.5811690754685,2176.006334196216,1028.7826115341531,1663.2388248846055,293.7288441132712,11176.167464621136,1197.1434206484253,13.461046850150174,5.751896568955578,48.55402538200173,0.0,0.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,4326.042529568141,12071.83234900784,2554.0705266993523,4346.599522215041,46.63194121865865,23.108332780341485,42.21666556068297,961.8526968566371,217.34162408629422,655.7776819258571,76.93888409629285,195.2208219970004,620.2110794062451,309.34026072719575,1543.2219862790328,376.8569196519765,5598.180023761726,3164.6218668327933,104.62499170512224,186.21666556068297,74.48054799800028,0.0,0.0
SZAMOTULSKI,5150.0,21342.0,4113.0,4626.0,7.0,3.0,0.0,2785.0,1003.0,1081.0,36.0,86.0,1008.0,879.0,2205.0,249.0,10962.0,3796.0,9.0,0.0,121.0,0.0,0.0
SZUBIŃSKI,2717.0,19656.0,4336.0,3836.0,16.0,1.0,20.0,2572.0,676.0,445.0,5.0,257.0,1329.0,1230.0,1667.0,302.0,8168.0,2253.0,17.0,5.0,63.0,0.0,0.0
ŚREDZKI,4425.0,20909.0,4923.0,5060.0,61.0,8.0,13.0,1784.0,927.0,774.0,6.0,244.0,1055.0,698.0,1730.0,484.0,9411.0,4182.0,11.0,3.0,70.0,0.0,0.0
ŚREMSKI,3342.7450881967775,21478.222498511113,3377.277578777323,4561.248684396016,125.30360867797837,26.6393498764206,12.826353644202511,1587.5079241170647,453.8555904871658,497.2678643598512,9.866425880155777,70.05162374910603,1553.962076124535,1233.3032350194724,901.7913254462381,386.7638945021065,9339.55873815546,2022.6173054319345,11.839711056186934,52.29205716482562,116.42382538583819,0.0,0.9866425880155778
WĄGROWIECKI,3406.0,27244.0,6364.0,5469.0,14.0,0.0,9.0,3168.0,1839.0,410.0,42.0,267.0,1880.0,1686.0,2020.0,482.0,11773.0,1978.0,4.0,11.0,29.0,0.0,0.0
WOLSZTYŃSKI,1314.0,18128.0,1399.0,3274.0,2.0,3.0,10.0,706.0,132.0,180.0,2.0,53.0,1619.0,1175.0,473.0,9.0,7951.0,670.0,38.0,9.0,26.0,50.0,0.0
WRZESIŃSKI,4580.0,15371.0,3956.0,3853.0,106.0,1.0,17.0,1899.0,775.0,407.0,22.0,238.0,707.0,796.0,2263.0,37.0,7196.0,4979.0,6.0,0.0,2.0,0.0,0.0
WYRZYSKI,4431.0,24354.0,6752.0,5526.0,8.0,2.0,2.0,3305.0,1575.0,924.0,0.0,382.0,812.0,557.0,3960.0,351.0,10878.0,2961.0,9.0,0.0,14.0,0.0,0.0
ŻNIŃSKI,4193.38025506532,16818.613044660833,5495.570373345534,4158.248557674928,0.14979313625345286,0.5966055440082563,4.131282005111249,2809.694032287698,845.9808319199362,476.1519464213276,6.077832682453456,383.4602462607806,610.0583658547837,987.9301781410456,1966.2405843974632,227.47984179892512,6941.210614021378,2969.434252383338,2.036873562372418,28.140297539770007,25.18936379549134,0.0,0.027188364811391426
POZNAŃSKI,4653.5138888634365,32279.759984546654,7439.964873663924,6677.21205411042,21.97602147900984,4.730351851088634,9.508793249733296,2842.5493367104164,935.9549038198342,582.231859035558,4.730351851088634,75.76978632564119,2051.628038625217,1511.4181590368812,2611.499159801317,253.9112290190348,15162.734496285932,3057.743788821106,18.191739998138935,8.51463333195954,99.75817241397655,0.0,0.0
GNIEZNO (MIASTO),17.9885342641806,96.45516118318665,20.57473414000997,20.668714485430417,0.14967240196589895,0.6091318684658679,0.12182637369317356,10.661548074919732,3.2962735967838674,2.3877969243862016,0.038288288874997405,1.7403767670453365,4.403153220624701,6.369778967385932,10.470106630544745,1.897010676079417,43.042998202565265,10.487510398215198,0.034807535340906734,0.1949221979090777,0.14967240196589895,0.0,0.0
INOWROCŁAW (MIASTO),79.95837814731307,168.61360708201832,76.48743769853324,27.104534965190872,0.05849899632775009,0.0,0.0,31.716205842361838,12.674782537679185,13.484018653546395,0.0487491636064584,3.5781886087140466,7.136877551985511,10.539569171716307,15.706980514000898,4.601921044449673,69.42855880831806,95.97735330839531,0.00974983272129168,0.11699799265550018,0.6532387923265426,0.0,6.503138425101551
DOLIŃSKI,768.8726473273741,4920.974320394536,410.002286074819,6686.919501756054,12.309537457211656,151.5019994733742,106.99828712807054,40.71616235846932,26.512849907840486,14.203312450628832,47.34437483542944,0.0,14.203312450628832,0.0,2365.324966778055,21.778412424297542,6419.897227684232,0.0,309.63221142370855,177.0679618845061,0.0,0.0,0.0
HORODEŃSKI,10854.998067092993,11552.617546137833,9033.003058973083,4432.222081249979,213.37802501511223,28.255537559078785,6105.144770523713,1027.9169698216592,430.6533655556146,190.9684607441187,564.1364223002282,1299.7547277176243,49.690772948724764,8.768959932127899,4028.8499243720958,216.30101165915485,6880.710560076358,1937.9401450002658,11.691946576170533,235.78758928610574,84.76661267723635,0.0,0.0
