District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Ogółem R,Ogółem PR,Handel jarmarczny - hurt R,Handel jarmarczny - hurt PR,Handel jarmarczny - detal R,Handel jarmarczny - detal PR,Karty rejestracyjne R,Karty rejestracyjne PR
MORSKI,0.0,0.0,2.9306913345568457,0.9768971115189485,3.006661720281641,0.0,6.8762649734950365,0.0,12.813618028333524,0.9768971115189485,0.0,0.0,0.0,0.0,24.964938390950664,1.9917794159002946
GDYNIA (MIASTO),0.0,0.0,0.06930866544315425,0.02310288848105142,0.06930866544315425,0.0,0.16172021936735995,0.0,0.30033755025366843,0.02310288848105142,0.0,0.0,0.0,0.0,0.554469323545234,0.04620577696210284
BYDGOSKI,0.0,0.0,0.9974348267882804,0.0,1.9948696535765609,0.0,0.9974348267882804,0.0,3.9897393071531218,0.0,0.0,0.0,0.0,0.0,13.964087575035926,0.0
BYDGOSZCZ (MIASTO),0.0,0.0,27.00256517321172,5.0,10.005130346423439,0.0,124.00256517321172,14.0,161.01026069284688,19.0,0.0,0.0,0.0,0.0,105.03591242496407,6.0
CHODZIESKI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
CZARNKOWSKI,0.0,0.0,6.211978337967791,0.0,0.21197833796779098,0.0,0.10598916898389549,0.0,6.529945844919477,0.0,0.0,0.0,0.0,0.0,25.557534266307506,3.3179675069516863
GNIEŹNIEŃSKI,0.0,0.0,3.204220933049255,0.018745349603444927,2.169078685334339,0.0,15.828485877425827,0.0,21.20178549580942,0.018745349603444927,0.0,0.0,0.0,0.0,47.387202145313594,0.0
GOSTYŃSKI,0.0,0.0,2.0325153624998022,0.014840661421666993,3.142963653887233,0.0,1.0556752457024756,0.0,6.231154262089512,0.014840661421666993,0.0,0.0,0.0,0.0,1.0394358481485035,0.0
INOWROCŁAWSKI,0.0,0.0,0.0,0.0,5.94150100367225,0.0,7.922001338229666,0.0,13.863502341901917,0.0,0.0,0.0,0.0,0.0,35.6490060220335,0.9902501672787083
JAROCIŃSKI,0.0,0.0,1.8432834925147394,1.0,0.8432834925147394,0.0,3.0,1.0,5.686566985029479,2.0,0.0,0.0,0.0,0.0,7.589551432632655,0.8432834925147394
KĘPIŃSKI,0.0,0.0,7.690835962642515,2.0,1.0,0.0,4.0,0.0,12.690835962642515,2.0,0.0,0.0,0.0,0.0,39.108761831891314,1.0
KOŚCIAŃSKI,0.0,0.0,3.7289965250853845,2.749952271119448,1.936361485680783,0.8926963493271192,2.9045422285211746,0.0,8.569900239287342,3.6426486204465673,0.0,0.0,0.0,0.0,22.2659042236224,0.0
KROTOSZYŃSKI,0.0,0.0,5.0,0.0,4.8520237620038404,0.0,2.0,3.0,11.85202376200384,3.0,0.0,0.0,0.0,0.0,37.335233677878364,1.0
LESZCZYŃSKI,0.0,0.0,15.255806833572008,1.2352070674588849,5.041199532226246,0.10730365067288085,7.061799298339369,2.0,27.358805664137623,3.3425107181317655,0.0,0.0,0.0,0.0,56.62154488599181,3.0
MIĘDZYCHODZKI,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,24.0,1.0
MOGILEŃSKI,0.0,0.0,8.818648371136508,1.0,3.8141512344457005,0.0,1.0612752734336823,0.0,13.69407487901589,1.0,0.0,0.0,0.0,0.0,38.628101013253755,1.0
NOWOTOMYSKI,0.0,0.0,7.951910452443972,3.9519104524439723,0.9879776131109931,0.0,0.9879776131109931,1.0,9.92786567866596,4.951910452443972,0.0,0.0,0.0,0.0,25.0,2.0
OBORNICKI,0.0,0.0,1.8583902223898658,0.03518428017882833,1.7880216620322091,0.0,0.8940108310161046,0.0,4.540422715438179,0.03518428017882833,0.0,0.0,0.0,0.0,39.110967057090235,2.6820324930483137
OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.0,0.0,4.465880544842746,0.0,2.156716507485261,1.0,5.0,0.0,11.622597052328006,1.0,0.0,0.0,0.0,0.0,68.22657186761687,0.1567165074852606
POZNAŃ (MIASTO),0.0,0.0,66.0,7.0,9.0,1.0,293.0,26.0,368.0,34.0,0.0,0.0,18.0,0.0,395.0,22.0
RAWICKI,0.0,0.0,0.03611092678049439,0.0,0.05416639017074159,0.0,2.018055463390247,1.0,2.1083327803414833,1.0,0.0,0.0,0.0,0.0,16.0,0.0
SZAMOTULSKI,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
SZUBIŃSKI,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
ŚREDZKI,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
ŚREMSKI,0.0,0.0,3.946570352062311,0.0,1.9732851760311556,0.0,2.9599277640467334,0.0,8.8797832921402,0.0,0.0,0.0,0.0,0.0,13.81299623221809,0.0
WĄGROWIECKI,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0
WOLSZTYŃSKI,0.0,0.0,2.0,0.0,6.0,0.0,7.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,53.0,3.0
WRZESIŃSKI,0.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0
WYRZYSKI,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0
ŻNIŃSKI,0.0,0.0,6.004179134418856,0.0,1.0098085731517796,0.0,0.05454679259504057,0.0,7.0685345001656765,0.0,0.0,0.0,0.0,0.0,8.180743821329937,0.0
POZNAŃSKI,0.0,0.0,1.9402302879914815,0.9941599177737548,0.01202238688900699,0.0,0.01202238688900699,0.0,1.9642750617694955,0.9941599177737548,0.0,0.0,0.0,0.0,17.97533703413681,0.0
GNIEZNO (MIASTO),0.0,0.0,0.010442260602272019,0.0,0.0069615070681813464,0.0,0.05569205654545077,0.0,0.07309582421590413,0.0,0.0,0.0,0.0,0.0,0.16011466256817097,0.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.05849899632775009,0.0,0.07799866177033345,0.0,0.13649765809808354,0.0,0.0,0.0,0.0,0.0,0.3509939779665005,0.00974983272129168
DOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.9468874967085888,0.0,0.9468874967085888,0.0,0.0,0.0,0.0,0.0,32.19417488809202,1.8937749934171777
HORODEŃSKI,0.0,0.0,0.0,0.0,0.9743288813475444,0.0,0.0,0.0,0.9743288813475444,0.0,0.0,0.0,0.0,0.0,21.435235389645975,0.0
KAŁUSKI,0.0,0.0,5.706823364127458,1.9022744547091526,4.755686136772882,0.0,0.0,0.0,10.462509500900339,1.9022744547091526,0.9511372273545763,0.0,0.0,0.0,12.364783955609491,0.0
KOŁOMYJSKI,0.0,0.0,15.0,0.0,6.025671118652456,0.0,2.0,1.0,23.025671118652454,1.0,0.0,0.0,0.0,0.0,49.564764610354025,0.0
KOSOWSKI (KOSÓW HUCULSKI),0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0
NADWÓRNIAŃSKI,0.0,0.0,4.187386366698156,0.06246212223271884,3.1561553055817972,0.0,0.0,0.0,7.343541672279954,0.06246212223271884,0.03123106111635942,0.0,0.0,0.0,93.06993423946699,0.0
ROHATYŃSKI,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
STANISŁAWOWSKI,0.0,0.0,30.11320787072483,2.035263423058128,15.142519239784473,0.0,5.0,3.0,50.255727110509305,5.035263423058129,0.017631711529064172,0.0,1.0,0.0,171.16205686973424,8.0
STRYJSKI,0.0,0.0,7.092148154274793,0.0,2.0,0.0,2.0531125032914113,0.0,11.145260657566203,0.0,0.0,0.0,0.0,0.0,77.40305978600438,1.1062250065828225
ŚNIATYŃSKI,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,34.0,10.0
TŁUMACKI,0.0,0.0,0.0,0.0,3.9456393178608473,0.0,0.0,0.0,3.9456393178608473,0.0,0.0,0.0,0.0,0.0,38.46998334914326,0.0
ŻYDACZOWSKI,0.0,0.0,2.9078518457252076,0.0,0.0,0.0,0.0,0.0,2.9078518457252076,0.0,0.0,0.0,0.0,0.0,50.402765325903594,0.0
BIELSKI (BIELSKO),0.0,0.0,78.0,12.0,22.0,1.0,38.0,8.0,138.0,21.0,0.0,0.0,0.0,0.0,191.0,13.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,1.0,0.0,25.0,3.0,11.0,0.0,7.0,8.0,44.0,11.0,0.0,0.0,0.0,0.0,109.0,4.0
TARNOGÓRSKI,0.0,0.0,0.0,1.0,4.0,0.0,9.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,38.0,2.0
KATOWICE (MIASTO),3.0,0.0,72.0,7.0,11.0,0.0,141.0,32.0,227.0,39.0,0.0,0.0,0.0,0.0,771.0,41.0
KATOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLINIECKI,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0
PSZCZYŃSKI,0.0,0.0,3.0,0.0,2.0,0.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,71.0,8.0
RYBNICKI,0.0,0.0,4.0,2.0,2.0,0.0,7.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,42.0,1.0
ŚWIĘTOCHŁOWICKI,0.0,0.0,0.984362430999723,0.0,0.984362430999723,0.0,6.890537016998061,0.984362430999723,8.859261878997508,0.984362430999723,0.0,0.0,0.0,0.0,35.43704751599003,0.0
CHORZÓW,0.0,0.0,10.015637569000276,3.0,3.015637569000277,1.0,40.10946298300194,9.015637569000276,53.14073812100249,13.015637569000276,0.0,0.0,0.0,0.0,69.56295248400997,3.0
BORSZCZOWSKI,0.0,0.0,1.9686123698237963,0.0,0.0,0.0,0.0,0.0,1.9686123698237963,0.0,0.0,0.0,0.0,0.0,7.874449479295185,0.0
BRODZKI,0.0,0.0,5.012111662333822,0.0,7.024223324667646,0.0,0.0,0.0,12.036334987001469,0.0,0.0,0.0,0.0,0.0,93.23012158434264,0.024223324667645697
BRZEŻAŃSKI,0.0,0.0,0.9851663822310286,1.9338739851178441,1.9338739851178441,0.0,0.0,0.0,2.9190403673488725,1.9338739851178441,0.0,0.0,0.0,0.0,27.23830029869878,0.0
BUCZACKI,0.0,0.0,0.0,0.0,3.9318688943261195,0.0,0.9829672235815299,0.0,4.914836117907649,0.0,0.0,0.0,0.0,0.0,19.659344471630597,0.0
CZORTKOWSKI,0.0,0.0,3.077234074166959,0.0,4.084505330206987,0.0,0.01703277641847011,0.0,7.178772180792416,0.0,0.0,0.0,8.0,0.0,15.823162759193993,0.02183229937747509
KAMIONECKI,0.0,0.0,0.08883468015380516,0.008843028430478312,0.15556178923141453,0.004421514215239156,0.0,0.0,0.24439646938521967,0.013264542645717468,0.0,0.0,0.0,0.0,8.204753713561477,0.030950599506674094
PODHAJECKI,0.0,0.0,0.9743530087774498,0.0,0.0,0.0,0.0,0.0,0.9743530087774498,0.0,0.0,0.0,0.0,0.0,8.769177078997048,0.0
PRZEMYŚLAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RADZIECHOWSKI,0.0,0.0,0.9878883376661772,0.0,1.9757766753323545,0.0,0.0,0.0,2.963665012998532,0.0,0.0,0.0,0.0,0.0,18.769878415657367,1.9757766753323545
SKAŁACKI,0.0,0.0,8.545838201921223,0.9495375779912469,0.0,0.0,0.0,0.0,8.545838201921223,0.9495375779912469,0.0,0.0,0.0,0.0,12.34398851388621,0.0
TARNOPOLSKI,0.0,0.0,9.877242051510637,1.0505439192891117,2.0349618236960674,0.0,0.9844179044069559,0.0,12.89662177961366,1.0505439192891117,0.0,0.0,0.0,0.0,43.255734097849285,1.9688358088139117
TREMBOWELSKI,0.0,0.0,2.6502390505646742,0.038560757500903875,3.014789966652982,0.0,0.015582095593044137,0.0,5.6806111128107,0.038560757500903875,0.0,0.0,0.0,0.0,60.243778873789786,4.009331891808613
ZALESZCZYCKI,0.0,0.0,0.9650697056979823,0.0,0.0,0.0,0.0,0.0,0.9650697056979823,0.0,0.0,0.0,0.0,0.0,0.9650697056979823,0.0
ZBARASKI,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
ZBOROWSKI,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,61.0,0.0
ZŁOCZOWSKI,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,23.11088922358269,0.0
KOPYCZYNIECKI,0.0,0.0,6.948827553755806,0.027483760100893213,0.0,0.0,0.0,0.0,6.948827553755806,0.027483760100893213,0.0,0.0,0.0,0.0,13.760236307007148,0.0
BŁOŃSKI,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0
CIECHANOWSKI,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0
GOSTYNIŃSKI,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0
GRÓJECKI,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0
KUTNOWSKI,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,59.0,33.0
LIPNOWSKI,0.0,0.0,4.975149196822156,0.0,1.9900596787288622,0.0,0.0,0.0,6.965208875551018,0.0,0.0,0.0,0.0,0.0,50.746521807585985,3.9801193574577245
ŁOWICKI,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,67.0,12.0
MAKOWSKI (MAKÓW MAZOWIECKI),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
MIŃSKI,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
MŁAWSKI,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,42.0,0.0
NIESZAWSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
PŁOCKI,0.0,0.0,23.0,2.0,8.0,0.0,2.0,1.0,33.0,3.0,0.0,0.0,0.0,0.0,87.0,0.0
PŁOŃSKI,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,59.0,2.0
PRZASNYCKI,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
PUŁTUSKI,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
RADZYMIŃSKI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
RAWSKI (RAWA MAZOWIECKA),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RYPIŃSKI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
SIERPECKI,0.0,0.0,4.024850803177844,0.0,1.0099403212711378,0.0,0.0,0.0,5.034791124448982,0.0,0.0,0.0,0.0,0.0,43.253478192414015,2.0198806425422755
SKIERNIEWICKI,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0
SOCHACZEWSKI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0
WARSZAWSKI,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0
WŁOCŁAWSKI,0.0,0.0,8.0,0.0,3.0,0.0,29.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0
DUBIEŃSKI,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,146.0,14.0
HOROCHOWSKI,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,30.0,22.0
KOWELSKI,0.0,0.0,17.0,1.0,3.0,0.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,127.0,13.0
KRZEMIENIECKI,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,160.0,45.0
LUBOMELSKI,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0
ŁUCKI,0.0,0.0,11.0,3.0,4.0,0.0,2.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,117.0,6.0
RÓWIEŃSKI,0.0,0.0,17.0,2.0,24.0,0.0,1.0,4.0,42.0,6.0,0.0,0.0,0.0,0.0,329.0,33.0
WŁODZIMIERSKI,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,64.0,2.0
KOSTOPOLSKI,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,29.0,4.0
ZDOŁBUNOWSKI,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,71.0,3.0
SARNEŃSKI,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0
OSZMIAŃSKI,0.0,0.0,6.973669661536671,1.9924770461533345,0.0,0.0,0.0,0.0,6.973669661536671,1.9924770461533345,0.0,0.0,0.0,0.0,99.62385230766672,8.966146707690005
ŚWIĘCIAŃSKI,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,334.0,39.0
WILNO (MIASTO),0.0,0.0,38.0,9.0,22.0,3.0,20.0,12.0,80.0,24.0,0.0,0.0,2.0,0.0,348.0,26.0
DZIŚNIEŃSKI,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,306.0,18.0
WILEJSKI,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,278.0,34.0
WILEŃSKO-TROCKI,0.0,0.0,0.026330338463328357,2.0075229538466655,0.0,0.0,0.0,0.0,0.026330338463328357,2.0075229538466655,0.0,0.0,0.0,0.0,35.37614769233326,15.033853292309994
POSTAWSKI,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,114.0,19.0
MOŁODECZAŃSKI,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,141.0,45.0
