District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,RazemR,RazemPR,Handel jarmarczny - hurtR,Handel jarmarczny - hurtPR,Handel jarmarczny - detalR,Handel jarmarczny - detalPR,Karty rejestracyjneR,Karty rejestracyjnePR
BĘDZIŃSKI,0.31882757715567805,0.0,27.419171635388313,0.31882757715567805,0.6376551543113561,0.0,0.0,0.0,28.375654366855347,0.31882757715567805,0.0,0.0,0.0,0.0,0.0,0.0
CZĘSTOCHOWSKI,0.0,0.0,21.43680756754925,5.846402063877068,1.9488006879590227,0.9744003439795114,0.0,0.0,23.385608255508274,6.820802407856579,0.0,0.0,0.0,0.0,0.0,0.0
IŁŻECKI,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JĘDRZEJOWSKI,0.0,0.0,2.0238967368752085,1.0,1.0,0.0,0.0,0.0,3.0238967368752085,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KIELECKI,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
KONECKI,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOZIENICKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIECHOWSKI,0.0,0.0,2.9761032631247915,0.0,0.0,0.0,0.0,0.0,2.9761032631247915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLKUSKI,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OPATOWSKI,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPOCZYŃSKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIŃCZOWSKI,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSKI,0.0,0.0,0.9864979285205192,3.945991714082077,0.0,0.0,0.0,0.0,0.9864979285205192,3.945991714082077,0.0,0.0,0.0,0.0,0.0,0.0
SANDOMIERSKI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOPNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁOSZCZOWSKI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAWIERCIAŃSKI,0.6602560739253395,0.0,56.782022357579194,0.6602560739253395,1.320512147850679,0.0,0.0,0.0,58.76279057935521,0.6602560739253395,0.0,0.0,0.0,0.0,0.0,0.0
CZĘSTOCHOWA (MIASTO),0.0,0.0,0.5631924324507509,0.15359793612293207,0.05119931204097736,0.02559965602048868,0.0,0.0,0.6143917444917283,0.17919759214342074,0.0,0.0,0.0,0.0,0.0,0.0
SOSNOWIEC,0.020916348918982464,0.0,1.7988060070324918,0.020916348918982464,0.04183269783796493,0.0,0.0,0.0,1.8615550537894394,0.020916348918982464,0.0,0.0,0.0,0.0,0.0,0.0
RADOM (MIASTO),0.0,0.0,0.013502071479480772,0.05400828591792309,0.0,0.0,0.0,0.0,0.013502071479480772,0.05400828591792309,0.0,0.0,0.0,0.0,0.0,0.0
BIALSKI (BIAŁA KRAKOWSKA),0.0,0.0,20.654477339688622,11.044136382768178,1.5220681913840886,0.0,5.0,0.0,27.17654553107271,11.044136382768178,0.0,0.0,0.0,0.0,20.0,0.0
BOCHEŃSKI,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0
BRZESKI (BRZESKO),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
CHRZANOWSKI,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0
DĄBROWSKI,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GORLICKI,0.0,0.0,2.686504274266296,0.0,0.0,0.0,0.0,0.0,2.686504274266296,0.0,0.0,0.0,0.0,0.0,32.80552991986407,0.0
JASIELSKI,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.690039617235392,0.0
KRAKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.53101402405548,0.0
KRAKÓW (MIASTO),1.0,0.0,177.0,12.0,3.0,0.0,11.0,0.0,192.0,12.0,0.0,0.0,0.0,0.0,361.0,14.0
LIMANOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
MIELECKI,0.0,0.0,6.963569532331006,0.0,0.9947956474758579,0.0,0.0,0.0,7.958365179806863,0.0,0.0,0.0,0.0,0.0,16.911526007089584,0.9947956474758579
MYŚLENICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.80181826440385,0.0
NOWOSĄDECKI,1.0,0.0,13.33845008620135,0.0,3.0,0.0,0.0,0.0,17.338450086201348,0.0,0.0,0.0,0.0,0.0,77.36915060340945,3.0
NOWOTARSKI,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,28.139044046284074,4.0
ROPCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.30996038276461,0.0
TARNOWSKI,1.0,0.0,9.975045639532354,0.0,0.0,0.0,1.0,0.0,11.975045639532354,0.0,0.0,0.0,0.0,0.0,35.82531947672648,0.0
WADOWICKI,0.0,0.0,8.34552266031138,0.9558636172318229,0.47793180861591145,0.0,0.0,0.0,8.823454468927292,0.9558636172318229,0.0,0.0,14.0,0.0,15.887032693214655,0.0
ŻYWIECKI,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,17.64109097204195,0.0
BIALSKI (BIAŁA PODLASKA),0.0,0.0,9.047357617492095,0.00861047590765361,2.1430709657358302,0.0,0.0,0.0,11.190428583227925,0.00861047590765361,0.0,0.0,0.0,0.0,0.0,0.0
BIŁGORAJSKI,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEŁMSKI,0.0,0.0,55.0,13.0,0.0,0.0,0.0,0.0,55.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
GARWOLIŃSKI,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HRUBIESZOWSKI,0.0,0.0,12.020323266427594,3.010161633213797,3.0304848996413907,1.0,0.0,0.0,15.050808166068984,4.010161633213797,0.0,0.0,0.0,0.0,0.0,0.0
JANOWSKI,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRASNOSTAWSKI,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBARTOWSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBELSKI,0.0,0.0,14.736956268087958,0.9824637512058639,10.807101263264503,0.0,0.0,0.0,25.54405753135246,0.9824637512058639,0.0,0.0,0.0,0.0,0.0,0.0
ŁUKOWSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUŁAWSKI,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RADZYŃSKI,0.0,0.0,10.952642382507905,1.9913895240923465,0.0,0.0,0.0,0.0,10.952642382507905,1.9913895240923465,0.0,0.0,0.0,0.0,0.0,0.0
SIEDLECKI,0.0,0.0,5.0,2.0,2.813043599013296,0.0,0.0,0.0,7.813043599013296,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SOKOŁOWSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMASZOWSKI,0.0,0.0,1.9796767335724064,0.9898383667862032,2.9695151003586098,0.0,0.0,0.0,4.949191833931016,0.9898383667862032,0.0,0.0,0.0,0.0,0.0,0.0
WĘGROWSKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁODAWSKI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAMOJSKI,0.0,0.0,20.0,6.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLIN (MIASTO),0.0,0.0,0.26304373191204183,0.017536248794136122,0.19289873673549734,0.0,0.0,0.0,0.4559424686475392,0.017536248794136122,0.0,0.0,0.0,0.0,0.0,0.0
BÓBRECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
BRZOZOWSKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
DOBROMILSKI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,140.15888759047544,0.0,13.271100723803482,0.0
DROHOBYCKI,0.0,0.0,6.396422193716987,0.0,3.226526967838278,0.0,0.0,0.0,9.622949161555265,0.0,0.0,0.0,0.0,0.0,156.85095845325074,0.056631741959569534
GRÓDECKI,1.0,0.0,0.10108884555714694,0.020217769111429387,0.009041271619730357,0.0,0.0,0.0,1.1101301171768774,0.020217769111429387,0.0,0.0,0.0,0.0,16.33943162315036,0.0
JAROSŁAWSKI,0.0,0.0,0.0,0.0,5.8462612892325705,0.9743768815387617,0.0,0.0,5.8462612892325705,0.9743768815387617,0.0,0.0,1.9487537630775233,0.0,15.077687041684065,0.02566854547792441
JAWOROWSKI,0.0,0.0,4.7310859868145485,0.9462171973629097,0.0,0.0,0.0,0.0,4.7310859868145485,0.9462171973629097,0.0,0.0,0.0,0.0,14.383488794803347,0.010568379686650123
KOLBUSZOWSKI,1.0,0.0,0.03643046766899477,0.0,0.0052043525241421106,0.0,0.0,0.0,1.041634820193137,0.0,0.0,0.0,0.0,0.0,3.0884739929104157,0.0052043525241421106
KROŚNIEŃSKI,0.0,0.0,4.1727268998155225,0.0,1.3909089666051742,0.0,0.0,0.0,5.563635866420697,0.0,0.0,0.0,0.0,0.0,67.47272553247244,6.0
LESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
LWOWSKI,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
LWÓW (MIASTO),0.0,0.0,118.0,10.0,4.0,0.0,6.0,0.0,128.0,10.0,0.0,0.0,0.0,0.0,574.0,0.0
ŁAŃCUCKI,0.0,0.0,2.6583800575458683,0.0,0.7406775647391018,0.0,0.0,0.0,3.39905762228497,0.0,0.0,0.0,0.0,0.0,13.905272579125569,0.1920275167842116
MOŚCISKI,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRZEMYSKI,0.0,0.0,17.0,1.0,3.0,0.0,5.0,0.0,25.0,1.0,0.0,0.0,7.0,0.0,80.0,2.0
PRZEWORSKI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
RAWSKI (RAWA RUSKA),0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0
RUDECKI,0.0,0.0,0.0,0.0,0.9909587283802697,0.0,0.0,0.0,0.9909587283802697,0.0,0.0,0.0,0.0,0.0,3.9638349135210786,0.0
RZESZOWSKI,0.0,0.0,25.168893042638608,0.0,26.868413468655724,0.0,0.0,0.0,52.03730651129433,0.0,0.0,0.0,0.0,0.0,40.62200188840199,6.807972483215789
SAMBORSKI,0.0,0.0,6.603577806283012,0.0,3.7734730321617214,0.0,0.0,0.0,10.377050838444735,0.0,0.0,0.0,0.3255059257728725,0.0,66.75308895293225,0.9433682580404303
SANOCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
SOKALSKI,0.0,0.0,5.973470914708565,0.9955784857847608,1.9911569715695216,0.0,0.0,0.0,7.964627886278087,0.9955784857847608,0.0,0.0,0.0,0.0,16.924834258340933,0.0
TARNOBRZESKI,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
ŻÓŁKIEWSKI,0.0,0.0,0.9288513767071513,0.0,0.9288513767071513,0.0,0.0,0.0,1.8577027534143027,0.0,0.0,0.0,0.0,0.0,12.075067897192968,0.0
LUBACZOWSKI,0.0,0.0,0.16782516762830493,0.03356503352566099,0.15373871076743023,0.025623118461238374,0.0,0.0,0.3215638783957352,0.05918815198689936,0.0,0.0,0.05124623692247675,0.0,18.235557626841146,0.9637630748354254
TURCZAŃSKI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5156064837516923,0.0,14.124851870013538,0.0
BRZEZIŃSKI,0.0,0.0,18.0,0.0,0.0,1.0,4.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0
KALISKI,0.0,0.0,7.0,2.0,3.0,0.0,1.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,47.0,6.0
KOLSKI,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,87.0,5.0
KONIŃSKI,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁASKI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁĘCZYCKI,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDZKI,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,125.0,14.0,8.0,6.0,0.0,0.0,133.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSZCZAŃSKI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERADZKI,0.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TURECKI,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WIELUŃSKI,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POŁUDNIOWO-WARSZAWSKI,1.023009461478878,0.0,172.88859898993041,9.548088307136195,8.86608199948361,1.023009461478878,29.326271229061174,3.75103469208922,212.10396167995407,14.322132460704294,0.0,0.0,0.0,0.0,750.5479415716702,14.322132460704294
PÓŁNOCNO-WARSZAWSKI,0.8863120604571364,0.0,149.78673821725607,8.272245897599941,7.681371190628516,0.8863120604571364,25.407612399771246,3.2498108883428336,183.76203386811295,12.40836884639991,0.0,0.0,0.0,0.0,650.2576150220524,12.40836884639991
PRASKO-WARSZAWSKI,0.8407279115192942,0.0,142.08301704676072,7.846793840846745,7.28630856650055,0.8407279115192942,24.100866796886432,3.0826690089040785,174.310920321667,11.770190761270118,0.0,0.0,0.0,0.0,616.8140444179888,11.770190761270118
ŚRÓDMIEJSKO-WARSZAWSKI,0.24995056654469178,0.0,42.24164574605291,2.332871954417123,2.166238243387329,0.24995056654469178,7.165249574281164,0.9164854106638698,51.823084130266096,3.499307931625685,0.0,0.0,0.0,0.0,183.38039898828887,3.499307931625685
BARANOWICKI,0.0,0.0,4.3142778664038754,0.9988278783810004,2.597807681479195,0.9988278783810004,0.0,0.0,6.91208554788307,1.9976557567620008,0.0,0.0,0.0,0.0,34.26300027925658,10.687573195246788
BRASŁAWSKI,0.0,0.0,31.407624891888204,3.058425470373866,1.0,2.0,0.0,0.0,32.407624891888204,5.058425470373866,0.0,0.0,0.0,0.0,83.75411751194483,7.293480752598185
LIDZKI,0.0,0.0,3.0091743738361854,1.5165797003833368,0.18657433418160604,0.0,0.0,0.0,3.195748708017791,1.5165797003833368,0.0,0.0,0.0,0.0,24.88358002506379,9.315343444674417
NIEŚWIESKI,0.0,0.0,4.861411130986847,0.8102351884978077,0.0,0.0,0.0,0.0,4.861411130986847,0.8102351884978077,0.0,0.0,0.0,0.0,38.08105385939697,0.8102351884978077
NOWOGRÓDZKI,0.0,0.0,3.4824119898126993,0.05618217171799186,2.9351444509167344,0.0,0.0,0.0,6.417556440729434,0.05618217171799186,0.0,0.0,0.0,0.0,33.95912586106027,2.1727805415413215
SŁONIMSKI,0.0,0.0,0.0,0.0,5.3047645284415665,0.0,0.0,0.0,5.3047645284415665,0.0,0.0,0.0,0.0,0.0,36.47025613303577,1.9892866981655875
STOŁPECKI,0.0,0.0,4.268976062608142,1.2605536267153397,0.8517996912069058,0.0011721216189995419,0.0,0.0,5.120775753815048,1.2617257483343391,0.0,0.0,0.0,0.0,30.307861951431235,1.0156036957357792
WOŁOŻYŃSKI,0.0,0.0,6.9935696564620695,2.6898344832546424,0.9230472975473499,0.0,0.0,0.0,7.916616954009419,2.6898344832546424,0.0,0.0,0.0,0.0,25.30735743467487,1.6139006899527852
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0,0.0,0.6063195954345091,0.5358751705400702,0.3522221244721946,0.0,0.0,0.0,0.9585417199067037,0.5358751705400702,0.0,0.0,0.0,0.0,11.034424459129617,4.868128437851302
BRZESKI (BRZEŚĆ N.BUG.),0.0,0.0,1.0,1.0,3.0438854352508744,1.0,1.0,2.0,4.043885435250874,3.0,0.0,0.0,1.0,1.0,36.0,8.0
DROHICKI,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
KOBRYŃSKI,0.0,0.0,0.19633626122793368,0.19633626122793368,3.589008783683801,0.19633626122793368,0.19633626122793368,0.39267252245586737,3.7853450449117347,0.589008783683801,0.0,0.0,0.19633626122793368,0.19633626122793368,23.06810540420561,1.5706900898234695
KOSZYRSKI,0.0,0.0,0.8036637387720664,0.8036637387720664,2.4109912163161993,0.8036637387720664,0.8036637387720664,1.6073274775441329,3.2146549550882657,2.4109912163161993,0.0,0.0,0.8036637387720664,0.8036637387720664,28.93189459579439,6.429309910176531
ŁUNINIECKI,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0
PIŃSKI,0.0,0.0,12.0,2.0,5.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,38.0,4.0
PRUŻAŃSKI,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
BRODNICKI,0.0,0.0,12.67710589704,1.0615724484461346,8.020524149482045,0.0,4.394709556620781,2.1539311211153365,25.092339603142825,3.215503569561471,0.0,0.0,0.0,0.0,15.2586793652804,0.051310373705112135
CHEŁMIŃSKI,0.0,0.0,6.864520470022782,0.1672339487604454,0.13156632975373048,0.02727928510268067,0.24864237222844232,2.179079553151676,7.244729172004956,2.3735927870148017,0.0,0.0,0.0,0.0,17.128038404195554,1.1296765026537798
CHOJNICKI,0.0,0.0,7.888984925958789,0.0,5.916643555262891,0.0,6.901862848548834,3.943921627742191,20.707491329770516,3.943921627742191,0.0,0.0,0.0,0.0,14.79160888815723,0.0
DZIAŁDOWSKI,0.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,0.0,0.0,27.398373256449265,5.871079983524842,1.9570266611749474,0.0,9.785133305874737,14.677699958812106,39.14053322349895,20.548779942336946,0.0,0.0,0.0,0.0,70.45295980229811,4.892566652937369
KARTUSKI,0.0,0.9729680360590331,5.851134215281221,0.9896255347178112,1.9459360721180663,0.0,0.0,0.9862940349860556,7.797070287399287,2.9488876057629003,0.0,0.0,0.0,0.0,13.628215504289976,1.957596321179211
KOŚCIERSKI,0.0,0.02440020784842339,0.14640124709054034,0.02440020784842339,3.888746519696035,0.0,0.0,0.02440020784842339,4.035147766786575,0.07320062354527017,0.0,0.0,0.0,0.0,26.26123911187245,0.04880041569684678
LUBAWSKI,0.0,0.0,0.9607387667612955,0.0,0.0,0.0,0.0,0.0,0.9607387667612955,0.0,0.0,0.0,0.0,0.0,2.8822163002838868,0.0
SĘPOLEŃSKI,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
STAROGARDZKI,0.0,0.0,8.932681161117038,1.0001302893713295,2.635561477004651,0.0,3.2192243555542874,2.0,14.787466993675977,3.0001302893713295,0.0,0.0,0.0,0.0,6.489399421040003,0.0
ŚWIECKI,0.0,0.0,8.666084094909031,5.468318006434265,0.233076028912723,0.0,0.11399304188855054,0.0,9.013153165710303,5.468318006434265,0.0,0.0,0.0,0.0,44.44322716564448,0.0
TCZEWSKI,0.0,1.0,15.667130410228648,4.0,5.333565205114324,1.0,1.666782602557162,34.0,22.667478217900133,40.0,0.0,0.0,0.0,0.0,18.00069561534297,1.0
TORUŃ (MIASTO),0.0,0.0,0.20924400547816818,0.023249333942018686,0.030999111922691582,0.0077497779806728955,0.038748889903364475,0.023249333942018686,0.27899200730422424,0.05424844586471027,0.0,0.0,0.0,0.0,0.7594782421059437,0.030999111922691582
TORUŃSKI,0.0,0.0,26.26759696343623,2.8949128107499393,3.859883747666586,0.9649709369166465,4.824854684583232,2.966040032978864,34.95233539568604,6.82592378064545,0.0,0.0,0.0,0.0,95.06504237343384,3.8954473587810483
TUCHOLSKI,0.0,0.0,3.8180466196514207,0.5135031787710257,2.041207629706223,0.0,0.09813715145116532,0.056078372257808755,5.95739140080881,0.5695815510288345,0.0,0.0,0.0,0.0,9.211044504433762,0.0
WĄBRZESKI,0.0,0.0,5.649493428947332,0.0,0.0,0.0,4.707911190789444,0.0,10.357404619736776,0.0,0.0,0.0,0.0,0.0,22.59797371578933,0.0
MORSKI,0.0,0.0026317560925434957,7.775616123979673,9.702413740373059,0.990596870807296,0.0,0.0,7.762457343516956,8.766212994786969,17.467502839982558,0.0,0.0,0.0,0.0,4.902090737630024,6.795110901181448
GDYNIA (MIASTO),0.0,0.0,0.22684841364856478,0.28356051706070595,0.01466664137779104,0.0,0.0,0.22684841364856478,0.2415150550263558,0.5104089307092707,0.0,0.0,0.0,0.0,0.12809084820207342,0.1984923619424942
BYDGOSKI,0.0,0.0,34.91021893758982,0.0,12.966652748247645,0.0,23.93843584291873,0.0,71.8153075287562,0.0,0.0,0.0,1.9948696535765609,0.0,170.56135538079596,0.0
