District,Polish,% Polish,Ukrainian,% Ukrainian,Ruthenian,% Ruthenian,Belarusian,% Belarusian,Russian,% Russian,German,% German,Jewish,% Jewish,Hebrew,% Hebrew,Other and unknown: total,% Other: total,Minorities total (excluding Polish nationality),% Minorities total
SĘPOLEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAROGARDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCZEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORUŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TORUŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUCHOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WĄBRZESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSZCZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHODZIESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZARNKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNIEŹNIEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOSTYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAROCIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KĘPIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOŚCIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KROTOSZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LESZCZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIĘDZYCHODZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOGILEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOWOTOMYSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBORNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZAMOTULSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZUBIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚREDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚREMSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WĄGROWIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOLSZTYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRZESIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WYRZYSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŻNIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POZNAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORODEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAŁUSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOŁOMYJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSOWSKI (KOSÓW HUCULSKI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADWÓRNIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROHATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANISŁAWOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRYJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚNIATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TŁUMACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŻYDACZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKI (BIELSKO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSZCZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYBNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘTOCHŁOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRZEŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUCZACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZORTKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAMIONECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PODHAJECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRZEMYŚLAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADZIECHOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKAŁACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOPOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREMBOWELSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZALESZCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBARASKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBOROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZŁOCZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOPYCZYNIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BŁOŃSKI,130553.0,0.9077275,38.0,0.000264212,4.0,2.78118e-05,29.0,0.000201635,128.0,0.000889977,775.0,0.00538853,11059.0,0.076892591,544.0,0.003782401,694.0,0.004825342,13271.0,0.0922725
CIECHANOWSKI,71748.0,0.910935338,32.0,0.000406282,0.0,0.0,4.0,5.07853e-05,10.0,0.000126963,1882.0,0.023894468,4532.0,0.057539708,306.0,0.003885073,249.0,0.003161383,7015.0,0.089064662
GOSTYNIŃSKI,69357.0,0.850317534,16.0,0.00019616,3.0,3.678e-05,1.0,1.226e-05,13.0,0.00015938,7532.0,0.092342398,4144.0,0.050805483,384.0,0.004707844,116.0,0.001422161,12209.0,0.149682466
GRÓJECKI,114288.0,0.863482853,53.0,0.000400432,3.0,2.2666e-05,20.0,0.000151106,68.0,0.000513762,904.0,0.006830013,15568.0,0.117621282,899.0,0.006792236,554.0,0.004185649,18069.0,0.136517147
KUTNOWSKI,96770.0,0.896001926,24.0,0.000222218,1.0,9.25909e-06,10.0,9.25909e-05,32.0,0.000296291,589.0,0.005453603,9609.0,0.088970575,605.0,0.005601748,362.0,0.00335179,11232.0,0.103998074
LIPNOWSKI,84609.0,0.809655502,29.0,0.000277512,1.0,9.56938e-06,3.0,2.87081e-05,35.0,0.000334928,15407.0,0.147435407,3564.0,0.034105263,544.0,0.005205742,308.0,0.002947368,19891.0,0.190344498
ŁOWICKI,97906.0,0.934351291,12.0,0.00011452,4.0,3.81734e-05,5.0,4.77168e-05,24.0,0.00022904,701.0,0.006689889,5428.0,0.051801307,229.0,0.002185427,476.0,0.004542635,6879.0,0.065648709
MAKOWSKI (MAKÓW MAZOWIECKI),57875.0,0.882765669,34.0,0.000518601,0.0,0.0,4.0,6.10119e-05,12.0,0.000183036,241.0,0.003675966,6389.0,0.097451229,731.0,0.011149921,275.0,0.004194567,7686.0,0.117234331
MIŃSKI,95195.0,0.856586253,32.0,0.000287943,2.0,1.79965e-05,10.0,8.99823e-05,27.0,0.000242952,769.0,0.006919637,14277.0,0.128467692,407.0,0.003662279,414.0,0.003725266,15938.0,0.143413747
MŁAWSKI,94997.0,0.921129437,24.0,0.000232714,2.0,1.93928e-05,3.0,2.90892e-05,8.0,7.75712e-05,162.0,0.001570818,6753.0,0.065479827,812.0,0.007873481,370.0,0.00358767,8134.0,0.078870563
NIESZAWSKI,104638.0,0.887710606,67.0,0.000568404,4.0,3.39345e-05,5.0,4.24182e-05,60.0,0.000509018,8890.0,0.075419516,3455.0,0.029310959,223.0,0.001891851,532.0,0.004513294,13236.0,0.112289394
PŁOCKI,112267.0,0.876100325,47.0,0.000366775,2.0,1.56074e-05,5.0,3.90186e-05,158.0,0.001232988,3945.0,0.030785679,10378.0,0.080987015,960.0,0.007491572,382.0,0.002981021,15877.0,0.123899675
PŁOŃSKI,72891.0,0.895202889,32.0,0.000393005,2.0,2.45628e-05,21.0,0.000257909,11.0,0.000135095,1486.0,0.018250147,5403.0,0.066356357,1243.0,0.015265769,335.0,0.004114266,8533.0,0.104797111
PRZASNYCKI,65270.0,0.944327093,27.0,0.000390636,0.0,0.0,2.0,2.8936e-05,13.0,0.000188084,4.0,5.7872e-05,3189.0,0.046138488,322.0,0.0046587,291.0,0.004210191,3848.0,0.055672907
PUŁTUSKI,99140.0,0.838060137,24.0,0.000202879,2.0,1.69066e-05,8.0,6.76264e-05,29.0,0.000245146,1439.0,0.012164298,16684.0,0.141034853,559.0,0.004725395,412.0,0.003482759,19157.0,0.161939863
RADZYMIŃSKI,86477.0,0.888419733,22.0,0.000226017,5.0,5.13674e-05,20.0,0.00020547,139.0,0.001428014,1186.0,0.012184347,8525.0,0.087581417,463.0,0.004756621,501.0,0.005147013,10861.0,0.111580267
RAWSKI (RAWA MAZOWIECKA),84040.0,0.898323927,13.0,0.00013896,2.0,2.13785e-05,4.0,4.2757e-05,12.0,0.000128271,2258.0,0.024136309,6886.0,0.073606123,78.0,0.000833761,259.0,0.002768514,9512.0,0.101676073
RYPIŃSKI,74136.0,0.856004711,40.0,0.000461856,3.0,3.46392e-05,3.0,3.46392e-05,37.0,0.000427217,7337.0,0.084716016,4329.0,0.049984412,466.0,0.005380627,256.0,0.002955881,12471.0,0.143995289
SIERPECKI,72917.0,0.876743459,25.0,0.000300596,0.0,0.0,1.0,1.20239e-05,21.0,0.000252501,2418.0,0.029073682,6513.0,0.07831137,1009.0,0.01213207,264.0,0.003174298,10251.0,0.123256541
SKIERNIEWICKI,65354.0,0.919895841,26.0,0.000365965,1.0,1.40756e-05,2.0,2.81512e-05,17.0,0.000239285,949.0,0.013357731,4021.0,0.056597931,451.0,0.006348089,224.0,0.003152931,5691.0,0.080104159
SOCHACZEWSKI,66137.0,0.879703649,47.0,0.000625158,6.0,7.98074e-05,10.0,0.000133012,24.0,0.00031923,4834.0,0.06429816,3740.0,0.049746612,38.0,0.000505447,345.0,0.004588925,9044.0,0.120296351
WARSZAWSKI,284171.0,0.871497706,226.0,0.000693098,23.0,7.05366e-05,116.0,0.00035575,960.0,0.002944135,4179.0,0.012816188,32567.0,0.099876714,2157.0,0.006615103,1673.0,0.005130769,41901.0,0.128502294
WŁOCŁAWSKI,126908.0,0.858728161,31.0,0.000209763,2.0,1.35331e-05,12.0,8.11985e-05,65.0,0.000439825,5705.0,0.038603115,13144.0,0.088939412,1461.0,0.009885916,458.0,0.003099076,20878.0,0.141271839
DUBIEŃSKI,33987.0,0.149914648,157639.0,0.695336312,534.0,0.002355442,107.0,0.000471971,2751.0,0.012134498,2789.0,0.012302114,15698.0,0.06924295,1732.0,0.00763975,11472.0,0.050602314,192722.0,0.850085352
HOROCHOWSKI,21100.0,0.17288705,83119.0,0.681052071,1105.0,0.009054037,15.0,0.000122905,403.0,0.003302061,4977.0,0.04078004,7520.0,0.061616617,2473.0,0.020263018,1333.0,0.010922201,100945.0,0.82711295
KOWELSKI,36720.0,0.143946373,182807.0,0.716623219,2433.0,0.009537623,237.0,0.000929066,3120.0,0.012230738,1813.0,0.007107156,22825.0,0.08947647,3651.0,0.014312315,1489.0,0.005837041,218375.0,0.856053627
KRZEMIENIECKI,25758.0,0.105986043,195817.0,0.0,183.0,0.805725172,56.0,0.000752987,1754.0,0.007217157,118.0,0.000485533,13881.0,0.057115935,4798.0,0.019742256,667.0,0.002744495,217274.0,0.894013957
LUBOMELSKI,12150.0,0.14209363,65741.0,0.768837639,165.0,0.001929667,114.0,0.001333224,371.0,0.004338826,8.0,9.35596e-05,6765.0,0.07911633,53.0,0.000619832,140.0,0.001637293,73357.0,0.85790637
ŁUCKI,56446.0,0.194102577,171793.0,0.590749815,245.0,0.000842489,220.0,0.000756521,3909.0,0.013441997,17619.0,0.060586991,29887.0,0.102773336,4255.0,0.014631798,6431.0,0.022114475,234359.0,0.805897423
RÓWIEŃSKI,36990.0,0.146328727,160371.0,0.63441158,113.0,0.000447017,140.0,0.000553826,4093.0,0.016191497,7458.0,0.029503099,33149.0,0.131134117,4335.0,0.017148825,6138.0,0.024281312,215797.0,0.853671273
WŁODZIMIERSKI,40286.0,0.267905356,87212.0,0.579967282,962.0,0.006397383,77.0,0.000512057,1228.0,0.008166305,2778.0,0.018473938,14446.0,0.096067139,2790.0,0.018553739,595.0,0.003956801,110088.0,0.732094644
KOSTOPOLSKI,34951.0,0.218988484,103980.0,0.651495595,1366.0,0.00855879,212.0,0.001328304,588.0,0.003684164,7545.0,0.047273844,6884.0,0.043132292,3597.0,0.022537312,479.0,0.003001216,124651.0,0.781011516
ZDOŁBUNOWSKI,17826.0,0.150641405,81561.0,0.689244004,89.0,0.000752108,56.0,0.000473237,2405.0,0.020323829,856.0,0.007233762,9694.0,0.081920665,1093.0,0.009236568,4754.0,0.040174422,100508.0,0.849358595
SARNEŃSKI,30426.0,0.167836102,128284.0,0.707641049,1353.0,0.007463428,1183.0,0.006525672,2765.0,0.015252311,922.0,0.005085942,13408.0,0.073961298,2611.0,0.014402815,332.0,0.001831381,150858.0,0.832163898
OSZMIAŃSKI,84631.45877388596,0.8090033529863547,18.92853193845668,0.00018094082551527662,56.78559581537004,0.0005428214803073068,10110.824770705096,0.09665071691269912,911.5582486151505,0.00871370683961204,9.962385230766673,9.523173553097862e-05,5423.522519629377,0.051844172045589394,1272.1965939689042,0.012161096602297677,1783.2669563072345,0.017046485940109348,19587.045602210354,0.18723517009031254
ŚWIĘCIAŃSKI,68441.0,0.501491116,27.0,0.000197838,242.0,0.001773219,8062.0,0.05907309,8752.0,0.064128961,105.0,0.000769372,6594.0,0.048316541,1060.0,0.00776699,43192.0,0.316482872,68034.0,0.498508884
WILNO (MIASTO),128628.0,0.0,143.0,0.0,70.0,0.0,1737.0,0.0,7372.0,0.0,561.0,0.0,47523.0,0.0,7073.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,62282.0,0.389540047,82.0,0.000512865,109.0,0.000681736,79984.0,0.500256433,5067.0,0.03169133,200.0,0.001250891,10955.0,0.068517569,807.0,0.005047346,400.0,0.002501783,97604.0,0.610459953
WILEJSKI,59477.0,0.453780423,17.0,0.000129702,46.0,0.000350958,64337.0,0.490859846,883.0,0.006736858,128.0,0.000976577,4698.0,0.035843442,1236.0,0.009430076,248.0,0.001892119,71593.0,0.546219577
WILEŃSKO-TROCKI,180865.54122611403,0.8448707180136452,20.07146806154332,9.393547448472336e-05,151.21440418462996,0.0007061045196926931,5587.175229294903,0.02623776308730087,3717.4417513848493,0.01734984616038796,171.03761476923333,0.0007976665644690214,6122.477480370623,0.0286470129544106,410.80340603109573,0.0019389373977023213,17819.733043692766,0.08311949305989065,33999.95439778964,0.15889075890968746
POSTAWSKI,47917.0,0.479616043,17.0,0.000170158,27.0,0.000270251,47707.0,0.477514088,1364.0,0.013652697,3.0,3.00279e-05,2195.0,0.021970433,488.0,0.004884543,189.0,0.001891759,51990.0,0.520383957
MOŁODECZAŃSKI,35523.0,0.38914389,23.0,0.000251958,32.0,0.00035055,49012.0,0.536911869,735.0,0.008051706,65.0,0.000712056,4822.0,0.052823575,967.0,0.010593197,106.0,0.001161198,55762.0,0.61085611
