District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki cukrowe,Gryka,Proso,Kukurydza,Mieszanki na ziarno: Jęczmień,Mieszanki na ziarno: Inne mieszanki zbóż,Groch,"Fasola, bób, soczewica",Len,Konopie,Rzepak i rzepik,Chmiel,Tytoń
OSTROWSKI (OSTRÓW WIELKOPOLSKI),5120.150647919752,25250.139190047637,2551.446128980743,7067.663027010294,12925.779368821382,561.1601385612552,32.38987244980376,18.174194244325587,27.868179087270313,1215.5823865614334,498.77681516777574,296.7161940471803,4.1045873583122034,4.687971348406664,0.09290130473790663,147.7166093248856,0.0,0.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,4187.885417475,11468.325432673815,2253.1191069350853,3810.360644754651,5820.339663495997,1497.3761725769102,21.288887414243955,51.21666556068297,22.668052145439145,680.1165792939544,425.5137994885398,697.360976549761,20.32499834102445,91.05832282648818,0.0,24.538870824488452,0.0,0.0
SZAMOTULSKI,6510.0,21979.0,4542.0,4364.0,10550.0,2382.0,51.0,0.0,29.0,2110.0,957.0,1051.0,30.0,35.0,0.0,192.0,0.0,0.0
SZUBIŃSKI,2986.0,20554.0,4770.0,3142.0,8583.0,1323.0,18.0,1.0,15.0,2456.0,577.0,307.0,9.0,39.0,0.0,131.0,0.0,0.0
ŚREDZKI,5891.0,20726.0,5012.0,4301.0,9343.0,2720.0,71.0,0.0,35.0,1647.0,1224.0,807.0,13.0,13.0,2.0,205.0,0.0,0.0
ŚREMSKI,4328.40103362434,22157.03259906583,3560.79310014822,4613.5407415608415,9449.076065425188,1150.4252576261638,82.87797739330854,1.9732851760311556,35.5191331685608,1533.242581776208,726.1689447794653,404.5234610863869,24.666064700389445,28.612635052451758,0.9866425880155778,169.7025251386794,0.0,0.0
WĄGROWIECKI,3863.0,28177.0,6302.0,5063.0,11654.0,911.0,10.0,3.0,37.0,3550.0,1208.0,408.0,5.0,9.0,0.0,138.0,0.0,0.0
WOLSZTYŃSKI,1558.0,18454.0,1285.0,3598.0,8665.0,434.0,22.0,12.0,31.0,684.0,225.0,194.0,19.0,80.0,0.0,39.0,18.0,0.0
WRZESIŃSKI,4460.0,16037.0,4016.0,3766.0,7637.0,2538.0,27.0,0.0,71.0,1400.0,789.0,394.0,10.0,21.0,0.0,131.0,0.0,0.0
WYRZYSKI,5490.0,25444.0,7563.0,5083.0,11299.0,1983.0,11.0,0.0,3.0,3431.0,1498.0,631.0,7.0,46.0,0.0,223.0,0.0,0.0
ŻNIŃSKI,4519.494288273018,18647.763585055232,5502.171645716979,3528.955508367629,7829.856889028946,1297.340064135761,1.0367264605977917,0.007012216454178938,15.028486783130544,2390.0422231827692,1068.7302976932262,585.3889312948747,4.032957325010759,14.011920444838516,0.9999123242133522,104.14865658840766,1.9980715943131597,0.0
POZNAŃSKI,5703.389582419459,31967.11587670341,6594.916964007832,6067.9732132440595,15485.62318778226,1526.3967345827173,25.616648078652396,5.7087547025391485,54.16042159134815,2116.4489211190125,945.7258017221524,719.2222613168509,15.173499964870516,14.599253128829854,0.008083120308197094,330.55846586047187,3.2100346448302464,0.0
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAW (MIASTO),89.94220685391575,179.39692207176694,77.22842498535141,27.007036637977954,70.6765373966434,60.409963541123254,0.00974983272129168,0.01949966544258336,0.1559973235406669,22.580612582511534,13.240272835514103,19.675162431566612,0.12674782537679186,0.14624749081937521,0.0,1.1504802611124183,0.0,0.0
DOLIŃSKI,988.2083760758966,5701.055278791477,415.3339551623333,6542.225886832892,6420.967467739521,0.0,13.367069821316475,205.28000082736014,122.21320979489349,13.367069821316475,10.50269771674866,43.92037227003985,77.33804682333104,356.1369316679318,195.7320938121341,0.0,0.0,0.0
HORODEŃSKI,15809.460428745255,10452.600239096457,8612.092982230944,4196.434491963873,8008.009075795467,1549.1829213425956,336.1434640649028,110.09916359227252,6201.60332977712,727.8236743666156,399.4748413524932,321.5285308446896,506.6510183007231,41.89614189794441,350.75839728511596,92.56124372801672,0.0,371.2193037934144
KAŁUSKI,4921.0,8468.0,1122.0,7448.0,8128.0,0.0,538.0,650.0,1268.0,37.0,33.0,162.0,253.0,542.0,313.0,8.0,9.0,0.0
KOŁOMYJSKI,9596.539571254745,11158.399760903543,3123.9070177690555,7618.565508036127,10863.990924204532,242.81707865740447,69.8565359350972,47.90083640772749,9347.39667022288,258.17632563338435,126.52515864750681,264.4714691553104,505.3489816992769,144.1038581020556,528.241602714884,81.43875627198328,0.0,144.7806962065856
KOSOWSKI (KOSÓW HUCULSKI),948.0,1299.0,562.0,805.0,3522.0,0.0,5.0,2.0,3681.0,58.0,0.0,32.0,318.0,83.0,179.0,0.0,0.0,0.0
NADWÓRNIAŃSKI,1815.0,6911.0,896.0,6186.0,10485.0,0.0,171.0,72.0,1412.0,78.0,19.0,163.0,306.0,179.0,403.0,0.0,0.0,0.0
ROHATYŃSKI,15431.0,11272.0,5401.0,8802.0,12116.0,702.0,1251.0,675.0,3744.0,207.0,79.0,418.0,1044.0,186.0,428.0,60.0,10.0,76.0
STANISŁAWOWSKI,8965.33228031645,12591.07061253047,1340.933205449186,9119.72465072386,11932.237612487592,79.12114508514465,354.56680429807153,580.6142390476112,5047.075122964656,148.6641721427422,62.27231089792944,190.1257279907187,1024.8702296509787,188.0442946181749,406.6984626758521,15.454858572016962,0.11868162480709941,1.216486654272769
STRYJSKI,3258.9475880485957,8577.997182544126,1378.9651104421855,13792.094421385855,9205.116103512497,4.945284279413859,43.444980280259166,414.8048401471651,83.47232251110766,52.81031317247411,33.278833265897326,80.67340574667706,428.0065461246069,529.5658839249669,240.47254857570192,1.3207902112720245,0.18429630854958481,0.0
ŚNIATYŃSKI,8353.0,6876.0,3404.0,2573.0,4886.0,158.0,28.0,5.0,10735.0,223.0,117.0,106.0,187.0,71.0,226.0,26.0,0.0,174.0
TŁUMACKI,10028.828736172809,12149.609869523014,2644.564752796233,6901.909576768087,9135.141430677326,16.7689671009086,174.5945398153425,254.49373600202466,6807.214233139427,184.4586381099946,164.73044152069036,199.2547855519728,620.4517827336182,55.23895045005186,407.3872595691325,9.864098294652118,0.0,0.0
ŻYDACZOWSKI,6410.844035875508,8016.947538664397,1839.7009343954812,5658.6796917812535,7449.916428747982,156.05471572058613,341.18794989842434,696.9151590254747,684.3144676939988,131.8226170062094,56.21846901735401,113.40622198328309,168.65540705206203,369.2971844071013,195.79535761216397,41.679209788727974,5.815703691450415,0.0
BIELSKI (BIELSKO),808.0,3040.0,517.0,4495.0,3377.0,30.0,0.0,0.0,13.0,236.0,35.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,1766.0,3078.0,938.0,6281.0,4377.0,20.0,2.0,0.0,25.0,962.0,60.0,8.0,107.0,61.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,235.0,1980.0,265.0,904.0,1977.0,25.0,0.0,0.0,11.0,74.0,50.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,241.7039589109504,2322.305803016201,214.25772181849817,1017.2814973944396,2038.1044447362924,0.0,0.0,0.0,1.7707249737065964,61.09001159287757,30.98768703986544,0.8853624868532982,0.8853624868532982,0.0,0.0,2.6560874605598945,0.0,0.0
LUBLINIECKI,1186.0,7372.0,872.0,3724.0,4371.0,97.0,8.0,2.0,15.0,145.0,261.0,8.0,32.0,1.0,0.0,4.0,0.0,0.0
PSZCZYŃSKI,2092.0,14609.0,1418.0,8585.0,11166.0,230.0,12.0,0.0,21.0,198.0,149.0,16.0,69.0,0.0,0.0,7.0,0.0,0.0
RYBNICKI,3132.0,16472.0,1403.0,7536.0,11527.0,350.0,3.0,0.0,13.0,350.0,230.0,30.0,22.0,17.0,0.0,12.0,0.0,26.0
ŚWIĘTOCHŁOWICKI,198.84121106194405,1109.3764597366878,230.3408088539352,566.9927602558405,1229.468676318654,0.0,0.0,0.0,0.0,46.26503425698698,13.781074033996122,1.968724861999446,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,34.45483002710553,318.3177372471108,31.401469327566637,140.72574234971984,283.4268789450534,0.0,0.0,0.0,0.22927502629340343,8.644954150135439,4.231238926138438,0.14591265114725577,0.11463751314670172,0.0,0.0,0.34391253944010514,0.0,0.0
BORSZCZOWSKI,17288.353831792578,13618.860374441023,7071.2556324070765,1691.038025678641,7101.769124139345,11.811674218942777,615.1913655699364,23.623348437885554,10996.668697835727,1403.6206196843668,1144.7480930525376,1245.1473239135512,590.5837109471389,14.764592773678473,400.61261725914255,67.91712675892097,0.0,789.4135602993423
BRODZKI,7689.534769489185,11728.652147081806,5435.902706188169,7805.317700909287,7209.776909192003,50.52080148035438,3420.885233008268,930.6756424898052,46.20589825967499,97.73723568744397,58.6956327267352,255.80148625790113,395.8583523107822,75.99315631137347,255.69405701181597,10.157451610339697,187.24223324667645,0.0
BRZEŻAŃSKI,13821.183357725595,12025.24716900779,8419.85793651472,10412.163520448872,9268.213322574518,218.7814130938513,3869.8754878211707,388.6112893408279,1275.7371653023324,321.9290956336065,154.79716905810167,581.8625093855975,313.1517116931907,107.58287960963801,618.6876054008351,10.4532336814898,0.291670234753704,2.989619906225466
BUCZACKI,15019.739176325776,17074.140673611175,7436.147046394273,6076.703376181018,10034.129418320257,81.58627955726698,2518.3620268158797,316.5154459932526,7627.825654992672,1119.5996676593625,1047.8430603379109,794.2375166538761,1912.8542170896571,62.90990230921791,435.45448004661773,45.21649228475037,14.744508353722948,244.75883867180093
CZORTKOWSKI,12132.65661912974,9816.057164284088,6581.326165530672,1549.872933950297,6381.148579846675,199.24523514022468,2251.848924819539,60.22244112683574,4653.183585848532,1191.5531949099072,2614.7705817059823,533.6424172969536,1110.9662328279067,38.79379804583686,128.385114379199,40.02939951715383,0.2554916462770516,368.8511704227039
KAMIONECKI,10039.571777969591,9086.246820119413,3519.4480172509284,5726.955748388405,7115.6521342723445,179.66248934492992,1066.4296194563137,934.2800257603515,57.06632271322859,178.737655086589,171.58732360327085,176.94399067999333,76.6676486465011,354.7509196292347,297.4274113041663,14.172439054394328,3.0,0.0
PODHAJECKI,15389.905773639819,13356.431044321282,7946.823139588881,8227.436806116786,10032.912931381401,116.92236105329397,4093.2569898740667,408.25391067775143,3584.644719292238,410.20261669530635,263.07531236991144,969.4812437335626,1749.9380037642998,168.56307051849882,405.3308516514191,41.89717937743034,15.589648140439197,159.79389343950177
PRZEMYŚLAŃSKI,12051.0,8834.0,4520.0,8085.0,8930.0,23.0,1769.0,658.0,668.0,218.0,132.0,423.0,304.0,150.0,379.0,6.0,20.0,0.0
RADZIECHOWSKI,11136.465230510816,9025.347852918196,5049.097293811832,6632.682299090714,7404.223090807998,42.47919851964562,1214.1147669917318,952.3243575101949,16.79410174032501,223.26276431255604,138.3043672732648,473.1985137420989,233.14164768921782,81.00684368862653,301.30594298818403,12.842548389660305,19.757766753323544,0.0
SKAŁACKI,16640.307151460747,10945.129564505954,10091.78047981566,3488.5769789455644,6908.807921359869,131.8102133102858,6649.092982541084,193.32164618841918,379.80868872371246,1129.6623466666717,1071.080029639878,1017.3795723653171,706.8932921233105,26.362042662057164,260.69131076923196,27.338414612503723,0.0,73.22789628349211
TARNOPOLSKI,17363.236435003946,15591.22515171237,12879.432470442389,10719.639233060861,10876.25207087902,193.4610975997161,10192.425997039252,369.3861063271027,380.95293632174713,874.0799795832506,1050.5765806335542,1184.8265321559843,437.81006057493835,173.87510226603976,481.60339996521657,69.23988338289769,0.0,163.41337213155467
TREMBOWELSKI,12898.457923026108,9976.644835592411,7750.948428957578,3516.9179073229084,7130.571921844478,37.66583335203701,5311.917416475434,227.00276978064187,2306.017103039222,1759.630346265266,1905.915745764603,407.5582738334996,783.776479973402,44.8969798491887,260.1204470280432,25.952131188592592,0.20713185322851244,141.35355970630962
ZALESZCZYCKI,11433.180803403997,8784.064461263035,5148.646879898736,1247.8351294674912,5819.370325358834,208.4550564307642,628.2603784093865,5.790418234187894,6053.882263843443,1209.232341239572,987.266308929036,475.7793649091053,127.38920115213367,6.755487939885876,169.8522682028449,166.95705908575096,0.0,340.6696061113878
ZBARASKI,13954.0,8055.0,6604.0,8495.0,5285.0,34.0,5393.0,280.0,59.0,584.0,165.0,1896.0,313.0,131.0,253.0,19.0,0.0,36.0
ZBOROWSKI,9429.0,11971.0,9471.0,11781.0,7852.0,45.0,5534.0,422.0,133.0,245.0,255.0,450.0,112.0,129.0,261.0,0.0,0.0,0.0
ZŁOCZOWSKI,10880.0,11024.0,7356.0,9241.0,9196.0,191.0,2694.0,927.0,287.0,209.0,81.0,245.0,235.0,96.0,423.0,60.0,6.0,0.0
KOPYCZYNIECKI,13401.817912002434,12043.519079207395,7282.283862204598,2055.181861335614,7926.445341130687,315.3707240575639,3086.607086520838,158.1646488434591,4280.9898286962925,1796.3669814099537,2523.9243660898655,816.7047322098615,1589.3150774694254,18.212898957731653,204.17618305246538,53.68012324384066,4.792868146771488,247.31199637340876
BŁOŃSKI,5748.0,26004.0,2475.0,7736.0,11797.0,1379.0,215.0,111.0,5.0,265.0,220.0,140.0,21.0,19.0,0.0,279.0,0.0,0.0
CIECHANOWSKI,8585.0,27740.0,4265.0,4595.0,9309.0,1295.0,350.0,5.0,5.0,1314.0,981.0,593.0,138.0,47.0,0.0,265.0,0.0,0.0
GOSTYNIŃSKI,5515.0,29495.0,1394.0,5700.0,9839.0,517.0,195.0,22.0,2.0,169.0,142.0,238.0,7.0,20.0,4.0,200.0,0.0,0.0
GRÓJECKI,7652.0,47107.0,3387.0,16291.0,19556.0,9.0,246.0,74.0,20.0,171.0,345.0,141.0,24.0,62.0,8.0,242.0,11.0,0.0
KUTNOWSKI,11888.0,22863.0,3944.0,7420.0,9257.0,2784.0,52.0,18.0,8.0,243.0,369.0,672.0,32.0,30.0,3.0,221.0,16.0,0.0
LIPNOWSKI,5796.0,38767.0,6573.0,4694.0,12318.0,786.0,325.0,0.0,5.0,637.0,914.0,414.0,4.0,18.0,0.0,427.0,10.0,0.0
ŁOWICKI,8852.0,34907.0,2540.0,10262.0,11231.0,546.0,45.0,867.0,8.0,86.0,74.0,960.0,40.0,571.0,1.0,379.0,0.0,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),5310.0,24275.0,1536.0,4240.0,7299.0,86.0,1037.0,166.0,1.0,497.0,336.0,930.0,6.0,256.0,7.0,150.0,0.0,0.0
MIŃSKI,2173.0,26550.0,3268.0,8350.0,13973.0,0.0,1133.0,340.0,3.0,218.0,368.0,194.0,26.0,452.0,19.0,83.0,0.0,0.0
MŁAWSKI,1876.0,44688.0,1708.0,3504.0,14144.0,153.0,1253.0,59.0,0.0,534.0,585.0,575.0,23.0,93.0,1.0,261.0,0.0,0.0
NIESZAWSKI,11209.0,39522.0,9200.0,2337.0,12063.0,2680.0,14.0,0.0,19.0,1803.0,1500.0,1400.0,40.0,8.0,1.0,425.0,0.0,0.0
PŁOCKI,13069.0,41644.0,6040.0,7395.0,15196.0,2067.0,333.0,11.0,2.0,464.0,478.0,335.0,4.0,16.0,0.0,350.0,0.0,0.0
PŁOŃSKI,8170.0,38597.0,4524.0,5668.0,12218.0,647.0,365.0,7.0,1.0,376.0,446.0,393.0,6.0,33.0,0.0,355.0,0.0,0.0
PRZASNYCKI,6292.0,26608.0,1753.0,2557.0,8389.0,243.0,720.0,90.0,3.0,451.0,218.0,1503.0,3.0,309.0,1.0,95.0,0.0,0.0
PUŁTUSKI,6282.0,38120.0,3344.0,7007.0,14066.0,170.0,2125.0,50.0,1.0,306.0,573.0,251.0,31.0,253.0,7.0,260.0,2.0,0.0
RADZYMIŃSKI,1502.0,21439.0,1512.0,4202.0,9769.0,0.0,1292.0,70.0,3.0,104.0,113.0,62.0,4.0,300.0,5.0,17.0,0.0,0.0
RAWSKI (RAWA MAZOWIECKA),2909.0,39509.0,3508.0,7701.0,15185.0,30.0,244.0,167.0,1.0,96.0,49.0,178.0,55.0,147.0,3.0,396.0,0.0,0.0
RYPIŃSKI,5025.0,30887.0,6098.0,3634.0,10638.0,682.0,409.0,8.0,2.0,788.0,542.0,701.0,12.0,42.0,5.0,488.0,0.0,0.0
SIERPECKI,2956.0,36031.0,2099.0,4018.0,12109.0,154.0,682.0,61.0,5.0,444.0,573.0,576.0,24.0,62.0,1.0,173.0,0.0,0.0
SKIERNIEWICKI,2471.0,25521.0,2413.0,6808.0,8482.0,28.0,61.0,27.0,2.0,128.0,56.0,181.0,23.0,126.0,1.0,368.0,1.0,0.0
SOCHACZEWSKI,6992.0,22354.0,2042.0,6707.0,9888.0,570.0,170.0,17.0,8.0,164.0,159.0,242.0,38.0,15.0,3.0,213.0,0.0,0.0
WARSZAWSKI,3612.0,20783.0,2348.0,8229.0,16287.0,109.0,526.0,9.0,5.0,115.0,223.0,106.0,40.0,5.0,1.0,91.0,0.0,0.0
WŁOCŁAWSKI,9807.0,30930.0,6614.0,4016.0,9913.0,2416.0,103.0,7.0,55.0,880.0,639.0,845.0,6.0,20.0,3.0,369.0,0.0,0.0
DUBIEŃSKI,40115.0,42402.0,20024.0,30188.0,16119.0,72.0,14016.0,1659.0,22.0,1447.0,332.0,883.0,516.0,233.0,685.0,1006.0,297.0,0.0
HOROCHOWSKI,30807.0,14215.0,10761.0,14004.0,11051.0,75.0,3523.0,1858.0,0.0,177.0,72.0,1567.0,241.0,288.0,276.0,919.0,3.0,0.0
KOWELSKI,23504.0,58126.0,10167.0,11878.0,23682.0,12.0,4683.0,2733.0,44.0,94.0,39.0,2848.0,849.0,1503.0,1378.0,565.0,2.0,0.0
KRZEMIENIECKI,17759.0,49916.0,18745.0,32037.0,12746.0,114.0,24297.0,2772.0,16.0,790.0,221.0,3570.0,836.0,132.0,1047.0,271.0,10.0,261.0
LUBOMELSKI,4582.0,19375.0,4032.0,3569.0,8571.0,0.0,2666.0,1199.0,24.0,32.0,132.0,619.0,671.0,496.0,732.0,127.0,3.0,0.0
ŁUCKI,36709.0,51116.0,16457.0,26542.0,21626.0,177.0,7183.0,2614.0,253.0,193.0,225.0,1453.0,583.0,1086.0,907.0,1344.0,127.0,0.0
RÓWIEŃSKI,25293.0,36647.0,13498.0,28446.0,14599.0,3018.0,7505.0,1879.0,19.0,268.0,89.0,1393.0,301.0,399.0,298.0,1927.0,191.0,77.0
WŁODZIMIERSKI,28575.0,23038.0,10012.0,13886.0,12374.0,481.0,2693.0,1612.0,1.0,258.0,78.0,1802.0,75.0,678.0,620.0,1119.0,31.0,0.0
KOSTOPOLSKI,5890.0,30978.0,4564.0,12113.0,12873.0,0.0,7755.0,2647.0,17.0,29.0,119.0,801.0,132.0,1229.0,590.0,421.0,19.0,0.0
ZDOŁBUNOWSKI,14567.0,12763.0,8636.0,11955.0,7797.0,419.0,3687.0,1115.0,44.0,227.0,131.0,461.0,234.0,225.0,342.0,1192.0,128.0,64.0
SARNEŃSKI,1492.0,40370.0,6085.0,6887.0,15786.0,0.0,7379.0,3030.0,111.0,65.0,57.0,450.0,320.0,944.0,663.0,7.0,0.0,0.0
OSZMIAŃSKI,667.479810461367,31962.320535868716,7242.654062767371,18425.43148430296,8223.949007997888,0.0,1418.6436568611741,0.0,0.0,64.75550399998338,590.7694441844637,1999.4507158148713,3.984954092306669,3075.388320737672,22.913486030763348,0.9962385230766673,0.0,0.0
ŚWIĘCIAŃSKI,4323.0,38149.0,6029.0,13656.0,13187.0,0.0,2310.0,0.0,0.0,138.0,693.0,5892.0,500.0,2215.0,123.0,3.0,0.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,4732.0,40051.0,8006.0,25415.0,13897.0,0.0,64.0,0.0,0.0,207.0,1265.0,4052.0,526.0,4110.0,72.0,3.0,0.0,0.0
WILEJSKI,585.0,35038.0,9236.0,13245.0,14808.0,0.0,1027.0,0.0,0.0,71.0,465.0,6804.0,65.0,1689.0,292.0,8.0,0.0,0.0
WILEŃSKO-TROCKI,2350.520189538633,62962.67946413128,14628.345937232629,27427.568515697036,21883.05099200211,0.0,12126.356343138827,1.0,0.0,421.2444960000166,475.23055581553626,3565.5492841851287,69.01504590769333,1576.6116792623277,86.08651396923665,2.0037614769233327,0.0,0.0
POSTAWSKI,2725.0,25358.0,4303.0,10411.0,10556.0,0.0,113.0,0.0,0.0,110.0,285.0,4523.0,311.0,1981.0,62.0,0.0,0.0,0.0
MOŁODECZAŃSKI,1715.0,20540.0,6180.0,14968.0,8719.0,0.0,368.0,0.0,0.0,63.0,191.0,1453.0,59.0,1970.0,124.0,2.0,0.0,0.0
