Izba;District;Kategoria IR;Kategoria IPR;Kategoria IIR;Kategoria IIPR;Kategoria IIIR;Kategoria IIIPR;Kategoria IVR;Kategoria IVPR;RazemR;RazemPR;Handel jarmarczny - hurtR;Handel jarmarczny - hurtPR;Handel jarmarczny - detalR;Handel jarmarczny - detalPR;Karty rejestracyjneR;Karty rejestracyjnePR
Warszawa Okręgowa;CIECHANOWSKI;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0
Śląska;CIESZYŃSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Wielkopolska;CZARNKOWSKI;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lwowska;CZORTKOWSKI;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;17.0;0.0
Kielecka;CZĘSTOCHOWSKI;0.0;0.0;22.0;6.0;2.0;1.0;;;24.0;7.0;;;;;;
Lwowska;DOBROMILSKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;140.0;0.0;12.0;0.0
Lwowska;DOLIŃSKI;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;63.0;0.0
Poleska;DROHICKI;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0
Lwowska;DROHOBYCKI;0.0;0.0;6.0;0.0;3.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;153.0;0.0
Wołyńska;DUBIEŃSKI;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;23.0;1.0
Wileńska;DUNIŁOWICKI;0.0;0.0;31.0;0.0;1.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0
Pomorska;DZIAŁDOWSKI;0.0;0.0;3.0;1.0;1.0;0.0;5.0;1.0;9.0;2.0;0.0;0.0;0.0;0.0;7.0;0.0
Wileńska;DZIŚNIEŃSKI;0.0;0.0;52.0;5.0;0.0;0.0;0.0;0.0;52.0;5.0;0.0;0.0;0.0;0.0;133.0;8.0
Krakowska;DĄBROWSKI;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
Lubelska;GARWOLIŃSKI;0.0;0.0;3.0;2.0;0.0;0.0;;;3.0;2.0;;;;;;
Pomorska;GNIEWSKI;0.0;0.0;4.0;0.0;2.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
;GNIEZNO (MIASTO);;;;;;;;;;;;;;;;
Wielkopolska;GNIEŹNIEŃSKI;0.0;0.0;10.0;0.0;3.0;0.0;3.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;41.0;0.0
Krakowska;GORLICKI;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0
Warszawa Okręgowa;GOSTYNIŃSKI;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;33.0;2.0
Wielkopolska;GOSTYŃSKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0
Białostocka;GRODZIEŃSKI;0.0;0.0;4.0;3.0;5.0;0.0;;;9.0;3.0;;;;;;
Wielkopolska;GRODZISKI;0.0;0.0;5.0;2.0;0.0;0.0;1.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;54.0;0.0
;GRUDZIĄDZ (MIASTO);;;;;;;;;;;;;;;;
Pomorska;GRUDZIĄDZKI;0.0;0.0;28.0;6.0;2.0;0.0;10.0;15.0;40.0;21.0;0.0;0.0;0.0;0.0;72.0;5.0
Krakowska;GRYBOWSKI;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0
Lwowska;GRÓDECKI;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0
Warszawa Okręgowa;GRÓJECKI;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0
Wołyńska;HOROCHOWSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0
Lwowska;HORODEŃSKI;0.0;0.0;5.0;0.0;2.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
Lubelska;HRUBIESZOWSKI;0.0;0.0;12.0;3.0;3.0;1.0;;;15.0;4.0;;;;;;
;INOWROCŁAW (MIASTO);;;;;;;;;;;;;;;;
Wielkopolska;INOWROCŁAWSKI;0.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;68.0;5.0
Kielecka;IŁŻECKI;0.0;0.0;2.0;0.0;0.0;0.0;;;2.0;0.0;;;;;;
Lubelska;JANOWSKI;0.0;0.0;3.0;0.0;3.0;0.0;;;6.0;0.0;;;;;;
Wielkopolska;JAROCIŃSKI;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0
Lwowska;JAROSŁAWSKI;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;6.0;1.0;0.0;0.0;2.0;0.0;15.0;0.0
Krakowska;JASIELSKI;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0
Lwowska;JAWOROWSKI;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;15.0;0.0
Kielecka;JĘDRZEJOWSKI;0.0;0.0;2.0;1.0;1.0;0.0;;;3.0;1.0;;;;;;
Łódzka;KALISKI;0.0;0.0;7.0;2.0;3.0;0.0;1.0;1.0;11.0;3.0;0.0;0.0;0.0;0.0;47.0;6.0
Lwowska;KAMIONECKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
Pomorska;KARTUSKI;0.0;1.0;6.0;1.0;2.0;0.0;0.0;1.0;8.0;3.0;0.0;0.0;0.0;0.0;14.0;2.0
;KATOWICE (MIASTO);;;;;;;;;;;;;;;;
Śląska;KATOWICKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lwowska;KAŁUSKI;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0
Kielecka;KIELECKI;0.0;0.0;5.0;5.0;1.0;0.0;;;6.0;5.0;;;;;;
Poleska;KOBRYŃSKI;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0
Lwowska;KOLBUSZOWSKI;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
Białostocka;KOLNEŃSKI;0.0;0.0;1.0;0.0;0.0;0.0;;;1.0;0.0;;;;;;
Łódzka;KOLSKI;0.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;87.0;5.0
Kielecka;KONECKI;0.0;0.0;4.0;0.0;0.0;0.0;;;4.0;0.0;;;;;;
Łódzka;KONIŃSKI;0.0;0.0;5.0;0.0;2.0;0.0;;;7.0;0.0;;;;;;
Lubelska;KONSTANTYNOWSKI;0.0;0.0;0.0;0.0;4.0;0.0;;;4.0;0.0;;;;;;
Lwowska;KOPYCZYNIECKI;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0
Lwowska;KOSOWSKI (KOSÓW HUCULSKI);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
Poleska;KOSOWSKI (KOSÓW POLESKI);0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0
Wołyńska;KOSTOPOLSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Poleska;KOSZYRSKI;0.0;0.0;1.0;1.0;3.0;1.0;1.0;2.0;4.0;3.0;0.0;0.0;1.0;1.0;36.0;8.0
Wołyńska;KOWELSKI;0.0;0.0;2.0;3.0;1.0;0.0;1.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;64.0;3.0
Kielecka;KOZIENICKI;0.0;0.0;1.0;0.0;0.0;0.0;;;1.0;0.0;;;;;;
Lwowska;KOŁOMYJSKI;0.0;0.0;11.0;0.0;6.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0
Wielkopolska;KOŚCIAŃSKI;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
Pomorska;KOŚCIERSKI;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0
Wielkopolska;KOŹMIŃSKI;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0
Krakowska;KRAKOWSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
Krakowska;KRAKÓW (MIASTO);1.0;0.0;177.0;12.0;3.0;0.0;11.0;0.0;192.0;12.0;0.0;0.0;0.0;0.0;361.0;14.0
Lubelska;KRASNOSTAWSKI;0.0;0.0;7.0;1.0;0.0;0.0;;;7.0;1.0;;;;;;
Wielkopolska;KROTOSZYŃSKI;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;60.0;1.0
Lwowska;KROŚNIEŃSKI;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;62.0;6.0
Wołyńska;KRZEMIENIECKI;0.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0
Śląska;KRÓLEWSKA HUTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Warszawa Okręgowa;KUTNOWSKI;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0
Wielkopolska;KĘPIŃSKI;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
Lwowska;LESKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0
Wielkopolska;LESZCZYŃSKI;0.0;0.0;3.0;0.0;3.0;1.0;1.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;35.0;8.0
Poleska;LIDZKI;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;34.0;15.0
Krakowska;LIMANOWSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0
Warszawa Okręgowa;LIPNOWSKI;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0
Lwowska;LUBACZOWSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;1.0
Lubelska;LUBARTOWSKI;0.0;0.0;3.0;0.0;0.0;0.0;;;3.0;0.0;;;;;;
Pomorska;LUBAWSKI;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
Lubelska;LUBELSKI;0.0;0.0;15.0;1.0;11.0;0.0;;;26.0;1.0;;;;;;
Śląska;LUBLINIECKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Wołyńska;LUBOMELSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0
Lwowska;LWOWSKI;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0
Lwowska;LWÓW (MIASTO);0.0;0.0;118.0;10.0;4.0;0.0;6.0;0.0;128.0;10.0;0.0;0.0;0.0;0.0;574.0;0.0
Warszawa Grodzka;M. ST. WARSZAWA;3.0;0.0;507.0;28.0;26.0;3.0;86.0;11.0;622.0;42.0;0.0;0.0;0.0;0.0;2201.0;42.0
Warszawa Okręgowa;MAKOWSKI (MAKÓW MAZOWIECKI);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0
Krakowska;MAKOWSKI (MAKÓW PODHALAŃSKI);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
Kielecka;MIECHOWSKI;0.0;0.0;3.0;0.0;0.0;0.0;;;3.0;0.0;;;;;;
Krakowska;MIELECKI;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;17.0;1.0
Wielkopolska;MIĘDZYCHODZKI;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
Warszawa Okręgowa;MIŃSKI;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;3.0;1.0
Wielkopolska;MOGILEŃSKI;0.0;0.0;6.0;2.0;4.0;1.0;0.0;1.0;10.0;4.0;0.0;0.0;0.0;0.0;59.0;2.0
Lwowska;MOŚCISKI;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Krakowska;MYŚLENICKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
Warszawa Okręgowa;MŁAWSKI;0.0;0.0;12.0;1.0;0.0;0.0;1.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;46.0;4.0
Lwowska;NADWÓRNIAŃSKI;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0
Warszawa Okręgowa;NIESZAWSKI;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0
Poleska;NIEŚWIESKI;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;47.0;1.0
Lwowska;NIŻAŃSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Poleska;NOWOGRÓDZKI;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;30.0;2.0
Krakowska;NOWOSĄDECKI;1.0;0.0;10.0;0.0;3.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;54.0;3.0
Krakowska;NOWOTARSKI;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;27.0;4.0
Wielkopolska;NOWOTOMYSKI;1.0;0.0;7.0;0.0;4.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0
Wielkopolska;OBORNICKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0
Wielkopolska;ODOLANOWSKI;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;7.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0
Kielecka;OLKUSKI;0.0;0.0;1.0;1.0;1.0;0.0;;;2.0;1.0;;;;;;
Kielecka;OPATOWSKI;0.0;0.0;12.0;0.0;1.0;0.0;;;13.0;0.0;;;;;;
Kielecka;OPOCZYŃSKI;0.0;0.0;1.0;0.0;0.0;0.0;;;1.0;0.0;;;;;;
Białostocka;OSTROWSKI (OSTRÓW MAZOWIECKA);0.0;0.0;1.0;0.0;0.0;0.0;;;1.0;0.0;;;;;;
Wielkopolska;OSTROWSKI (OSTRÓW WIELKOPOLSKI);0.0;0.0;14.0;0.0;6.0;0.0;2.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;53.0;1.0
Białostocka;OSTROŁĘCKI;0.0;0.0;4.0;0.0;0.0;0.0;;;4.0;0.0;;;;;;
Wielkopolska;OSTRZESZOWSKI;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;28.0;1.0
Wileńska;OSZMIAŃSKI;0.0;0.0;9.0;3.0;0.0;0.0;0.0;0.0;9.0;3.0;0.0;0.0;0.0;0.0;21.0;7.0
Krakowska;OŚWIĘCIMSKI;0.0;0.0;7.0;2.0;1.0;0.0;0.0;0.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
Lwowska;PECZENIŻYŃSKI;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0
Krakowska;PILZNEŃSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
Łódzka;PIOTRKOWSKI;0.0;0.0;1.0;0.0;0.0;0.0;;;1.0;0.0;;;;;;
Kielecka;PIŃCZOWSKI;0.0;0.0;0.0;0.0;4.0;0.0;;;4.0;0.0;;;;;;
Poleska;PIŃSKI;0.0;0.0;12.0;2.0;5.0;0.0;0.0;0.0;17.0;2.0;0.0;0.0;0.0;0.0;38.0;4.0
Wielkopolska;PLESZEWSKI;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;47.0;0.0
Lwowska;PODHAJECKI;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0
Wielkopolska;POZNAŃ (MIASTO);0.0;0.0;69.0;20.0;13.0;3.0;50.0;23.0;132.0;46.0;0.0;0.0;2.0;0.0;257.0;23.0
Wielkopolska;POZNAŃSKI;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0
Poleska;PRUŻAŃSKI;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0
Warszawa Okręgowa;PRZASNYCKI;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0
Lwowska;PRZEMYSKI;0.0;0.0;17.0;1.0;3.0;0.0;5.0;0.0;25.0;1.0;0.0;0.0;7.0;0.0;80.0;2.0
Lwowska;PRZEMYŚLAŃSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
Lwowska;PRZEWORSKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0
Śląska;PSZCZYŃSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pomorska;PUCKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
Lubelska;PUŁAWSKI;0.0;0.0;5.0;1.0;0.0;0.0;;;5.0;1.0;;;;;;
Warszawa Okręgowa;PUŁTUSKI;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0
Warszawa Okręgowa;PŁOCKI;0.0;0.0;16.0;4.0;6.0;0.0;0.0;0.0;22.0;4.0;0.0;0.0;0.0;0.0;62.0;2.0
Warszawa Okręgowa;PŁOŃSKI;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0
Kielecka;RADOMSKI;0.0;0.0;1.0;4.0;0.0;0.0;;;1.0;4.0;;;;;;
Łódzka;RADOMSZCZAŃSKI;0.0;0.0;1.0;0.0;1.0;0.0;;;2.0;0.0;;;;;;
Lwowska;RADZIECHOWSKI;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
Warszawa Okręgowa;RADZYMIŃSKI;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
Lubelska;RADZYŃSKI;0.0;0.0;11.0;2.0;0.0;0.0;;;11.0;2.0;;;;;;
Wielkopolska;RAWICKI;0.0;0.0;0.0;2.0;3.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;24.0;2.0
Warszawa Okręgowa;RAWSKI (RAWA MAZOWIECKA);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lwowska;RAWSKI (RAWA RUSKA);0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;26.0;1.0
Lwowska;ROHATYŃSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
Krakowska;ROPCZYCKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0
Lwowska;RUDECKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
