Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
LUBELSKIE;WĘGROWSKI; 5 027 ; 22 648 ; 2 404 ; 7 064 ; 12 692 ; 95 ; 498 ; 363 
LUBELSKIE;WŁODAWSKI; 6 657 ; 36 317 ; 3 314 ; 12 159 ; 13 522 ; 34 ; 4 793 ; 712 
LUBELSKIE;ZAMOJSKI; 16 796 ; 17 609 ; 8 956 ; 11 575 ; 11 578 ; 944 ; 1 599 ; 575 
LUBELSKIE;ŁUKOWSKI; 4 366 ; 43 609 ; 2 882 ; 14 306 ; 18 288 ; -   ; 2 522 ; 384 
LWOWSKIE;BRZOZOWSKI; 5 690 ; 9 959 ; 3 729 ; 6 527 ; 6 187 ; 37 ; 14 ; 51 
LWOWSKIE;BÓBRECKI; 10 924 ; 5 540 ; 4 411 ; 7 623 ; 8 328 ; 833 ; 560 ; 587 
LWOWSKIE;DOBROMILSKI; 6 101 ; 8 657 ; 2 854 ; 10 376 ; 6 928 ; 22 ; 14 ; 43 
LWOWSKIE;DROHOBYCKI; 4 153 ; 9 125 ; 3 117 ; 10 145 ; 9 519 ; -   ; 63 ; 396 
LWOWSKIE;GRÓDECKI; 6 083 ; 8 089 ; 3 316 ; 7 806 ; 7 115 ; 45 ; 1 133 ; 502 
LWOWSKIE;JAROSŁAWSKI; 10 986 ; 18 768 ; 4 452 ; 8 533 ; 8 601 ; 910 ; 303 ; 578 
LWOWSKIE;JAWOROWSKI; 4 237 ; 15 841 ; 3 098 ; 7 995 ; 8 448 ; 2 ; 1 058 ; 692 
LWOWSKIE;KOLBUSZOWSKI; 2 769 ; 15 722 ; 3 112 ; 4 828 ; 8 296 ; -   ; 578 ; 559 
LWOWSKIE;KROŚNIEŃSKI; 7 499 ; 10 923 ; 4 305 ; 8 570 ; 7 888 ; 15 ; 45 ; 67 
LWOWSKIE;LESKI; 3 264 ; 8 387 ; 2 726 ; 25 858 ; 8 566 ; -   ; -   ; 2 
LWOWSKIE;LUBACZOWSKI; 5 919 ; 13 237 ; 3 601 ; 9 373 ; 7 815 ; -   ; 1 862 ; 794 
LWOWSKIE;LWOWSKI; 13 081 ; 9 802 ; 4 955 ; 12 984 ; 12 241 ; 262 ; 1 626 ; 579 
LWOWSKIE;LWÓW (MIASTO);;;;;;;;
LWOWSKIE;MOŚCISKI; 7 512 ; 11 954 ; 3 896 ; 6 293 ; 8 182 ; 26 ; 470 ; 739 
LWOWSKIE;NIŻAŃSKI; 2 962 ; 9 849 ; 2 256 ; 3 112 ; 6 078 ; 11 ; 694 ; 631 
LWOWSKIE;PRZEMYSKI; 11 960 ; 12 543 ; 4 243 ; 7 327 ; 9 270 ; 318 ; 33 ; 230 
LWOWSKIE;PRZEWORSKI; 4 810 ; 5 948 ; 1 249 ; 3 349 ; 3 191 ; 1 262 ; 114 ; 168 
LWOWSKIE;RAWSKI (RAWA RUSKA); 11 371 ; 16 625 ; 7 205 ; 9 483 ; 10 900 ; 133 ; 2 051 ; 836 
LWOWSKIE;RUDECKI; 6 161 ; 4 743 ; 3 713 ; 5 110 ; 7 816 ; 176 ; 431 ; 734 
LWOWSKIE;RZESZOWSKI; 12 856 ; 19 826 ; 6 102 ; 10 106 ; 10 556 ; 94 ; 41 ; 278 
LWOWSKIE;SAMBORSKI; 8 280 ; 11 394 ; 6 185 ; 10 250 ; 11 458 ; 21 ; 64 ; 749 
LWOWSKIE;SANOCKI; 7 130 ; 10 563 ; 5 558 ; 15 109 ; 9 129 ; 48 ; 10 ; 31 
LWOWSKIE;SOKALSKI; 19 826 ; 12 514 ; 6 877 ; 8 331 ; 11 008 ; 315 ; 923 ; 879 
LWOWSKIE;TARNOBRZESKI; 2 749 ; 10 524 ; 3 173 ; 4 025 ; 6 355 ; 169 ; 290 ; 781 
LWOWSKIE;TURCZAŃSKI; 480 ; 5 365 ; 1 141 ; 33 343 ; 10 251 ; -   ; 3 ; 2 
LWOWSKIE;ŁAŃCUCKI; 5 528 ; 15 627 ; 3 233 ; 5 850 ; 6 621 ; 253 ; 1 307 ; 1 009 
LWOWSKIE;ŻÓŁKIEWSKI; 9 621 ; 12 030 ; 3 574 ; 6 158 ; 7 825 ; 6 ; 1 024 ; 630 
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;ŚRÓDMIEJSKO-WARSZAWSKI;;;;;;;;
NOWOGRÓDZKIE;BARANOWICKI; 3 336 ; 39 044 ; 8 519 ; 17 867 ; 15 863 ; -   ; 5 933 ; 51 
NOWOGRÓDZKIE;LIDZKI; 1 031 ; 51 802 ; 11 216 ; 20 869 ; 17 662 ; -   ; 8 018 ; -   
NOWOGRÓDZKIE;NIEŚWIESKI; 4 344 ; 28 552 ; 7 189 ; 16 666 ; 16 845 ; -   ; 2 199 ; 42 
NOWOGRÓDZKIE;NOWOGRÓDZKI; 6 554 ; 35 631 ; 8 548 ; 17 554 ; 14 148 ; -   ; 3 729 ; -   
NOWOGRÓDZKIE;STOŁPECKI; 2 869 ; 28 692 ; 6 131 ; 11 869 ; 11 365 ; -   ; 2 552 ; 8 
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE); 1 455 ; 24 554 ; 7 376 ; 9 834 ; 9 118 ; -   ; 2 486 ; -   
NOWOGRÓDZKIE;SŁONIMSKI; 3 288 ; 37 446 ; 6 141 ; 13 207 ; 13 488 ; -   ; 5 344 ; 68 
NOWOGRÓDZKIE;WOŁOŻYŃSKI; 1 361 ; 24 326 ; 7 316 ; 13 511 ; 11 254 ; -   ; 1 487 ; -   
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.); 8 452 ; 62 058 ; 8 298 ; 17 449 ; 25 670 ; -   ; 4 250 ; 1 788 
POLESKIE;DROHICKI; 2 517 ; 22 004 ; 3 390 ; 9 369 ; 12 371 ; -   ; 1 031 ; 930 
POLESKIE;IWACEWICKI; 619 ; 22 822 ; 2 915 ; 7 522 ; 10 393 ; -   ; 2 027 ; 354 
POLESKIE;KOBRYŃSKI; 4 943 ; 35 191 ; 4 257 ; 9 847 ; 14 716 ; -   ; 2 438 ; 1 199 
POLESKIE;KOSZYRSKI; 1 237 ; 26 598 ; 2 757 ; 6 652 ; 11 206 ; -   ; 2 614 ; 1 114 
POLESKIE;PIŃSKI; 1 535 ; 40 921 ; 4 051 ; 12 871 ; 18 839 ; -   ; 4 730 ; 2 524 
POLESKIE;PRUŻAŃSKI; 1 777 ; 31 431 ; 4 427 ; 8 968 ; 15 699 ; -   ; 2 502 ; 556 
POLESKIE;STOLIŃSKI; 1 170 ; 24 352 ; 2 464 ; 4 654 ; 10 355 ; -   ; 2 747 ; 2 675 
POLESKIE;ŁUNINIECKI; 562 ; 18 319 ; 1 238 ; 3 533 ; 11 423 ; -   ; 2 315 ; 1 329 
POMORSKIE;BRODNICKI; 2 981 ; 21 033 ; 4 273 ; 2 011 ; 8 404 ; 446 ; 4 ; 1 
POMORSKIE;CHEŁMIŃSKI; 9 133 ; 11 763 ; 4 659 ; 2 238 ; 6 583 ; 2 687 ; 1 ; 1 
POMORSKIE;CHOJNICKI; 1 118 ; 28 274 ; 1 893 ; 5 034 ; 9 974 ; 19 ; 778 ; -   
POMORSKIE;DZIAŁDOWSKI; 655 ; 19 696 ; 2 960 ; 1 919 ; 8 011 ; 13 ; 44 ; -   
POMORSKIE;GDYNIA (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZKI; 8 846 ; 12 169 ; 4 899 ; 3 263 ; 6 201 ; 1 257 ; -   ; 1 
POMORSKIE;KARTUSKI; 392 ; 25 001 ; 1 014 ; 9 416 ; 12 915 ; -   ; 6 ; -   
POMORSKIE;KOŚCIERSKI; 711 ; 22 566 ; 895 ; 5 079 ; 9 047 ; -   ; 83 ; -   
POMORSKIE;LUBAWSKI; 2 424 ; 20 673 ; 4 765 ; 3 520 ; 8 244 ; 130 ; 7 ; 1 
POMORSKIE;MORSKI; 779 ; 21 191 ; 1 310 ; 7 577 ; 9 573 ; 9 ; 6 ; -   
POMORSKIE;STAROGARDZKI; 2 534 ; 18 462 ; 2 336 ; 2 696 ; 8 535 ; 419 ; 12 ; -   
POMORSKIE;SĘPOLEŃSKI; 1 029 ; 14 945 ; 2 791 ; 3 830 ; 5 574 ; 160 ; 5 ; 1 
POMORSKIE;TCZEWSKI; 8 003 ; 8 468 ; 4 231 ; 2 890 ; 4 920 ; 1 756 ; 2 ; -   
POMORSKIE;TORUŃ (MIASTO);;;;;;;;
POMORSKIE;TORUŃSKI; 7 835 ; 14 589 ; 3 690 ; 2 009 ; 6 637 ; 2 961 ; 10 ; 2 
POMORSKIE;TUCHOLSKI; 1 443 ; 17 368 ; 2 759 ; 2 177 ; 6 600 ; 179 ; 30 ; -   
POMORSKIE;WĄBRZESKI; 6 356 ; 13 987 ; 4 281 ; 1 883 ; 6 739 ; 1 064 ; 8 ; -   
POMORSKIE;ŚWIECKI; 4 898 ; 28 269 ; 5 087 ; 3 856 ; 12 939 ; 758 ; 5 ; 6 
POZNAŃSKIE;BYDGOSKI; 5 122 ; 24 434 ; 4 978 ; 3 600 ; 9 571 ; 1 000 ; 3 ; -   
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;;;;
POZNAŃSKIE;CHODZIESKI; 1 110 ; 19 704 ; 2 376 ; 3 892 ; 7 938 ; 168 ; -   ; -   
POZNAŃSKIE;CZARNKOWSKI; 1 041 ; 17 625 ; 1 412 ; 2 567 ; 7 654 ; 151 ; 2 ; -   
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI; 5 726 ; 31 906 ; 5 561 ; 5 408 ; 13 332 ; 1 601 ; 18 ; -   
POZNAŃSKIE;GOSTYŃSKI; 8 808 ; 12 050 ; 4 074 ; 5 232 ; 7 980 ; 2 383 ; 14 ; 21 
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;;;
POZNAŃSKIE;INOWROCŁAWSKI; 10 028 ; 18 398 ; 6 979 ; 2 257 ; 7 609 ; 6 520 ; 13 ; -   
POZNAŃSKIE;JAROCIŃSKI; 8 982 ; 27 218 ; 3 849 ; 7 768 ; 12 938 ; 2 229 ; 12 ; -   
POZNAŃSKIE;KOŚCIAŃSKI; 7 719 ; 23 892 ; 4 609 ; 5 027 ; 12 944 ; 2 200 ; -   ; 30 
POZNAŃSKIE;KROTOSZYŃSKI; 9 120 ; 16 829 ; 3 226 ; 9 183 ; 9 174 ; 1 518 ; -   ; 10 
POZNAŃSKIE;KĘPIŃSKI; 2 831 ; 32 821 ; 1 462 ; 8 721 ; 13 737 ; 521 ; 27 ; 6 
POZNAŃSKIE;LESZCZYŃSKI; 4 231 ; 18 891 ; 2 414 ; 4 955 ; 8 733 ; 1 124 ; 6 ; 41 
POZNAŃSKIE;MIĘDZYCHODZKI; 1 555 ; 15 977 ; 1 211 ; 2 531 ; 6 332 ; 373 ; 7 ; -   
POZNAŃSKIE;MOGILEŃSKI; 11 754 ; 31 624 ; 10 380 ; 4 489 ; 12 671 ; 5 461 ; 3 ; 2 
POZNAŃSKIE;NOWOTOMYSKI; 5 524 ; 30 698 ; 3 973 ; 5 459 ; 13 891 ; 2 211 ; 10 ; 1 
POZNAŃSKIE;OBORNICKI; 4 004 ; 20 866 ; 3 482 ; 4 125 ; 9 156 ; 821 ; 13 ; 2 
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI); 4 277 ; 25 199 ; 2 444 ; 7 101 ; 12 812 ; 476 ; 20 ; 43 
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;;;
POZNAŃSKIE;POZNAŃSKI; 5 486 ; 32 557 ; 5 988 ; 5 736 ; 15 228 ; 1 357 ; 16 ; 5 
POZNAŃSKIE;RAWICKI; 4 130 ; 11 646 ; 2 083 ; 3 676 ; 5 840 ; 1 728 ; 8 ; 27 
POZNAŃSKIE;SZAMOTULSKI; 6 702 ; 22 066 ; 4 060 ; 3 531 ; 10 503 ; 2 347 ; 138 ; -   
POZNAŃSKIE;SZUBIŃSKI; 3 527 ; 20 452 ; 4 089 ; 2 660 ; 8 962 ; 1 156 ; 8 ; -   
POZNAŃSKIE;WOLSZTYŃSKI; 1 667 ; 18 457 ; 1 228 ; 3 531 ; 8 444 ; 420 ; 5 ; 8 
POZNAŃSKIE;WRZESIŃSKI; 5 154 ; 15 533 ; 3 513 ; 3 155 ; 7 812 ; 2 412 ; 23 ; -   
POZNAŃSKIE;WYRZYSKI; 5 976 ; 26 796 ; 6 834 ; 4 636 ; 10 844 ; 1 988 ; 1 ; 1 
POZNAŃSKIE;WĄGROWIECKI; 4 124 ; 28 342 ; 5 904 ; 4 718 ; 11 928 ; 830 ; 8 ; -   
POZNAŃSKIE;ŚREDZKI; 5 906 ; 21 534 ; 4 481 ; 3 987 ; 9 261 ; 2 219 ; 43 ; -   
POZNAŃSKIE;ŚREMSKI; 4 519 ; 23 268 ; 3 602 ; 4 299 ; 9 553 ; 1 184 ; 52 ; 4 
POZNAŃSKIE;ŻNIŃSKI; 5 226 ; 18 729 ; 4 815 ; 3 040 ; 7 567 ; 1 366 ; 4 ; -   
STANISŁAWOWSKIE;DOLIŃSKI; 885 ; 4 723 ; 530 ; 7 382 ; 6 651 ; -   ; 20 ; 177 
STANISŁAWOWSKIE;HORODEŃSKI; 16 713 ; 7 387 ; 8 768 ; 4 674 ; 7 687 ; 1 407 ; 463 ; 127 
STANISŁAWOWSKIE;KAŁUSKI; 4 586 ; 6 334 ; 1 342 ; 8 492 ; 8 439 ; -   ; 819 ; 650 
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI); 843 ; 1 001 ; 606 ; 734 ; 3 909 ; -   ; 4 ; 2 
STANISŁAWOWSKIE;KOŁOMYJSKI; 10 751 ; 8 244 ; 3 689 ; 7 587 ; 11 533 ; 176 ; 101 ; 55 
STANISŁAWOWSKIE;NADWÓRNIAŃSKI; 1 646 ; 4 827 ; 1 108 ; 6 562 ; 10 572 ; -   ; 277 ; 69 
STANISŁAWOWSKIE;ROHATYŃSKI; 16 056 ; 6 748 ; 6 716 ; 9 333 ; 13 065 ; 569 ; 1 177 ; 666 
STANISŁAWOWSKIE;STANISŁAWOWSKI; 8 845 ; 10 603 ; 1 625 ; 9 930 ; 13 003 ; 54 ; 526 ; 588 
STANISŁAWOWSKIE;STRYJSKI; 2 987 ; 8 004 ; 1 905 ; 14 127 ; 10 032 ; -   ; 60 ; 453 
STANISŁAWOWSKIE;TŁUMACKI; 10 339 ; 8 950 ; 3 030 ; 7 032 ; 9 384 ; 18 ; 284 ; 256 
STANISŁAWOWSKIE;ŚNIATYŃSKI; 8 644 ; 5 741 ; 3 232 ; 2 324 ; 5 117 ; 159 ; 55 ; 3 
STANISŁAWOWSKIE;ŻYDACZOWSKI; 6 552 ; 7 033 ; 1 995 ; 5 915 ; 8 115 ; 141 ; 346 ; 763 
TARNOPOLSKIE;BORSZCZOWSKI; 17 729 ; 12 565 ; 6 444 ; 1 609 ; 7 073 ; -   ; 424 ; 42 
TARNOPOLSKIE;BRODZKI; 8 084 ; 11 569 ; 5 672 ; 8 444 ; 7 669 ; -   ; 3 330 ; 943 
TARNOPOLSKIE;BRZEŻAŃSKI; 13 668 ; 7 581 ; 10 486 ; 11 308 ; 10 808 ; 215 ; 3 772 ; 375 
TARNOPOLSKIE;BUCZACKI; 14 679 ; 12 495 ; 9 361 ; 7 252 ; 11 158 ; 50 ; 3 094 ; 489 
TARNOPOLSKIE;CZORTKOWSKI; 11 614 ; 5 571 ; 7 386 ; 1 566 ; 6 853 ; 123 ; 2 510 ; 231 
TARNOPOLSKIE;KAMIONECKI; 9 514 ; 9 473 ; 3 344 ; 5 872 ; 7 297 ; 101 ; 1 015 ; 966 
TARNOPOLSKIE;KOPYCZYNIECKI; 12 206 ; 5 832 ; 10 346 ; 1 704 ; 8 895 ; 259 ; 3 930 ; 218 
TARNOPOLSKIE;PODHAJECKI; 16 707 ; 9 401 ; 9 786 ; 8 797 ; 10 069 ; 134 ; 4 158 ; 304 
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 12 424 ; 5 567 ; 5 439 ; 9 657 ; 9 356 ; 52 ; 1 789 ; 644 
TARNOPOLSKIE;RADZIECHOWSKI; 10 742 ; 9 775 ; 4 958 ; 7 362 ; 7 755 ; 54 ; 969 ; 866 
TARNOPOLSKIE;SKAŁACKI; 14 046 ; 6 187 ; 14 561 ; 3 644 ; 8 244 ; 110 ; 7 692 ; 252 
TARNOPOLSKIE;TARNOPOLSKI; 18 154 ; 12 691 ; 14 855 ; 11 419 ; 12 012 ; 209 ; 9 987 ; 380 
TARNOPOLSKIE;TREMBOWELSKI; 13 486 ; 5 925 ; 9 558 ; 3 658 ; 8 716 ; 18 ; 5 910 ; 261 
TARNOPOLSKIE;ZALESZCZYCKI; 11 557 ; 7 872 ; 5 480 ; 1 449 ; 6 241 ; 124 ; 591 ; 46 
TARNOPOLSKIE;ZBARASKI; 12 076 ; 4 823 ; 9 954 ; 9 364 ; 5 696 ; 81 ; 5 981 ; 272 
TARNOPOLSKIE;ZBOROWSKI; 9 548 ; 10 393 ; 9 325 ; 11 708 ; 8 301 ; -   ; 4 429 ; 391 
TARNOPOLSKIE;ZŁOCZOWSKI; 11 099 ; 10 322 ; 7 781 ; 9 120 ; 9 735 ; 28 ; 2 524 ; 715 
WARSZAWSKIE;BŁOŃSKI; 6 590 ; 28 244 ; 2 064 ; 7 687 ; 11 731 ; 1 496 ; 97 ; 49 
WARSZAWSKIE;CIECHANOWSKI; 10 888 ; 29 488 ; 3 623 ; 4 433 ; 8 996 ; 1 239 ; 225 ; 10 
WARSZAWSKIE;GOSTYNIŃSKI; 5 665 ; 29 508 ; 1 335 ; 5 365 ; 10 307 ; 495 ; 133 ; 38 
WARSZAWSKIE;GRÓJECKI; 8 294 ; 47 250 ; 2 463 ; 15 778 ; 19 495 ; -   ; 195 ; 86 
WARSZAWSKIE;KUTNOWSKI; 12 695 ; 22 552 ; 3 142 ; 6 786 ; 9 168 ; 2 774 ; 15 ; 63 
WARSZAWSKIE;LIPNOWSKI; 6 948 ; 37 949 ; 5 712 ; 3 994 ; 12 572 ; 878 ; 251 ; 6 
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI); 5 986 ; 24 881 ; 1 406 ; 3 705 ; 7 576 ; 73 ; 1 002 ; 181 
