District,year,rural_pop,city_pop_sum,pop_total,dist_makoszowy_min,dist_zbaszyn_min,dist_gdansk_min
PIŃSKI,1913,77690.19999999995,18172.8,95862.99999999996,3164.4718811892817,4133.017222746075,3737.065801677429
DOLIŃSKI,1913,58704.40000000002,18689.8,77394.20000000003,2507.823463463387,4846.414467293766,5123.209784273327
NADWÓRNIAŃSKI,1913,74796.0,7638.200000000001,82434.2,3011.8359323976883,5350.4269362280675,5627.222253207629
ZBARASKI,1913,57466.79999999999,7772.0,65238.79999999999,2937.2705255161395,5275.861529346519,5340.346068120941
BŁOŃSKI,1913,58855.39999999991,34154.6,93009.99999999991,1534.8110369097592,1987.1956779971122,1921.7037208495444
SKIERNIEWICKI,1913,46247.79999999999,13811.8,60059.59999999999,1417.0789176365686,1875.4024694182979,1811.6540015309358
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1913,37958.20000000001,12190.2,50148.40000000001,3136.6824919550168,3543.0573719488907,3147.1059508802446
LWOWSKI,1913,96779.59999999998,5551.0,102330.59999999998,2206.0823379863887,4544.673341816768,4821.4686587963315
MOŚCISKI,1913,71088.79999999993,8680.0,79768.79999999993,1992.9019469946863,4331.492950825066,4608.28826780463
TORUŃSKI,1913,36785.59999999998,40008.4,76793.99999999997,2267.253097964886,1176.6703434121896,870.5761869317588
SIERADZKI,1913,109595.80000000005,35728.4,145324.20000000004,1601.98334838938,1215.2607354312672,2086.2932366677715
CZARNKOWSKI,1913,37607.20000000001,5800.0,43407.20000000001,2967.3562340182,905.0595058078782,1516.7935544772247
RADOMSKI,1913,114276.0,51235.0,165511.0,1324.4566384343389,2445.3734677056277,2611.7536930769843
KOWELSKI,1913,84663.99999999977,17296.0,101959.99999999977,2764.58851683944,3882.597196688481,3531.0922100719836
WILEJSKI,1913,88661.40000000002,1674.6,90336.00000000003,4388.198453312892,5057.825860611972,4661.874439543325
KROŚNIEŃSKI,1913,81979.80000000005,11139.2,93119.00000000004,1444.0489858535987,3782.6399896839785,4059.4353066635413
OSZMIAŃSKI,1913,45775.97424847877,6751.200000000001,52527.17424847877,4413.731705869003,5083.359113168085,4687.4076920994385
JAROSŁAWSKI,1913,107873.0,21766.2,129639.2,1588.748511443581,3927.33951527396,4204.134832253523
CHEŁMIŃSKI,1913,35078.79999999999,8349.6,43428.39999999999,2499.583634657076,1409.00088010438,865.0799143589707
ŚWIĘTOCHŁOWICKI,1913,127141.88345098807,35679.2,162821.08345098805,148.5390421167346,2699.3648698613383,2976.1601868409016
NOWOSĄDECKI,1913,98594.59999999998,38422.0,137016.59999999998,1101.7546943441653,3452.288023514693,3729.083340494256
KOŚCIERSKI,1913,39388.79999999999,7276.4,46665.19999999999,3220.3229068176674,1765.2545795572673,407.51592059728654
BARANOWICKI,1913,81486.19999999995,4815.799999999999,86301.99999999996,3351.2790449303902,4169.057515200144,3773.106094131497
ŚWIECKI,1913,68416.80000000005,8379.8,76796.60000000005,2643.4378984579025,1418.836940326169,533.6432931720851
LUBARTOWSKI,1913,78413.0,8847.4,87260.4,1983.61554324553,3104.5323725168187,2753.8921924418437
GRÓDECKI,1913,53431.79999999999,10675.4,64107.19999999999,2267.0921968182256,4605.683200648605,4882.478517628167
RAWSKI (RAWA MAZOWIECKA),1913,61870.59999999998,13564.4,75434.99999999997,1700.5337891399329,2164.6571945828173,2396.77710354488
BĘDZIŃSKI,1913,151512.3999999999,167459.6,318971.9999999999,308.44697255193245,2763.8016201690666,3040.5969371486294
DOBROMILSKI,1913,71699.19999999995,8460.8,80159.99999999996,1936.4914651637303,4275.082468994109,4551.877785973673
KOBRYŃSKI,1913,31737.79999999993,6693.6,38431.39999999993,2590.370380466118,3558.915722022913,3162.964300954267
BRZEŻAŃSKI,1913,62244.80000000005,12908.8,75153.60000000005,2680.4934662487617,5019.08447007914,5295.879787058702
PRZEWORSKI,1913,49531.59999999998,7651.599999999999,57183.199999999975,1541.726711354713,3880.317715185092,4157.113032164655
JASIELSKI,1913,88835.0,11842.800000000001,100677.8,1345.0549055313345,3683.6459093617136,3960.441226341277
ŁĘCZYCKI,1913,92783.80000000005,25063.2,117847.00000000004,1900.8256583150774,1808.7493673681138,1604.1412887266397
NIŻAŃSKI,1913,51294.19999999995,8926.8,60220.999999999956,1726.7810307242485,4065.372034554627,4342.167351534191
WĄGROWIECKI,1913,45657.20000000001,10147.0,55804.20000000001,2779.869735760209,1000.544046278743,1127.0514394895526
WŁOSZCZOWSKI,1913,76304.40000000002,12851.0,89155.40000000002,1034.8424459219568,2661.0058389936926,2937.801155973256
BORSZCZOWSKI,1913,76966.59999999998,7903.6,84870.19999999998,3522.38435218292,5860.9753560132995,5925.459894787723
ŁAŃCUCKI,1913,76427.0,11307.0,87734.0,1675.4448076819854,4014.035811512365,4290.831128491928
SOKÓLSKI,1913,67598.99999999988,12877.599999999999,80476.59999999989,2979.4717091625166,3385.84658915639,2989.8951680877435
BIELSKO,1913,51373.518477343954,18786.199999999997,70159.71847734395,451.21896249032,2973.3812151117536,3250.176532091317
ZDOŁBUNOWSKI,1913,66615.59999999998,19419.2,86034.79999999997,3325.3539239097704,4718.567162816059,4367.9269827410835
MŁAWSKI,1913,62505.0,14938.2,77443.2,2563.7193054850864,1912.060874059348,1300.652751555201
JAROCIŃSKI,1913,72460.0,15962.2,88422.2,2187.3354222296043,786.6132481722599,1543.153740406738
CZĘSTOCHOWSKI,1913,107125.19999999995,75496.40000000001,182621.59999999998,649.4799961280415,2298.4531012516272,2575.24841823119
RÓWIEŃSKI,1913,136723.80000000005,27928.0,164651.80000000005,3320.734448605977,4612.105326448193,4261.46514637322
KOPYCZYNIECKI,1913,76753.59999999998,9503.800000000001,86257.39999999998,3103.7469952948986,5442.33799912528,5506.8225378997
KRASNOSTAWSKI,1913,95667.40000000002,7749.4,103416.80000000002,2468.217304518167,3589.1341337894555,3238.4939537144824
ŻYDACZOWSKI,1913,53413.40000000002,12765.4,66178.80000000002,2590.857178538523,4929.448182368903,5206.243499348465
STOPNICKI,1913,120089.80000000005,10560.6,130650.40000000005,1413.858006437296,3702.1015474705496,3978.8968644501138
JAWOROWSKI,1913,62606.59999999998,8826.6,71433.19999999998,2410.0390617588323,4748.630065589212,5025.425382568772
SZAMOTULSKI,1913,50917.79999999999,15074.0,65991.79999999999,2765.9716387333174,517.9250243719939,1661.3409436372147
CHODZIESKI,1913,30853.0,10515.599999999999,41368.6,2852.3469525506835,852.5105573192243,1190.6252134766332
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1913,59808.59999999998,657.4,60465.99999999998,3447.9475248501826,4117.574932149263,3721.623511080617
MIECHOWSKI,1913,130161.31582580839,13867.400000000001,144028.71582580838,756.9419727381047,2921.2118535430322,3198.007170522595
WADOWICKI,1913,100220.0,15852.6,116072.6,582.5605831067999,2933.3273565964455,3210.1226735760083
KIELECKI,1913,111648.19999999995,36673.0,148321.19999999995,931.9160040100496,2390.306270080235,2667.101587059797
KAŁUSKI,1913,65640.99999999988,5949.8,71590.79999999989,2732.2532014432268,5070.844205273607,5347.639522253167
LUBELSKI,1913,120588.0,80146.2,200734.2,1881.3220892748134,3002.238918546102,2651.5987384711284
WŁODAWSKI,1913,42370.19999999995,14488.599999999999,56858.79999999995,2532.5978571712412,3626.63499551744,3236.627824828067
OPATOWSKI,1913,116467.0,27474.0,143941.0,1389.8171363580993,2510.733965629388,2787.5292826089512
NIEŚWIESKI,1913,78851.59999999998,12027.0,90878.59999999998,4074.2318519243872,4892.010322194142,4496.058901125495
JĘDRZEJOWSKI,1913,79829.08417419142,15075.2,94904.28417419142,715.9078256861441,2512.1416964531177,2788.9370134326805
GARWOLIŃSKI,1913,121910.19999999995,11620.4,133530.59999999995,1928.9147769487538,2660.7789551866567,2264.8275341180106
GORLICKI,1913,74605.19999999995,8083.200000000001,82688.39999999995,1288.6415830893625,3627.2325869197416,3904.0279038993053
JANOWSKI,1913,101882.59999999998,12646.599999999999,114529.19999999998,1940.4481479922715,4279.039151822651,4555.834468802214
BIALSKI (BIAŁA KRAKOWSKA),1913,63746.79999999993,31350.4,95097.19999999992,462.8687793646414,2973.3537926358777,3250.149109615441
ŁUCKI,1913,126629.80000000005,18947.6,145577.40000000005,3054.965775840379,4175.8826051116675,3825.242425036693
SARNEŃSKI,1913,85886.80000000005,6668.0,92554.80000000005,3320.5668823874503,4441.48371165874,4090.843531583764
LIMANOWSKI,1913,68719.0,2084.6,70803.6,1035.291792500645,3386.058565990291,3662.8538829698546
DUBIEŃSKI,1913,127771.3999999999,9610.8,137382.1999999999,2922.8137052666693,4764.995805017113,4414.355624942137
ŁOMŻYŃSKI,1913,93957.0,34046.6,128003.6,2753.998800922834,3111.379371949467,2715.42795088082
BRZESKI (BRZESKO),1913,88652.19999999995,4510.0,93162.19999999995,1160.6238364269684,3499.214840257348,3776.0101572369113
LUBACZOWSKI,1913,68983.79999999993,6602.0,75585.79999999993,2661.969850707674,5000.560854538055,5277.356171517616
KAMIONECKI,1913,63203.19999999995,11368.4,74571.59999999995,2422.377361883743,4760.968365714122,5020.726798722044
KOLSKI,1913,85949.19999999995,20207.0,106156.19999999995,2536.290954974087,1852.69859385505,1681.6754220701791
LUBOMELSKI,1913,30168.0,2701.6,32869.6,2574.635982460736,3695.5528117320246,3344.9126316570514
LIPNOWSKI,1913,72060.80000000005,9779.0,81839.80000000005,2321.4238661759114,1548.2758248098955,1289.5127347743853
TREMBOWELSKI,1913,66815.80000000005,10703.0,77518.80000000005,2923.6436294716577,5262.234633302039,5326.7191720764595
BRZESKI (BRZEŚĆ N.BUG.),1913,23710.05315481055,17865.0,41575.05315481055,2290.9727466249783,3249.6760962861435,2853.7246752174965
TŁUMACKI,1913,75387.0,16242.0,91629.0,2813.2023228816465,5151.793326712026,5428.588643691587
MOŁODECZAŃSKI,1913,61999.60000000002,7915.0,69914.60000000002,4068.4126522195875,4738.040059518669,4342.088638450023
MORSKI,1913,44994.0,-10757.999999999998,34236.0,3662.4120737092926,2192.999949280965,243.29343949166156
BYDGOSKI,1913,41196.19999999995,71006.0,112202.19999999995,2527.499165771578,1139.8148120461422,798.2346612792867
LWÓW (MIASTO),1913,1.0,316177.0,316178.0,2096.6952442380784,4435.286248068459,4712.081565048022
ROPCZYCKI,1913,83198.3999999999,11046.0,94244.3999999999,1122.277957015951,3460.868960846331,3737.664277825894
KOLBUSZOWSKI,1913,59342.0,6147.8,65489.8,1604.2157370223315,3942.8067408527104,4219.602057832276
WŁODZIMIERSKI,1913,59348.80000000005,5054.800000000001,64403.60000000005,2885.2276486492956,4006.1444779205835,3655.504297845611
ŁÓDZKI,1913,40927.59999999998,28421.4,69348.99999999997,1365.1575394021465,1518.4042243659374,1927.1500257762204
LESKI,1913,70900.79999999993,6476.0,77376.79999999993,2019.7730474669993,4358.36405129738,4635.159368276943
GOSTYŃSKI,1913,45675.40000000002,13146.2,58821.60000000002,2287.1883439281796,612.5509485993538,1696.2364206343188
OBORNICKI,1913,37786.19999999995,11101.0,48887.19999999995,2711.2947700775903,665.7852636845715,1398.3925713494687
WŁOCŁAWSKI,1913,59549.40000000002,49128.0,108677.40000000002,2089.998792522291,1527.8048624760615,1269.0417724405518
KRAKÓW (MIASTO),1913,1.0,153662.8,153663.8,636.7327183075425,2987.499491797188,3264.2948087767513
PRZEMYSKI,1913,88616.40000000002,46967.0,135583.40000000002,1694.0234036592733,4032.6144074896524,4309.409724469216
WILNO (MIASTO),1913,1.0,75010.8,75011.8,3786.3985032425867,4192.773383236459,3796.821962167814
WYSOKOMAZOWIECKI,1913,55653.59999999998,13022.999999999998,68676.59999999998,2788.989891509147,3195.3647715030206,2799.4133504343745
ZAMOJSKI,1913,98042.80000000005,14823.0,112865.80000000005,3108.7119271787556,5447.302931009137,5724.098247988697
ŚNIATYŃSKI,1913,53108.0,15508.400000000001,68616.4,3188.2635778543568,5526.854581684737,5803.649898664299
SAMBORSKI,1913,94443.0,22317.8,116760.8,1947.4858909264162,4286.076894756795,4562.872211736359
MIŃSKI,1913,71258.59999999998,16208.0,87466.59999999998,1957.7197074687729,2458.177754481629,2062.2263334129834
KARTUSKI,1913,58341.40000000002,2646.6,60988.00000000002,3368.3971701226064,1898.9850456942781,305.42816922127986
BÓBRECKI,1913,68655.59999999998,5557.6,74213.19999999998,2607.327939104476,4945.918942934855,5222.714259914417
BIELSKI (BIELSK PODLASKI),1913,78300.59999999986,16707.4,95007.99999999985,2590.333390916571,3301.337609481153,2905.3861884125067
STAROGARDZKI,1913,49642.19999999995,8154.0,57796.19999999995,2933.3270627666857,1716.3687980354246,426.96714097090745
SIEDLECKI,1913,86705.80000000005,31905.6,118611.40000000005,2040.7513073166801,2751.755525881262,2355.804104812616
KRAKOWSKI,1913,100131.0,7740.6,107871.6,631.955201453422,2982.0347376058317,3258.8300545853945
DZIAŁDOWSKI,1913,32049.20000000001,5099.4,37148.60000000001,2725.1315347843633,1882.067778864336,1270.6596563601888
CIECHANOWSKI,1913,49710.59999999998,10395.4,60105.99999999998,2298.380307762657,1964.802397833057,1353.3942753289095
HOROCHOWSKI,1913,59046.59999999998,8253.2,67299.79999999997,2855.983983874751,5187.002462338079,5416.360531419237
KUTNOWSKI,1913,68731.59999999998,23792.199999999997,92523.79999999997,1686.950503513562,1695.0218786189741,1436.2587885834637
PIŃCZOWSKI,1913,98391.19999999995,17454.0,115845.19999999995,1186.676442709942,3002.338011818454,3279.133328798018
CHOJNICKI,1913,51627.19999999995,13186.599999999999,64813.79999999995,3065.7690021307963,1568.0578764667919,777.3705834337143
IWACEWICKI,1913,15392.599999999977,5105.4,20497.999999999978,3072.1256190121107,4040.6709605689057,3644.719539500259
ŻYWIECKI,1913,83361.19999999995,9604.2,92965.39999999995,549.1507780331445,3063.075979862939,3339.8712968425025
TARNOGÓRSKI,1913,43352.433224487264,15355.0,58707.433224487264,231.76666200275562,2787.229950566883,3064.0252675464453
LUBAWSKI,1913,43367.20000000001,7048.0,50415.20000000001,2790.62827210842,1705.7438137117938,1029.7984229237202
TURECKI,1913,85095.79999999993,17367.2,102462.99999999993,2246.117309830353,1706.8382865292658,2501.517187537078
PRUŻAŃSKI,1913,28045.0,10185.8,38230.8,2736.202441114794,3704.7477826715894,3308.7963616029424
ŁOWICKI,1913,78897.40000000002,15521.4,94418.80000000002,1480.6010167018185,1783.2813996427813,1670.6126823953184
RZESZOWSKI,1913,129957.59999999986,36417.600000000006,166375.19999999987,1355.7961369101217,3694.387140740501,3971.182457720064
WARSZAWSKI,1913,37572.39999999991,28423.0,65995.3999999999,1860.9433347444117,2172.143406232763,1781.6620138685491
IŁŻECKI,1913,110928.59999999998,8041.0,118969.59999999998,1504.3300904232874,2625.2469196945767,2902.042236674139
BRZOZOWSKI,1913,71734.19999999995,4094.4,75828.59999999995,1774.9712528090204,4113.5622566393995,4390.357573618964
PIOTRKOWSKI,1913,133176.80000000005,44241.4,177418.20000000004,1094.955888247413,1932.9891146327695,2209.784431612333
SĘPOLEŃSKI,1913,23345.399999999994,3519.4,26864.799999999996,2758.4449707072704,1243.9308450095366,744.990059057349
POZNAŃSKI,1913,61976.40000000002,7771.200000000001,69747.60000000002,2542.577539689288,507.8812345572739,1428.060155785586
TARNOPOLSKI,1913,90222.80000000005,32222.399999999998,122445.20000000004,2767.2934222300914,5105.884426060472,5170.368964834894
WILEŃSKO-TROCKI,1913,119475.09177704455,14046.400000000001,133521.49177704455,3963.081867312392,4394.616877759698,3998.6654566910506
KROTOSZYŃSKI,1913,53255.0,22930.0,76185.0,2203.5597450692544,834.7113813157459,1652.9219457358386
GRODZIEŃSKI,1913,58536.40000000002,33032.600000000006,91569.00000000003,3258.3760098242137,3671.022215955357,3275.07079488671
KOSOWSKI (KOSÓW HUCULSKI),1913,65705.99999999988,9697.0,75402.99999999988,3424.0585309317175,5762.649534762098,6039.4448517416595
TURCZAŃSKI,1913,73371.80000000005,9984.8,83356.60000000005,2194.78377030028,4533.374774130661,4810.1700911102225
PŁOCKI,1913,70812.40000000002,27820.600000000002,98633.00000000003,2259.3010379196658,2490.3918944404954,2344.471958722776
RADZYMIŃSKI,1913,48149.0,4676.8,52825.8,2020.6156175561557,2371.82381091505,1975.8723898464045
WYRZYSKI,1913,46434.20000000001,12623.199999999999,59057.40000000001,2659.5047435265515,1135.221973729052,988.9866155515153
DROHOBYCKI,1913,89088.40000000002,53050.600000000006,142139.00000000003,2135.425720397004,4474.016724227383,4750.812041206947
KONIŃSKI,1913,151919.80000000005,34807.4,186727.20000000004,2923.136336679831,1122.946159729983,1611.994129316039
ŁASKI,1913,94943.40000000002,36475.8,131419.2,1638.764280063764,1460.0583518642268,2230.9245309078606
RYPIŃSKI,1913,59517.40000000002,6342.8,65860.20000000003,2873.196893192256,1782.6141386395605,1171.2060161354127
KOSZYRSKI,1913,34475.19999999995,6439.0,40914.19999999995,3985.185064859943,5082.121955396182,4724.350777262874
WĘGROWSKI,1913,66394.0,7806.8,74200.8,2378.565186404553,3089.569404969135,2693.617983900489
WOŁOŻYŃSKI,1913,68158.3999999999,2838.8,70997.19999999991,4565.797943151541,5235.425350450622,4839.473929381974
GRÓJECKI,1913,100738.19999999995,22080.6,122818.79999999996,2276.870109694537,2577.0550746786967,2240.7064561131565
PSZCZYŃSKI,1913,89569.15238155903,12544.199999999999,102113.35238155903,273.7870437261208,2794.594181507219,3071.389498486783
BRZEZIŃSKI,1913,69759.59999999998,34554.2,104313.79999999997,1259.5009178965597,1707.3079159590695,1984.5751190280407
ŁÓDŹ (MIASTO),1913,1.0,329179.6,329180.6,1291.6813835748735,1551.795857884634,1992.7666857772535
STOŁPECKI,1913,65688.27632497228,298.4000000000001,65986.67632497227,3827.49356150172,4645.272031771476,4249.320610702828
WĄBRZESKI,1913,30174.599999999977,14140.6,44315.199999999975,2441.6335243822246,1351.0507698295285,873.9153428061229
BRODNICKI,1913,42819.0,7178.8,49997.8,2559.1688415148446,1469.6170603927014,858.2089378885537
KOSTOPOLSKI,1913,82261.19999999995,2367.2,84628.39999999995,3446.1840439475454,4733.908967698234,4383.26878762326
GRUDZIĄDZKI,1913,35859.59999999998,23288.6,59148.199999999975,2524.490737486458,1433.9079829337613,665.4453915941862
OSTROWSKI (OSTRÓW MAZOWIECKA),1913,63504.80000000005,14521.0,78025.80000000005,2392.7192679480586,2799.0941479419325,2403.1427268732864
NIESZAWSKI,1913,73324.59999999998,15952.8,89277.39999999998,2223.8807303306553,1426.3669750555025,1167.6038850199925
SZUBIŃSKI,1913,37244.40000000002,8161.799999999999,45406.200000000026,2558.2582061387184,1024.0657067091759,898.4609347019341
KONECKI,1913,96397.0,22394.2,118791.2,1245.1653906388176,2076.637571875294,2353.4328888548566
RAWICKI,1913,35196.59999999998,14694.4,49890.99999999998,2258.7450086337667,604.835192055664,1802.362238450387
NOWOTOMYSKI,1913,62772.79999999999,21840.199999999997,84612.99999999999,2810.156015490708,258.80255896708775,1759.4174177461084
BIALSKI (BIAŁA PODLASKA),1913,45167.367690378785,14055.0,59222.367690378785,2147.248899211987,3115.7942407687815,2719.8428197001363
OLKUSKI,1913,111958.0,11889.0,123847.0,537.675243397918,2833.8620514256813,3110.6573684052446
KOZIENICKI,1913,95966.0,13211.0,109177.0,1636.6308733907665,2757.5477026620556,2517.3071206815303
SANOCKI,1913,78395.19999999995,14149.400000000001,92544.59999999995,1731.1321019553113,4069.7231057856907,4346.518422765254
WRZESIŃSKI,1913,36023.0,7946.799999999999,43969.8,2449.5591406078693,847.8950813932897,1358.3874127590002
BRODZKI,1913,63037.59999999998,9639.8,72677.39999999998,2563.385772464143,4901.210482465095,4550.570302390121
CHEŁMSKI,1913,70362.80000000005,18420.2,88783.00000000004,2210.2767145731414,3331.19354384443,2980.5533637694566
DROHICKI,1913,34583.19999999995,1334.2,35917.39999999995,2945.352651320511,3913.8979928773065,3517.946571808661
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1913,78612.19999999995,19388.399999999998,98000.59999999995,1994.6834395252895,909.1477991412977,1785.000727185701
TOMASZOWSKI,1913,73580.40000000002,5403.8,78984.20000000003,2741.688350355895,5080.279354186276,5357.074671165835
KĘPIŃSKI,1913,76965.19999999995,13028.6,89993.79999999996,2193.635860124271,1108.1002197402784,1983.9531477846817
BOCHEŃSKI,1913,90460.40000000002,17734.4,108194.80000000002,720.1426381644217,3058.7336419948015,3335.5289589743647
GNIEŹNIEŃSKI,1913,57420.19999999995,27892.199999999997,85312.39999999995,2520.7437450456,708.1391237129741,1197.1870932990303
LUBLINIECKI,1913,22053.53972179623,6139.2,28192.73972179623,489.6876303557222,3032.645219758156,3309.44053673772
ZŁOCZOWSKI,1913,83496.80000000005,16107.8,99604.60000000005,2526.5296290011283,4865.1206328315075,4929.605171605929
BRASŁAWSKI,1913,108443.40000000002,292.5999999999999,108736.00000000003,5523.692984218299,5930.067864212174,5534.116443143525
ŁUKOWSKI,1913,87792.0,17347.4,105139.4,1953.5923148092863,2927.145915755461,2532.683818257483
SŁONIMSKI,1913,37038.0,4330.2,41368.2,3222.177165136891,3891.804572435971,3495.8531513673247
PRZASNYCKI,1913,39032.99999999994,7372.6,46405.59999999994,2952.9288209658325,2328.1374604600246,1716.7293379558778
ŻNIŃSKI,1913,33819.59999999998,8442.0,42261.59999999998,2636.992230892361,914.7207651798149,1019.7940808452618
TARNOBRZESKI,1913,63269.79999999999,6778.2,70047.99999999999,1447.6258668779349,3786.216870708314,4063.0121876878775
AUGUSTOWSKI,1913,46436.40000000002,6054.0,52490.40000000002,3543.83275273197,3950.2076327258433,3554.256211657197
HRUBIESZOWSKI,1913,72233.40000000002,10659.0,82892.40000000002,3343.53774505438,4464.454574325669,4113.814394250693
PUŁTUSKI,1913,67838.59999999998,29243.6,97082.19999999998,2329.6349401179323,2396.430837555974,1804.6584776296233
SOCHACZEWSKI,1913,51762.59999999998,1143.3999999999996,52905.99999999998,1673.3426972917082,1973.5276622758674,1863.3543629852077
NOWOGRÓDZKI,1913,71645.92367502768,6354.2,78000.12367502767,3707.273619829757,4525.052090099513,4129.100669030866
TUCHOLSKI,1913,33712.79999999999,5667.8,39380.59999999999,2844.724822156416,1516.437770420035,745.5689024348998
POSTAWSKI,1913,75605.09999999989,-359.5999999999999,75245.49999999988,,,
INOWROCŁAWSKI,1913,47435.99999999994,21904.6,69340.59999999995,2487.7412736891006,1061.3136796830443,1059.8760603164587
BIAŁOSTOCKI,1913,69639.59999999998,83295.2,152934.8,2753.894799141098,3160.2696791349713,2764.318258066326
DĄBROWSKI,1913,54598.79999999999,6749.4,61348.19999999999,1050.1720175779956,3388.763021408375,3665.558338387939
ROHATYŃSKI,1913,83346.19999999995,9936.2,93282.39999999995,2728.8905090573576,5067.481512887738,5344.276829867299
ŚWIĘCIAŃSKI,1913,104344.60000000003,5646.4,109991.00000000003,4312.512771705373,4718.887651699246,4322.936230630599
ŚREMSKI,1913,44355.79999999999,12789.0,57144.79999999999,2661.2751161302335,640.0714193950741,1710.1508432466044
