District,Polish,% Polish,Ukrainian,% Ukrainian,Ruthenian,% Ruthenian,Belarusian,% Belarusian,Russian,% Russian,German,% German,Jewish,% Jewish,Hebrew,% Hebrew,Other and unknown: total,% Other: total,Minorities total (excluding Polish nationality),% Minorities total
DZIAŁDOWSKI,39645.0,0.928106564,8.0,0.000187283,3.0,7.02313e-05,4.0,9.36417e-05,10.0,0.000234104,2862.0,0.067000655,108.0,0.002528327,9.0,0.000210694,67.0,0.001568499,3071.0,0.071893436
GRUDZIĄDZ (MIASTO),49636.0,0.91894694,59.0,0.001092309,7.0,0.000129596,142.0,0.002628948,54.0,0.000999741,3608.0,0.066797497,412.0,0.007627652,42.0,0.000777576,54.0,0.000999741,4378.0,0.08105306
GRUDZIĄDZKI,34902.0,0.815448237,7.0,0.000163548,2.0,4.67279e-05,2.0,4.67279e-05,9.0,0.000210275,7760.0,0.181304175,0.0,0.0,0.0,0.0,119.0,0.002780309,7899.0,0.184551763
KARTUSKI,64103.0,0.933439147,8.0,0.000116492,0.0,0.0,2.0,2.91231e-05,1.0,1.45616e-05,4445.0,0.064726097,19.0,0.000276669,0.0,0.0,96.0,0.001397909,4571.0,0.066560853
KOŚCIERSKI,45658.0,0.882860237,7.0,0.000135355,1.0,1.93364e-05,2.0,3.86728e-05,4.0,7.73455e-05,5978.0,0.115592853,0.0,0.0,0.0,0.0,66.0,0.001276201,6058.0,0.117139763
LUBAWSKI,51812.0,0.966263218,6.0,0.000111896,1.0,1.86494e-05,0.0,0.0,8.0,0.000149195,1612.0,0.030062849,62.0,0.001156263,3.0,5.59482e-05,117.0,0.002181981,1809.0,0.033736782
SĘPOLEŃSKI,17538.0,0.593241552,10.0,0.000338261,0.0,0.0,1.0,3.38261e-05,11.0,0.000372087,11942.0,0.403950885,24.0,0.000811826,7.0,0.000236782,30.0,0.001014782,12025.0,0.406758448
STAROGARDZKI,67937.0,0.945815757,20.0,0.000278439,2.0,2.78439e-05,6.0,8.35317e-05,13.0,0.000180985,3433.0,0.047794066,257.0,0.003577942,1.0,1.3922e-05,160.0,0.002227513,3892.0,0.054184243
ŚWIECKI,74171.0,0.842871429,14.0,0.000159095,11.0,0.000125003,10.0,0.000113639,30.0,0.000340917,13422.0,0.152526194,127.0,0.001443215,2.0,2.27278e-05,211.0,0.002397782,13827.0,0.157128571
TCZEWSKI,62832.0,0.932239351,19.0,0.000281903,2.0,2.9674e-05,3.0,4.4511e-05,11.0,0.000163207,4359.0,0.06467455,64.0,0.000949569,0.0,0.0,109.0,0.001617235,4567.0,0.067760649
TORUŃ (MIASTO),51006.0,0.944678014,35.0,0.000648232,8.0,0.000148167,3.0,5.55628e-05,113.0,0.002092864,2450.0,0.045376252,245.0,0.004537625,27.0,0.000500065,106.0,0.001963217,2987.0,0.055321986
TORUŃSKI,52909.0,0.878682698,35.0,0.00058126,5.0,8.30372e-05,11.0,0.000182682,39.0,0.00064769,7124.0,0.118311356,39.0,0.00064769,0.0,0.0,52.0,0.000863587,7305.0,0.121317302
TUCHOLSKI,37990.0,0.920992024,13.0,0.000315159,1.0,2.4243e-05,2.0,4.8486e-05,7.0,0.000169701,3151.0,0.076389731,3.0,7.2729e-05,0.0,0.0,82.0,0.001987927,3259.0,0.079007976
WĄBRZESKI,42346.0,0.849434326,26.0,0.000521544,5.0,0.000100297,3.0,6.01781e-05,18.0,0.000361069,7051.0,0.141438658,208.0,0.00417235,51.0,0.001023028,144.0,0.00288855,7506.0,0.150565674
MORSKI,79658.0,0.933911718,10.0,0.00011724,0.0,0.0,4.0,4.68961e-05,7.0,8.20681e-05,5213.0,0.061117299,104.0,0.001219298,0.0,0.0,299.0,0.003505481,5637.0,0.066088282
GDYNIA (MIASTO),32554.0,0.980040341,32.0,0.000963362,9.0,0.000270946,7.0,0.000210735,80.0,0.002408405,329.0,0.009904567,23.0,0.000692417,1.0,3.01051e-05,182.0,0.005479122,663.0,0.019959659
BYDGOSKI,50247.0,0.864256351,74.0,0.001272812,1.0,1.72002e-05,107.0,0.001840417,30.0,0.000516005,7517.0,0.12929359,108.0,0.001857617,36.0,0.000619206,19.0,0.000326803,7892.0,0.135743649
BYDGOSZCZ (MIASTO),104647.0,0.892892491,54.0,0.000460751,9.0,7.67918e-05,12.0,0.000102389,159.0,0.001356655,11276.0,0.096211604,789.0,0.006732082,123.0,0.001049488,131.0,0.001117747,12553.0,0.107107509
CHODZIESKI,31930.0,0.717399119,4.0,8.98715e-05,1.0,2.24679e-05,3.0,6.74036e-05,1.0,2.24679e-05,12493.0,0.280691112,46.0,0.001033522,1.0,2.24679e-05,29.0,0.000651568,12578.0,0.282600881
CZARNKOWSKI,36764.0,0.849916775,3.0,6.93545e-05,3.0,6.93545e-05,0.0,0.0,5.0,0.000115591,6273.0,0.145020344,130.0,0.003005363,8.0,0.000184945,70.0,0.001618273,6492.0,0.150083225
GNIEŹNIEŃSKI,50391.0,0.880099902,4.0,6.98617e-05,2.0,3.49308e-05,3.0,5.23963e-05,6.0,0.000104793,6790.0,0.118590191,23.0,0.000401705,1.0,1.74654e-05,36.0,0.000628755,6865.0,0.119900098
GOSTYŃSKI,53461.0,0.955872624,2.0,3.57596e-05,0.0,0.0,0.0,0.0,5.0,8.93991e-05,2456.0,0.043912818,0.0,0.0,0.0,0.0,5.0,8.93991e-05,2468.0,0.044127376
INOWROCŁAWSKI,40956.0,0.84273339,22.0,0.000452684,6.0,0.000123459,1.0,2.05766e-05,4.0,8.23062e-05,7584.0,0.156052594,5.0,0.000102883,0.0,0.0,21.0,0.000432108,7643.0,0.15726661
JAROCIŃSKI,83692.0,0.955977429,17.0,0.000194184,3.0,3.42677e-05,11.0,0.000125648,4.0,4.56903e-05,3744.0,0.042766089,31.0,0.0003541,21.0,0.000239874,23.0,0.000262719,3854.0,0.044022571
KĘPIŃSKI,82685.0,0.952054716,8.0,9.21139e-05,0.0,0.0,3.0,3.45427e-05,1.0,1.15142e-05,3273.0,0.037686099,102.0,0.001174452,0.0,0.0,777.0,0.008946562,4164.0,0.047945284
KOŚCIAŃSKI,76019.0,0.963497636,8.0,0.000101395,5.0,6.33722e-05,5.0,6.33722e-05,6.0,7.60466e-05,2832.0,0.035893991,0.0,0.0,1.0,1.26744e-05,23.0,0.000291512,2880.0,0.036502364
KROTOSZYŃSKI,69733.0,0.924154474,15.0,0.000198791,2.0,2.65055e-05,6.0,7.95165e-05,1.0,1.32528e-05,5625.0,0.074546756,44.0,0.000583121,0.0,0.0,30.0,0.000397583,5723.0,0.075845526
LESZCZYŃSKI,51240.0,0.837104442,7.0,0.000114359,5.0,8.16847e-05,3.0,4.90108e-05,6.0,9.80216e-05,9814.0,0.16033066,113.0,0.001846073,2.0,3.26739e-05,21.0,0.000343076,9971.0,0.162895558
MIĘDZYCHODZKI,28013.0,0.902713328,2.0,6.44496e-05,9.0,0.000290023,2.0,6.44496e-05,1.0,3.22248e-05,2992.0,0.096416602,1.0,3.22248e-05,6.0,0.000193349,6.0,0.000193349,3019.0,0.097286672
MOGILEŃSKI,81347.0,0.912105039,36.0,0.000403651,6.0,6.72751e-05,9.0,0.000100913,10.0,0.000112125,7719.0,0.086549458,32.0,0.000358801,3.0,3.36376e-05,24.0,0.000269101,7839.0,0.087894961
NOWOTOMYSKI,70946.0,0.812380483,6.0,6.87041e-05,0.0,0.0,12.0,0.000137408,6.0,6.87041e-05,16289.0,0.186520251,25.0,0.000286267,0.0,0.0,47.0,0.000538182,16385.0,0.187619517
OBORNICKI,42296.0,0.839406208,40.0,0.00079384,2.0,3.9692e-05,3.0,5.9538e-05,8.0,0.000158768,7960.0,0.157974121,26.0,0.000515996,22.0,0.000436612,31.0,0.000615226,8092.0,0.160593792
OSTROWSKI (OSTRÓW WIELKOPOLSKI),100017.0,0.960538194,43.0,0.000412961,2.0,1.92075e-05,9.0,8.64337e-05,19.0,0.000182471,3985.0,0.038270941,6.0,5.76225e-05,0.0,0.0,45.0,0.000432169,4109.0,0.039461806
POZNAŃ (MIASTO),238167.0,0.0,238.0,0.0,37.0,0.0,20.0,0.0,216.0,0.0,6387.0,0.0,984.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,44834.0,0.898801171,72.0,0.001443406,11.0,0.00022052,37.0,0.000741751,20.0,0.000400946,4812.0,0.096467664,61.0,0.001222886,0.0,0.0,35.0,0.000701656,5048.0,0.101198829
SZAMOTULSKI,62933.0,0.929010068,2.0,2.95238e-05,0.0,0.0,0.0,0.0,2.0,2.95238e-05,4709.0,0.069513743,78.0,0.001151427,4.0,5.90476e-05,14.0,0.000206666,4809.0,0.070989932
SZUBIŃSKI,38091.0,0.796466283,19.0,0.000397282,1.0,2.09096e-05,8.0,0.000167277,1.0,2.09096e-05,9638.0,0.201526398,29.0,0.000606377,6.0,0.000125457,32.0,0.000669106,9734.0,0.203533717
ŚREDZKI,47833.0,0.958538736,9.0,0.000180353,3.0,6.01178e-05,4.0,8.01571e-05,7.0,0.000140275,2016.0,0.040399182,17.0,0.000340668,0.0,0.0,13.0,0.000260511,2069.0,0.041461264
ŚREMSKI,54269.0,0.947036856,6.0,0.000104705,0.0,0.0,1.0,1.74508e-05,2.0,3.49016e-05,2996.0,0.052282563,20.0,0.000349016,0.0,0.0,10.0,0.000174508,3035.0,0.052963144
WĄGROWIECKI,47159.0,0.869146132,5.0,9.21506e-05,0.0,0.0,0.0,0.0,5.0,9.21506e-05,7039.0,0.12972963,22.0,0.000405463,14.0,0.000258022,15.0,0.000276452,7100.0,0.130853868
WOLSZTYŃSKI,37993.0,0.793305771,1.0,2.08803e-05,1.0,2.08803e-05,1.0,2.08803e-05,2.0,4.17606e-05,9857.0,0.205817255,12.0,0.000250564,0.0,0.0,25.0,0.000522008,9899.0,0.206694229
WRZESIŃSKI,41119.0,0.940981281,9.0,0.000205959,0.0,0.0,2.0,4.57687e-05,16.0,0.000366149,2506.0,0.057348162,28.0,0.000640762,14.0,0.000320381,4.0,9.15374e-05,2579.0,0.059018719
WYRZYSKI,53057.0,0.793399429,11.0,0.000164491,0.0,0.0,6.0,8.97223e-05,15.0,0.000224306,13736.0,0.205404274,17.0,0.000254213,3.0,4.48612e-05,28.0,0.000418704,13816.0,0.206600571
ŻNIŃSKI,36719.0,0.884347679,6.0,0.000144505,3.0,7.22526e-05,2.0,4.81684e-05,3.0,7.22526e-05,4738.0,0.114110932,27.0,0.000650273,6.0,0.000144505,17.0,0.000409431,4802.0,0.115652321
POZNAŃSKI,86466.0,0.948279266,27.0,0.000296111,5.0,5.48354e-05,6.0,6.58025e-05,9.0,9.87037e-05,4596.0,0.050404685,8.0,8.77366e-05,0.0,0.0,65.0,0.00071286,4716.0,0.051720734
GNIEZNO (MIASTO),29873.0,0.973854931,5.0,0.000162999,1.0,3.25998e-05,0.0,0.0,10.0,0.000325998,675.0,0.02200489,94.0,0.003064385,8.0,0.000260799,9.0,0.000293399,802.0,0.026145069
INOWROCŁAW (MIASTO),33498.0,0.974799208,9.0,0.000261902,1.0,2.91002e-05,3.0,8.73007e-05,26.0,0.000756606,753.0,0.021912467,51.0,0.001484111,0.0,0.0,23.0,0.000669305,866.0,0.025200792
DOLIŃSKI,21158.0,0.178740084,40900.0,0.345517981,42980.0,0.363089556,3.0,2.53436e-05,19.0,0.00016051,4013.0,0.033901312,8368.0,0.070691796,663.0,0.005600939,269.0,0.002272478,97215.0,0.821259916
HORODEŃSKI,27751.0,0.298738347,32648.0,0.351454346,27309.0,0.293980236,2.0,2.15299e-05,7.0,7.53547e-05,16.0,0.000172239,4748.0,0.05111202,283.0,0.003046483,130.0,0.001399445,65143.0,0.701261653
KAŁUSKI,18637.0,0.182265384,47452.0,0.464069162,30054.0,0.293920901,4.0,3.9119e-05,7.0,6.84583e-05,944.0,0.009232093,4889.0,0.047813246,220.0,0.002151547,45.0,0.000440089,83615.0,0.817734616
KOŁOMYJSKI,52006.0,0.295488636,73447.0,0.4173125,37086.0,0.210715909,2.0,1.13636e-05,17.0,9.65909e-05,1875.0,0.010653409,10766.0,0.061170455,425.0,0.002414773,376.0,0.002136364,123994.0,0.704511364
KOSOWSKI (KOSÓW HUCULSKI),6718.0,0.071504598,54691.0,0.5821164,25147.0,0.267657953,2.0,2.12875e-05,8.0,8.51499e-05,25.0,0.000266093,5756.0,0.061265327,974.0,0.010366996,631.0,0.006716196,87234.0,0.928495402
NADWÓRNIAŃSKI,16907.0,0.12016176,93039.0,0.661248596,19089.0,0.135669713,5.0,3.55361e-05,30.0,0.000213217,343.0,0.002437776,10596.0,0.075308098,424.0,0.003013461,269.0,0.001911842,123795.0,0.87983824
ROHATYŃSKI,36152.0,0.284097696,59810.0,0.470012259,25065.0,0.196971364,5.0,3.92921e-05,10.0,7.85842e-05,32.0,0.00025147,5665.0,0.044517964,446.0,0.003504857,67.0,0.000526514,91100.0,0.715902304
STANISŁAWOWSKI,49032.0,0.247188179,97145.0,0.489743344,23069.0,0.116299235,6.0,3.02482e-05,65.0,0.000327689,1706.0,0.008600568,24439.0,0.123205904,2557.0,0.012890769,340.0,0.001714064,149327.0,0.752811821
STRYJSKI,25186.0,0.16501235,87124.0,0.570814579,19059.0,0.124869784,2.0,1.31035e-05,37.0,0.000242415,5497.0,0.036014964,14379.0,0.094207599,1034.0,0.006774508,313.0,0.002050697,127445.0,0.83498765
ŚNIATYŃSKI,17206.0,0.220519064,23756.0,0.304466517,32251.0,0.413341878,1.0,1.28164e-05,10.0,0.000128164,346.0,0.004434476,3866.0,0.049548222,475.0,0.006087792,114.0,0.00146107,60819.0,0.779480936
TŁUMACKI,44958.0,0.387475437,37446.0,0.322732444,29213.0,0.251775434,2.0,1.72372e-05,8.0,6.89489e-05,502.0,0.004326542,3435.0,0.029604923,242.0,0.002085703,222.0,0.001913331,71070.0,0.612524563
ŻYDACZOWSKI,16464.0,0.196427932,46292.0,0.55229846,14806.0,0.176646742,2.0,2.38615e-05,7.0,8.35153e-05,1438.0,0.017156424,4349.0,0.051886849,379.0,0.004521756,80.0,0.00095446,67353.0,0.803572068
BIELSKI (BIELSKO),52895.0,0.845184073,16.0,0.000255656,8.0,0.000127828,1.0,1.59785e-05,7.0,0.00011185,9059.0,0.144749457,316.0,0.005049214,64.0,0.001022626,218.0,0.003483318,9689.0,0.154815927
BIELSKO (MIASTO),9683.0,0.43359305,14.0,0.000626903,4.0,0.000179115,5.0,0.000223894,21.0,0.000940355,10220.0,0.457639262,1732.0,0.077556869,543.0,0.024314884,110.0,0.004925667,12649.0,0.56640695
CIESZYŃSKI,77717.0,0.958439701,25.0,0.000308311,18.0,0.000221984,3.0,3.69973e-05,9.0,0.000110992,2531.0,0.031213388,481.0,0.0059319,48.0,0.000591957,255.0,0.00314477,3370.0,0.041560299
TARNOGÓRSKI,59186.0,0.916305425,8.0,0.000123854,1.0,1.54818e-05,1.0,1.54818e-05,7.0,0.000108373,5210.0,0.080660144,66.0,0.001021798,1.0,1.54818e-05,112.0,0.001733961,5406.0,0.083694575
KATOWICE (MIASTO),107040.0,0.849132939,72.0,0.000571166,4.0,3.17314e-05,2.0,1.58657e-05,44.0,0.000349046,16936.0,0.134350854,1388.0,0.011010805,189.0,0.00149931,383.0,0.003038284,19018.0,0.150867061
KATOWICKI,202475.0,0.941109484,7.0,3.25362e-05,6.0,2.78882e-05,2.0,9.29606e-06,15.0,6.97204e-05,12171.0,0.05657115,262.0,0.001217783,24.0,0.000111553,183.0,0.000850589,12670.0,0.058890516
LUBLINIECKI,44196.0,0.977095861,2.0,4.42165e-05,4.0,8.8433e-05,3.0,6.63247e-05,1.0,2.21082e-05,920.0,0.020339583,28.0,0.000619031,1.0,2.21082e-05,77.0,0.001702335,1036.0,0.022904139
PSZCZYŃSKI,156750.0,0.967503009,11.0,6.78949e-05,7.0,4.32059e-05,1.0,6.17227e-06,11.0,6.78949e-05,5037.0,0.031089714,65.0,0.000401197,9.0,5.55504e-05,124.0,0.000765361,5265.0,0.032496991
RYBNICKI,207866.0,0.976680809,14.0,6.57805e-05,4.0,1.87944e-05,4.0,1.87944e-05,19.0,8.92735e-05,4584.0,0.021538418,51.0,0.000239629,14.0,6.57805e-05,273.0,0.00128272,4963.0,0.023319191
ŚWIĘTOCHŁOWICKI,189074.0,0.939843719,9.0,4.47369e-05,0.0,0.0,6.0,2.98246e-05,13.0,6.462e-05,11948.0,0.059390782,30.0,0.000149123,7.0,3.47954e-05,89.0,0.000442399,12102.0,0.060156281
CHORZÓW,88753.0,0.8703237,29.0,0.000284378,2.0,1.96123e-05,2.0,1.96123e-05,7.0,6.86429e-05,11929.0,0.116977358,966.0,0.009472724,182.0,0.001784716,107.0,0.001049256,13224.0,0.1296763
BORSZCZOWSKI,46153.0,0.44688556,15562.0,0.150682146,37050.0,0.35874396,1.0,9.6827e-06,14.0,0.000135558,23.0,0.000222702,3983.0,0.038566186,319.0,0.003088781,172.0,0.001665424,57124.0,0.55311444
BRODZKI,32843.0,0.359931177,24167.0,0.264849641,26323.0,0.288477556,10.0,0.000109591,16.0,0.000175346,165.0,0.001808259,7399.0,0.081086709,241.0,0.002641154,84.0,0.000920568,58405.0,0.640068823
BRZEŻAŃSKI,48168.0,0.463938974,16913.0,0.162900678,34844.0,0.335606411,0.0,0.0,10.0,9.63168e-05,6.0,5.77901e-05,3434.0,0.033075204,282.0,0.002716135,167.0,0.001608491,55656.0,0.536061026
BUCZACKI,60523.0,0.435223138,47911.0,0.344529778,22425.0,0.161259007,0.0,0.0,8.0,5.75283e-05,9.0,6.47193e-05,7525.0,0.054112554,534.0,0.003840014,127.0,0.000913262,78539.0,0.564776862
CZORTKOWSKI,36486.0,0.434315779,26023.0,0.309768117,14843.0,0.176685554,5.0,5.95181e-05,19.0,0.000226169,102.0,0.00121417,5742.0,0.068350633,732.0,0.008713456,56.0,0.000666603,47522.0,0.565684221
KAMIONECKI,41693.0,0.507763881,13349.0,0.162572615,21829.0,0.26584745,0.0,0.0,8.0,9.74291e-05,429.0,0.005224635,4193.0,0.051065022,544.0,0.006625178,66.0,0.00080379,40418.0,0.492236119
PODHAJECKI,46710.0,0.488276554,31293.0,0.327117067,13738.0,0.143608292,1.0,1.04534e-05,5.0,5.22668e-05,381.0,0.003982731,3294.0,0.034433375,170.0,0.001777072,71.0,0.000742189,48953.0,0.511723446
PRZEMYŚLAŃSKI,52269.0,0.581360947,19519.0,0.217099702,13258.0,0.14746185,0.0,0.0,9.0,0.000100102,367.0,0.00408195,4227.0,0.047014726,218.0,0.002424701,41.0,0.000456022,37639.0,0.418639053
RADZIECHOWSKI,25427.0,0.366843161,24652.0,0.355661997,15318.0,0.220997504,1.0,1.44273e-05,1.0,1.44273e-05,583.0,0.008411121,2983.0,0.04303666,294.0,0.004241629,54.0,0.000779075,43886.0,0.633156839
SKAŁACKI,60091.0,0.673552654,10332.0,0.115810122,15037.0,0.16854789,3.0,3.36266e-05,1.0,1.12089e-05,84.0,0.000941546,2816.0,0.031564199,838.0,0.009393039,13.0,0.000145715,29124.0,0.326447346
TARNOPOLSKI,93874.0,0.660061876,23044.0,0.162030657,19330.0,0.135916186,2.0,1.40627e-05,18.0,0.000126564,34.0,0.000239066,4760.0,0.033469273,1076.0,0.007565743,82.0,0.000576572,48346.0,0.339938124
TREMBOWELSKI,50178.0,0.595083075,21025.0,0.249344766,9843.0,0.116732487,0.0,0.0,4.0,4.74378e-05,5.0,5.92972e-05,2765.0,0.032791357,408.0,0.004838652,93.0,0.001102928,34143.0,0.404916925
ZALESZCZYCKI,27549.0,0.382513434,31614.0,0.438955305,9533.0,0.132364172,1.0,1.38848e-05,11.0,0.000152733,26.0,0.000361006,3027.0,0.042029408,234.0,0.003249052,26.0,0.000361006,44472.0,0.617486566
ZBARASKI,32740.0,0.499245185,16311.0,0.248722914,13298.0,0.202778328,0.0,0.0,44.0,0.000670946,7.0,0.000106741,2858.0,0.043581024,284.0,0.004330655,37.0,0.000564205,32839.0,0.500754815
ZBOROWSKI,39624.0,0.486703598,22150.0,0.272069571,17024.0,0.209106654,6.0,7.36983e-05,4.0,4.91322e-05,12.0,0.000147397,2317.0,0.028459828,205.0,0.002518025,71.0,0.000872097,41789.0,0.513296402
ZŁOCZOWSKI,56628.0,0.477434259,28828.0,0.243050696,26553.0,0.223870027,3.0,2.52932e-05,16.0,0.000134897,405.0,0.003414581,5695.0,0.048014906,371.0,0.003127925,110.0,0.000927417,61981.0,0.522565741
KOPYCZYNIECKI,38158.0,0.430609159,29270.0,0.330308981,15926.0,0.179723294,3.0,3.38547e-05,5.0,5.64245e-05,37.0,0.000417541,4872.0,0.054980026,292.0,0.00329519,51.0,0.00057553,50456.0,0.569390841
BŁOŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIECHANOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOSTYNIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRÓJECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUTNOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPNOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIESZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PŁOCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PŁOŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRZASNYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUŁTUSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADZYMIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWSKI (RAWA MAZOWIECKA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYPIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERPECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIERNIEWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCHACZEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁOCŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUBIEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOROCHOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOWELSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRZEMIENIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBOMELSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁUCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RÓWIEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WŁODZIMIERSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSTOPOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDOŁBUNOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARNEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSZMIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘCIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIŚNIEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILEJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
