District,Konie,Bydło rogate,Trzoda chlewna,Owce,Kozy
DOBROMILSKI,9165.0,33226.0,6729.0,366.0,944.0
DROHOBYCKI,16902.0,45302.0,11977.0,4568.0,1138.0
GRÓDECKI,12027.0,25224.0,9162.0,624.0,99.0
JAROSŁAWSKI,20876.0,48474.0,20680.0,513.0,424.0
JAWOROWSKI,14095.0,29597.0,11927.0,1707.0,39.0
KOLBUSZOWSKI,8252.147612291905,31767.477155292538,8422.895399609843,13.473596079696932,65.74942676347646
KROŚNIEŃSKI,9472.0,42844.0,13630.0,2182.0,1366.0
LESKI,12332.0,47768.0,9642.0,7607.0,1364.0
LWOWSKI,20150.0,44437.0,12384.0,89.0,237.0
LWÓW (MIASTO),2449.0,2608.0,684.0,26.0,192.0
ŁAŃCUCKI,12349.0,39091.0,16849.0,666.0,379.0
MOŚCISKI,13889.0,31007.0,14276.0,537.0,94.0
NIŻAŃSKI,7433.0,23169.0,12473.0,303.0,83.0
PRZEMYSKI,15700.0,43271.0,12146.0,445.0,543.0
PRZEWORSKI,7195.0,23350.0,9643.0,204.0,393.0
RAWSKI (RAWA RUSKA),17198.0,34694.0,24569.0,5076.0,104.0
RUDECKI,12270.0,24586.0,9490.0,54.0,53.0
RZESZOWSKI,15857.0,69357.0,30094.0,287.0,1166.0
SAMBORSKI,18689.0,45858.0,13641.0,1016.0,264.0
SANOCKI,13732.0,41317.0,9298.0,4124.0,1850.0
SOKALSKI,21939.0,29705.0,34236.0,23027.0,87.0
TARNOBRZESKI,10186.0,27982.0,19585.0,232.0,199.0
ŻÓŁKIEWSKI,14876.0,29360.0,20113.0,703.0,106.0
LUBACZOWSKI,13515.0,28098.0,19514.0,4379.0,32.0
TURCZAŃSKI,12331.0,46364.0,9078.0,17855.0,1460.0
BRZEZIŃSKI,11799.0,34688.0,28266.0,2254.0,625.0
KALISKI,17531.0,46341.0,36721.0,1579.0,2704.0
KOLSKI,15808.0,38250.0,37011.0,1979.0,1569.0
KONIŃSKI,27216.0,71666.0,71158.0,3794.0,6455.0
ŁASKI,15503.0,41355.0,29059.0,4208.0,474.0
ŁĘCZYCKI,18545.0,45281.0,37749.0,1435.0,534.0
ŁÓDZKI,11228.0,27760.0,13461.0,1042.0,466.0
ŁÓDŹ (MIASTO),4365.0,2069.0,491.0,135.0,329.0
PIOTRKOWSKI,22193.0,57405.0,46928.0,9335.0,578.0
RADOMSZCZAŃSKI,21365.0,54596.0,39263.0,6144.0,430.0
SIERADZKI,18753.0,53415.0,46535.0,1695.0,1993.0
TURECKI,14261.0,39453.0,32350.0,1698.0,1097.0
WIELUŃSKI,19829.0,63232.0,47290.0,5567.0,2921.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,23204.0,50199.0,31498.0,23985.0,340.0
BRASŁAWSKI,28714.0,61199.0,33062.0,78561.0,408.0
LIDZKI,32421.0,75201.0,48542.0,71127.0,99.0
NIEŚWIESKI,19579.0,43361.0,37598.0,32495.0,126.0
NOWOGRÓDZKI,24542.0,55202.0,38584.0,36852.0,89.0
SŁONIMSKI,22066.0,45812.0,30719.0,53226.0,176.0
STOŁPECKI,15511.0,37238.0,31236.0,29300.0,33.0
WOŁOŻYŃSKI,19158.0,45428.0,38986.0,36438.0,63.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),18869.0,41894.0,19619.0,37267.0,30.0
BRZESKI (BRZEŚĆ N.BUG.),31820.0,72170.0,57173.0,74788.0,343.0
DROHICKI,14708.0,42395.0,31978.0,36847.0,54.0
KOBRYŃSKI,18265.0,66868.0,43568.0,63682.0,142.0
KOSZYRSKI,12555.0,52846.0,20761.0,58880.0,23.0
ŁUNINIECKI,16303.0,50626.0,23829.0,34101.0,245.0
PIŃSKI,25639.0,70609.0,36775.0,50592.0,356.0
PRUŻAŃSKI,18120.0,40533.0,37266.0,44582.0,179.0
STOLIŃSKI,17567.0,52346.0,20431.0,16868.0,107.0
IWACEWICKI,13134.0,31262.0,20838.0,21494.0,69.0
BRODNICKI,10503.0,28261.0,34890.0,7839.0,1104.0
CHEŁMIŃSKI,10502.0,25964.0,34520.0,17635.0,1330.0
CHOJNICKI,8379.0,25364.0,29374.0,11702.0,1915.0
DZIAŁDOWSKI,7532.0,21035.0,21506.0,4390.0,688.0
GRUDZIĄDZ (MIASTO),359.0,256.0,209.0,0.0,113.0
GRUDZIĄDZKI,10953.0,25684.0,30052.0,11037.0,867.0
KARTUSKI,9605.0,25474.0,36375.0,8618.0,1040.0
KOŚCIERSKI,7698.0,21753.0,29321.0,9806.0,1348.0
LUBAWSKI,11015.0,29598.0,32091.0,4675.0,1734.0
SĘPOLEŃSKI,6367.0,20123.0,27593.0,13561.0,1344.0
STAROGARDZKI,8163.0,20139.0,28147.0,6409.0,2540.0
ŚWIECKI,14515.0,35484.0,61109.0,7911.0,3577.0
TCZEWSKI,9455.0,19784.0,23379.0,8394.0,1917.0
TORUŃ (MIASTO),522.0,269.0,462.0,7.0,152.0
TORUŃSKI,9952.0,25057.0,27936.0,11241.0,1251.0
TUCHOLSKI,6201.0,17608.0,25293.0,5189.0,2209.0
WĄBRZESKI,10332.0,27835.0,33110.0,3953.0,853.0
MORSKI,9319.0,25666.0,33723.0,10886.0,904.0
GDYNIA (MIASTO),694.0,367.0,179.0,73.0,2.0
BYDGOSKI,11038.0,30469.0,1825.0,7856.0,2359.0
BYDGOSZCZ (MIASTO),1482.0,1048.0,32020.0,21.0,1470.0
CHODZIESKI,7857.0,22480.0,41185.0,3442.0,3337.0
CZARNKOWSKI,6252.0,17060.0,33266.0,1989.0,3523.0
GNIEŹNIEŃSKI,12847.0,36881.0,748.0,6708.0,3512.0
GOSTYŃSKI,9221.0,28966.0,56310.0,6407.0,3184.0
INOWROCŁAWSKI,10448.0,29919.0,1090.0,9571.0,1760.0
JAROCIŃSKI,13332.0,38714.0,34858.0,9796.0,5825.0
KĘPIŃSKI,12575.0,35031.0,45740.0,1838.0,6138.0
KOŚCIAŃSKI,12852.0,40899.0,39834.0,5848.0,5449.0
KROTOSZYŃSKI,11832.0,36671.0,46185.0,2636.0,3307.0
LESZCZYŃSKI,8421.0,28757.0,38688.0,1863.0,3582.0
MIĘDZYCHODZKI,5100.0,14252.0,35409.0,1331.0,3207.0
MOGILEŃSKI,16397.0,42655.0,20943.0,12533.0,5587.0
NOWOTOMYSKI,11799.0,35596.0,54133.0,4530.0,8246.0
OBORNICKI,9157.0,26929.0,44177.0,7550.0,2928.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),10132.0,35607.0,36008.0,1707.0,4649.0
POZNAŃ (MIASTO),2507.0,1200.0,1378.0,4.0,975.0
RAWICKI,6077.0,22395.0,25118.0,593.0,2866.0
SZAMOTULSKI,10485.0,27734.0,40649.0,7134.0,5076.0
SZUBIŃSKI,9540.0,26402.0,36181.0,5675.0,1729.0
ŚREDZKI,10089.0,26947.0,35829.0,3972.0,2406.0
ŚREMSKI,9699.0,27131.0,31779.0,3352.0,2858.0
WĄGROWIECKI,11465.0,30265.0,50411.0,5279.0,3122.0
WOLSZTYŃSKI,6865.0,23529.0,31220.0,1527.0,5082.0
WRZESIŃSKI,7599.0,21592.0,29333.0,1702.0,2198.0
WYRZYSKI,12599.0,34903.0,45023.0,17388.0,2350.0
ŻNIŃSKI,8715.0,23688.0,36755.0,3769.0,2260.0
POZNAŃSKI,12818.0,33542.0,44414.0,2673.0,5690.0
GNIEZNO (MIASTO),292.0,187.0,27798.0,0.0,220.0
INOWROCŁAW (MIASTO),654.0,824.0,36550.0,3.0,331.0
DOLIŃSKI,8412.0,36776.0,9674.0,18294.0,784.0
HORODEŃSKI,16209.0,22401.0,17649.0,17327.0,1071.0
KAŁUSKI,8505.0,29855.0,9176.0,5806.0,892.0
KOŁOMYJSKI,16096.0,41908.0,23637.0,16792.0,3613.0
KOSOWSKI (KOSÓW HUCULSKI),5837.0,30279.0,12850.0,50185.0,2502.0
NADWÓRNIAŃSKI,9672.0,31245.0,9783.0,16243.0,2247.0
ROHATYŃSKI,16835.0,38294.0,16935.0,753.0,1181.0
STANISŁAWOWSKI,14628.0,41738.0,15075.0,710.0,1938.0
STRYJSKI,12606.0,45996.0,11733.0,11038.0,659.0
ŚNIATYŃSKI,9025.0,20559.0,16523.0,9387.0,2982.0
TŁUMACKI,12624.0,30686.0,14936.0,3703.0,1419.0
ŻYDACZOWSKI,9864.0,27740.0,7252.0,161.0,238.0
BIELSKI (BIELSKO),2606.0,14957.0,10595.0,230.0,1254.0
BIELSKO (MIASTO),187.0,71.0,17.0,0.0,4.0
CIESZYŃSKI,3512.0,23434.0,18760.0,2896.0,2236.0
TARNOGÓRSKI,1154.0,3459.0,3907.0,12.0,3648.0
KATOWICE (MIASTO),932.0,329.0,1377.0,9.0,2271.0
KATOWICKI,2089.0,1700.0,4926.0,23.0,8573.0
LUBLINIECKI,3781.0,14164.0,9170.0,138.0,1542.0
PSZCZYŃSKI,7843.0,35348.0,22127.0,146.0,8960.0
RYBNICKI,7699.0,30349.0,29715.0,156.0,17127.0
ŚWIĘTOCHŁOWICKI,1527.0,920.0,4881.0,16.0,6588.0
CHORZÓW,757.0,87.0,634.0,0.0,1012.0
BORSZCZOWSKI,15796.0,26766.0,31448.0,18428.0,900.0
BRODZKI,13081.0,28339.0,22514.0,6433.0,140.0
BRZEŻAŃSKI,16995.0,30117.0,15809.0,2347.0,941.0
BUCZACKI,18557.0,38908.0,17773.0,2763.0,1665.0
CZORTKOWSKI,12221.0,21236.0,16633.0,1114.0,973.0
KAMIONECKI,13073.0,26257.0,19341.0,2942.0,85.0
PODHAJECKI,14947.0,28935.0,14034.0,1288.0,1843.0
PRZEMYŚLAŃSKI,13286.0,28458.0,12024.0,585.0,471.0
RADZIECHOWSKI,13070.0,21920.0,27897.0,10295.0,75.0
SKAŁACKI,15869.0,22376.0,18903.0,1260.0,354.0
TARNOPOLSKI,21888.0,34163.0,20153.0,1258.0,572.0
TREMBOWELSKI,14133.0,25490.0,15549.0,430.0,342.0
ZALESZCZYCKI,10209.0,15527.0,14703.0,11322.0,860.0
ZBARASKI,14054.0,20668.0,14511.0,6557.0,152.0
ZBOROWSKI,13359.0,24625.0,17155.0,1482.0,436.0
ZŁOCZOWSKI,15109.0,32196.0,15481.0,1160.0,269.0
KOPYCZYNIECKI,14482.0,25169.0,19705.0,1202.0,1068.0
BŁOŃSKI,11805.0,28868.0,21314.0,202.0,139.0
CIECHANOWSKI,15648.0,33447.0,22788.0,1343.0,22.0
GOSTYNIŃSKI,11448.0,30910.0,28244.0,1585.0,618.0
GRÓJECKI,19854.0,44816.0,47177.0,2309.0,210.0
KUTNOWSKI,13733.0,33520.0,26734.0,1238.0,423.0
LIPNOWSKI,17102.0,46335.0,46549.0,4636.0,809.0
ŁOWICKI,16388.0,48608.0,36454.0,2735.0,349.0
MAKOWSKI (MAKÓW MAZOWIECKI),12085.0,24591.0,22433.0,1610.0,58.0
MIŃSKI,11966.0,31313.0,31189.0,1622.0,69.0
MŁAWSKI,16276.0,38588.0,26948.0,758.0,197.0
NIESZAWSKI,17845.0,40184.0,39468.0,5411.0,1497.0
PŁOCKI,19339.0,45231.0,48954.0,2186.0,192.0
PŁOŃSKI,15370.0,35440.0,32765.0,3143.0,40.0
PRZASNYCKI,12261.0,27277.0,17241.0,1270.0,31.0
PUŁTUSKI,16633.0,39215.0,36292.0,1405.0,133.0
RADZYMIŃSKI,10102.0,26169.0,18606.0,412.0,89.0
RAWSKI (RAWA MAZOWIECKA),12371.0,33515.0,34877.0,6476.0,204.0
RYPIŃSKI,14854.0,39910.0,40764.0,2921.0,382.0
SIERPECKI,14314.0,39179.0,33043.0,2529.0,184.0
SKIERNIEWICKI,8651.0,24897.0,20991.0,2185.0,73.0
SOCHACZEWSKI,10391.0,29081.0,23001.0,152.0,111.0
WARSZAWSKI,16785.0,28162.0,18494.0,452.0,506.0
WŁOCŁAWSKI,16360.0,35048.0,32912.0,7350.0,1068.0
DUBIEŃSKI,51472.0,73588.0,78220.0,5391.0,553.0
HOROCHOWSKI,29658.0,39222.0,41298.0,2682.0,80.0
KOWELSKI,44843.0,96652.0,59420.0,44462.0,286.0
KRZEMIENIECKI,51050.0,63357.0,50462.0,16637.0,544.0
LUBOMELSKI,16227.0,34783.0,22331.0,15022.0,25.0
ŁUCKI,51779.0,102083.0,79132.0,21004.0,433.0
RÓWIEŃSKI,45524.0,66845.0,56883.0,8072.0,587.0
WŁODZIMIERSKI,32561.0,47626.0,41672.0,5637.0,153.0
KOSTOPOLSKI,21619.0,66802.0,35611.0,20412.0,158.0
ZDOŁBUNOWSKI,21556.0,28361.0,33497.0,4318.0,240.0
SARNEŃSKI,20242.0,77147.0,38851.0,33890.0,113.0
OSZMIAŃSKI,19132.0,44824.0,30056.0,44929.0,102.0
ŚWIĘCIAŃSKI,26449.0,52643.0,26262.0,59582.0,363.0
WILNO (MIASTO),573.0,1066.0,450.0,16.0,11.0
DZIŚNIEŃSKI,30496.0,65148.0,39941.0,86541.0,610.0
WILEJSKI,21996.0,51133.0,37194.0,33072.0,216.0
WILEŃSKO-TROCKI,35923.0,82419.0,61951.0,63693.0,258.0
POSTAWSKI,21897.0,42700.0,22008.0,53291.0,286.0
MOŁODECZAŃSKI,14671.0,33850.0,27944.0,32813.0,139.0
